     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  	     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  
    -0.86066     0.15924     0.15923     0.12127     0.15829     1.67840     2.10400     1.33800     2.01900     1.56840     9.30583	    -0.86066     0.00254     0.01449     0.00080    -0.01920     0.59208    -1.01490     0.03510     0.91956    -0.52667     0.00379
    -0.83566     0.18064     0.17829     0.13700     0.18302     1.91880     2.33810     1.48080     2.30060     1.83500    10.55225	    -0.83566    -0.00002     0.01145     0.00093    -0.01479     0.70071    -1.11940     0.04387     1.09117    -0.65160     0.06232
    -0.81066     0.18144     0.17234     0.14050     0.17736     2.00400     2.30060     1.46120     2.28250     1.94490    10.66484	    -0.81066    -0.00084     0.01397     0.00207    -0.01369     0.76820    -1.12840     0.03156     1.12124    -0.72978     0.06434
    -0.78566     0.17444     0.15662     0.13750     0.15844     1.97970     2.23500     1.41090     2.21810     1.93570    10.40640	    -0.78566    -0.00161     0.01774     0.00356    -0.01592     0.77400    -1.13640     0.00367     1.15185    -0.74014     0.05675
    -0.76066     0.16652     0.14434     0.13467     0.14656     1.84950     2.22070     1.37300     2.20980     1.82740    10.07249	    -0.76066    -0.00520     0.01633     0.00269    -0.01812     0.67529    -1.14330    -0.01644     1.21090    -0.66028     0.06187
    -0.73566     0.15485     0.13970     0.12846     0.14474     1.66340     2.07120     1.29460     2.04500     1.65920     9.30115	    -0.73566    -0.00843     0.01151     0.00023    -0.01664     0.53960    -1.03110    -0.02041     1.09727    -0.54647     0.02556
    -0.71066     0.13714     0.14271     0.11517     0.14920     1.51340     1.75810     1.15540     1.70470     1.50640     8.18222	    -0.71066    -0.00786     0.00951    -0.00137    -0.01320     0.50101    -0.82080    -0.01528     0.82361    -0.50200    -0.02638
    -0.68566     0.11628     0.14196     0.09796     0.14786     1.38590     1.44980     0.99940     1.39640     1.37870     7.11426	    -0.68566    -0.00638     0.01009    -0.00161    -0.01324     0.52953    -0.65760    -0.01673     0.62110    -0.51030    -0.04515
    -0.66066     0.09806     0.13090     0.07992     0.13418     1.24150     1.20620     0.89960     1.18250     1.25060     6.22346	    -0.66066    -0.00626     0.00963    -0.00060    -0.01590     0.51032    -0.56281    -0.02511     0.54100    -0.48464    -0.03437
    -0.63566     0.08490     0.12062     0.06408     0.11956     1.13990     1.01530     0.87320     1.02220     1.15130     5.59106	    -0.63566    -0.00518     0.00987     0.00061    -0.01614     0.45341    -0.48321    -0.01940     0.48532    -0.43165    -0.00638
    -0.61066     0.07546     0.11801     0.05604     0.11646     1.13980     0.89200     0.87230     0.89180     1.14360     5.30547	    -0.61066    -0.00241     0.01516     0.00068    -0.01545     0.43409    -0.40860     0.00590     0.40194    -0.42350     0.00781
    -0.58566     0.07180     0.12212     0.06210     0.12756     1.24180     0.88720     0.90410     0.82620     1.27450     5.51738	    -0.58566     0.00015     0.02269    -0.00087    -0.01817     0.46924    -0.36492     0.03473     0.31000    -0.49179    -0.03894
    -0.56066     0.07620     0.13258     0.08086     0.14362     1.39760     1.05290     1.00340     0.90500     1.48210     6.27426	    -0.56066     0.00108     0.02435    -0.00282    -0.02169     0.53136    -0.39757     0.04767     0.27397    -0.59231    -0.13595
    -0.53566     0.08264     0.14264     0.09786     0.15095     1.52420     1.27080     1.10200     1.09740     1.61020     7.07869	    -0.53566     0.00020     0.01786    -0.00149    -0.02053     0.59935    -0.48789     0.02930     0.34059    -0.65411    -0.17671
    -0.51066     0.08581     0.14746     0.10320     0.15162     1.60940     1.36680     1.17390     1.30720     1.65740     7.60279	    -0.51066    -0.00068     0.00934     0.00260    -0.01424     0.64320    -0.55272    -0.01202     0.48009    -0.65901    -0.10343
    -0.48566     0.08837     0.15230     0.10336     0.15828     1.71140     1.37360     1.35430     1.48880     1.75890     8.18931	    -0.48566    -0.00061     0.00792     0.00318    -0.00913     0.62437    -0.56085    -0.03915     0.59224    -0.63168    -0.01370
    -0.46066     0.09390     0.16097     0.10502     0.17094     1.83020     1.40660     1.71190     1.60010     1.90070     8.98033	    -0.46066    -0.00050     0.01351    -0.00016    -0.00893     0.55891    -0.54805    -0.02046     0.61096    -0.57980     0.02548
    -0.43566     0.09992     0.16679     0.10257     0.17674     1.87420     1.42640     2.07120     1.58760     1.92700     9.43242	    -0.43566    -0.00053     0.01728    -0.00223    -0.00995     0.49784    -0.52506     0.01678     0.56258    -0.49967     0.05704
    -0.41066     0.09874     0.16323     0.09008     0.16892     1.79280     1.30090     2.21330     1.43020     1.79350     9.05167	    -0.41066    -0.00130     0.01752    -0.00199    -0.01336     0.45544    -0.45553     0.01358     0.48872    -0.41426     0.08882
    -0.38566     0.08964     0.15618     0.07444     0.15829     1.68400     1.06040     2.18050     1.19190     1.63900     8.23435	    -0.38566    -0.00291     0.01756    -0.00133    -0.02076     0.42355    -0.34829    -0.02568     0.39925    -0.36566     0.07573
    -0.36066     0.07992     0.15220     0.06404     0.15510     1.62820     0.86960     2.13850     0.98700     1.55920     7.63376	    -0.36066    -0.00375     0.01722    -0.00073    -0.02506     0.38475    -0.26553    -0.04208     0.30307    -0.34555     0.02233
    -0.33566     0.07230     0.14796     0.05737     0.15321     1.55580     0.78280     2.08330     0.85900     1.48140     7.19314	    -0.33566    -0.00315     0.01403    -0.00032    -0.02130     0.31402    -0.22350    -0.02018     0.22447    -0.29450    -0.01043
    -0.31066     0.06740     0.14668     0.05244     0.14914     1.46400     0.75960     2.00980     0.79280     1.39840     6.84026	    -0.31066    -0.00178     0.00543    -0.00091    -0.01568     0.23928    -0.19682    -0.03016     0.17961    -0.23256    -0.05360
    -0.28566     0.06818     0.15694     0.05093     0.15270     1.46340     0.77980     2.03070     0.77990     1.42430     6.90685	    -0.28566    -0.00058    -0.00581    -0.00261    -0.01268     0.23148    -0.18975    -0.09773     0.15963    -0.23295    -0.15100
    -0.26066     0.07492     0.17014     0.05359     0.16703     1.57290     0.82530     2.13410     0.80380     1.58190     7.38368	    -0.26066     0.00030    -0.01171    -0.00387    -0.00717     0.29588    -0.21989    -0.10875     0.15432    -0.30595    -0.20684
    -0.23566     0.08482     0.17016     0.06314     0.17909     1.71930     0.86980     2.16620     0.84740     1.78810     7.88801	    -0.23566     0.00081    -0.00924    -0.00379     0.00035     0.39348    -0.26565    -0.00504     0.17639    -0.44397    -0.15667
    -0.21066     0.09256     0.15614     0.07708     0.17952     1.85000     0.86850     2.07230     0.88220     1.96000     8.13830	    -0.21066    -0.00036    -0.00387    -0.00311     0.00286     0.53309    -0.26523     0.09007     0.22779    -0.63443    -0.05320
    -0.18466     0.08830     0.13538     0.07954     0.16733     1.87540     0.75140     1.86550     0.82580     1.95190     7.74055	    -0.18466    -0.00318    -0.00124    -0.00253     0.00034     0.68610    -0.18966     0.08733     0.26084    -0.76540     0.07260
    -0.15966     0.06736     0.10746     0.06202     0.13636     1.64990     0.52486     1.47280     0.63378     1.61400     6.26854	    -0.15966    -0.00447    -0.00102    -0.00213    -0.00152     0.73480    -0.09302     0.04315     0.22852    -0.70740     0.19691
    -0.13466     0.04191     0.07386     0.03842     0.09257     1.22890     0.33491     0.95350     0.42197     1.10380     4.28985	    -0.13466    -0.00245    -0.00059    -0.00173    -0.00062     0.64100    -0.04370     0.02584     0.15073    -0.52032     0.24817
    -0.10966     0.02894     0.04669     0.02615     0.05834     0.87380     0.31200     0.56584     0.34715     0.76390     3.02281	    -0.10966     0.00092     0.00051    -0.00135     0.00047     0.49676    -0.04780     0.03585     0.08785    -0.37815     0.19505
    -0.08466     0.02892     0.03231     0.02599     0.04103     0.70626     0.39668     0.41867     0.40810     0.65320     2.71115	    -0.08466     0.00241     0.00109    -0.00054     0.00051     0.38752    -0.06437     0.03985     0.08047    -0.31609     0.13087
    -0.05966     0.03127     0.02603     0.02861     0.03190     0.64386     0.45141     0.40697     0.48234     0.60563     2.70802	    -0.05966     0.00124     0.00086     0.00034     0.00048     0.32035    -0.06504     0.02695     0.11195    -0.26543     0.13169
    -0.03466     0.03258     0.02361     0.03023     0.02679     0.61090     0.48063     0.44339     0.51336     0.57700     2.73849	    -0.03466     0.00004     0.00112     0.00007     0.00004     0.26753    -0.06380     0.01804     0.11574    -0.22251     0.11628
    -0.00966     0.03802     0.02511     0.03467     0.02739     0.62551     0.61500     0.54204     0.59486     0.62390     3.12650	    -0.00966     0.00077     0.00200    -0.00083    -0.00140     0.22712    -0.08117     0.02385     0.05755    -0.21745     0.01043
     0.01534     0.04985     0.02990     0.04570     0.03295     0.70670     0.90330     0.71370     0.83200     0.74780     4.06189	     0.01534     0.00205     0.00266    -0.00151    -0.00309     0.22000    -0.10486     0.02482    -0.00675    -0.24363    -0.11031
     0.04034     0.06190     0.03481     0.05888     0.03918     0.80920     1.18410     0.88630     1.13760     0.88380     5.09578	     0.04034     0.00182     0.00282    -0.00210    -0.00394     0.24704    -0.11241     0.01053     0.02042    -0.27357    -0.10939
     0.06534     0.06796     0.03762     0.06472     0.04185     0.89920     1.26580     0.99970     1.31330     0.96960     5.65975	     0.06534    -0.00016     0.00227    -0.00221    -0.00370     0.28745    -0.10707     0.00439     0.14089    -0.27607     0.04579
     0.09034     0.06952     0.03869     0.06262     0.04121     0.99460     1.21090     1.07840     1.33320     1.01580     5.84494	     0.09034    -0.00208     0.00175    -0.00153    -0.00243     0.30950    -0.10543     0.01612     0.21073    -0.23344     0.19318
     0.11534     0.07114     0.03890     0.06054     0.04062     1.08580     1.21830     1.14780     1.34090     1.04320     6.04720	     0.11534    -0.00222     0.00213    -0.00083    -0.00014     0.29063    -0.09535     0.02138     0.15677    -0.16073     0.21164
     0.14034     0.07514     0.03905     0.06267     0.04222     1.13000     1.35240     1.22760     1.44940     1.04700     6.42548	     0.14034    -0.00075     0.00214    -0.00041     0.00239     0.24148    -0.05310     0.01147     0.06459    -0.10037     0.16744
     0.16534     0.08524     0.04302     0.06998     0.04867     1.15780     1.59400     1.43140     1.71830     1.08840     7.23682	     0.16534     0.00108     0.00025     0.00084     0.00417     0.17395     0.01669     0.01844    -0.01754    -0.06942     0.12845
     0.19034     0.10346     0.05490     0.08338     0.06169     1.25860     1.92810     1.86460     2.10900     1.23640     8.70013	     0.19034     0.00214    -0.00245     0.00320     0.00488     0.11246     0.11758     0.06303    -0.12264    -0.04082     0.13738
     0.21534     0.11962     0.06953     0.09640     0.07571     1.39170     2.24140     2.36710     2.39060     1.40840    10.16046	     0.21534     0.00137    -0.00311     0.00393     0.00425     0.09031     0.26130     0.10407    -0.25040    -0.00443     0.20729
     0.24034     0.11920     0.07561     0.09774     0.08110     1.40200     2.35660     2.60380     2.39340     1.44980    10.57925	     0.24034    -0.00021    -0.00080     0.00175     0.00239     0.08500     0.40601     0.08740    -0.34050     0.02716     0.26821
     0.26534     0.10288     0.06938     0.08712     0.07519     1.24530     2.22860     2.44840     2.20490     1.30980     9.77157	     0.26534    -0.00009     0.00146     0.00001     0.00148     0.05155     0.47334     0.03520    -0.35840     0.05846     0.26302
     0.29034     0.08490     0.05946     0.07634     0.06504     1.05350     1.98680     2.11000     1.97900     1.10710     8.52214	     0.29034     0.00060     0.00055     0.00043     0.00294    -0.00098     0.43927    -0.00413    -0.30960     0.08529     0.21437
     0.31534     0.07170     0.05401     0.06984     0.05740     0.96640     1.73280     1.81180     1.74360     1.00590     7.51344	     0.31534     0.00021    -0.00158     0.00068     0.00382    -0.03941     0.35487    -0.02662    -0.22720     0.10056     0.16533
     0.34034     0.06078     0.05148     0.06604     0.05274     0.98740     1.53010     1.58440     1.53800     1.04200     6.91294	     0.34034     0.00030    -0.00054     0.00021     0.00175    -0.06225     0.27639    -0.01942    -0.18003     0.13324     0.14966
     0.36534     0.05764     0.05128     0.07082     0.05285     1.08900     1.54610     1.49720     1.54240     1.17120     7.07849	     0.36534     0.00135     0.00409     0.00049    -0.00175    -0.09469     0.25426     0.01764    -0.19890     0.20136     0.18385
     0.39034     0.06700     0.05615     0.08356     0.05957     1.27240     1.79890     1.61930     1.78190     1.35510     8.09389	     0.39034     0.00177     0.00922     0.00142    -0.00501    -0.15505     0.30975     0.03923    -0.25250     0.28232     0.23116
     0.41534     0.07888     0.06262     0.09546     0.06708     1.44770     2.09340     1.78180     2.06390     1.50680     9.19764	     0.41534     0.00107     0.01197     0.00179    -0.00716    -0.21920     0.39332     0.01700    -0.29420     0.33287     0.23746
     0.44034     0.07958     0.06368     0.10256     0.06702     1.47420     2.32670     1.73820     2.26760     1.50120     9.62074	     0.44034    -0.00009     0.01101     0.00107    -0.00698    -0.24687     0.43278    -0.02440    -0.28930     0.31846     0.19569
     0.46534     0.06818     0.05849     0.10365     0.06005     1.36180     2.45420     1.50200     2.35180     1.35480     9.31497	     0.46534    -0.00073     0.00809     0.00078    -0.00524    -0.23618     0.39089    -0.03508    -0.23580     0.26465     0.15138
     0.49034     0.05741     0.05474     0.10072     0.05624     1.27210     2.41180     1.30510     2.30750     1.25700     8.82261	     0.49034    -0.00073     0.00743     0.00158    -0.00553    -0.21653     0.29551    -0.02443    -0.17860     0.23207     0.11077
     0.51534     0.05706     0.05864     0.09882     0.06092     1.31130     2.28330     1.25300     2.23060     1.32280     8.67644	     0.51534    -0.00098     0.01069     0.00218    -0.00945    -0.22050     0.23818    -0.03316    -0.15780     0.23679     0.06594
     0.54034     0.06058     0.06388     0.09726     0.06628     1.38820     2.16040     1.22900     2.15660     1.42980     8.65201	     0.54034    -0.00118     0.01440     0.00169    -0.01344    -0.25321     0.23416    -0.04726    -0.14400     0.26201     0.05317
     0.56534     0.05670     0.06120     0.08948     0.06242     1.35920     1.92260     1.12280     1.94680     1.40340     8.02459	     0.56534    -0.00040     0.01485     0.00066    -0.01325    -0.26860     0.20933    -0.04162    -0.10630     0.27846     0.07315
     0.59034     0.04862     0.05348     0.07530     0.05334     1.28500     1.52800     0.98900     1.56440     1.30300     6.90014	     0.59034     0.00082     0.01333     0.00067    -0.01061    -0.25620     0.17743    -0.02351    -0.08420     0.27684     0.09457
     0.61534     0.04756     0.05043     0.06498     0.05053     1.34090     1.21680     0.98480     1.23950     1.32350     6.31901	     0.61534     0.00147     0.01287     0.00172    -0.01006    -0.28270     0.18843    -0.00618    -0.10638     0.30151     0.10069
     0.64034     0.05234     0.05187     0.06233     0.05312     1.46680     1.12100     1.11390     1.12820     1.43290     6.48245	     0.64034     0.00158     0.01338     0.00220    -0.01125    -0.35330     0.21594    -0.00136    -0.15469     0.35640     0.06891
     0.66534     0.05483     0.05109     0.05955     0.05284     1.48480     1.10820     1.18490     1.11310     1.47580     6.58511	     0.66534     0.00130     0.01335     0.00161    -0.01163    -0.39280     0.23406    -0.00877    -0.20339     0.38835     0.02209
     0.69034     0.05473     0.04888     0.05431     0.05058     1.44560     1.08030     1.16200     1.08530     1.49140     6.47309	     0.69034     0.00045     0.01232     0.00073    -0.01120    -0.38787     0.24623    -0.01433    -0.22423     0.40048     0.02257
     0.71534     0.05519     0.04968     0.05284     0.05149     1.51000     1.06400     1.19430     1.07150     1.59620     6.64519	     0.71534    -0.00040     0.01109     0.00052    -0.01061    -0.39201     0.26350    -0.01527    -0.23011     0.44102     0.06773
     0.74034     0.05543     0.05231     0.05474     0.05412     1.69530     1.07140     1.29510     1.07860     1.76160     7.11859	     0.74034    -0.00052     0.01095     0.00097    -0.00970    -0.43680     0.30087    -0.00843    -0.26521     0.51577     0.10790
     0.76534     0.05481     0.05309     0.05331     0.05441     1.89850     1.07980     1.34540     1.07970     1.89510     7.51412	     0.76534    -0.00035     0.01096     0.00081    -0.00834    -0.50420     0.32956     0.00152    -0.31157     0.57899     0.09739
     0.79034     0.05786     0.05376     0.05273     0.05495     2.09490     1.12380     1.36510     1.12280     2.03350     7.95939	     0.79034    -0.00024     0.00952    -0.00027    -0.00702    -0.55990     0.30974    -0.01117    -0.32206     0.60132     0.01992
     0.81634     0.06840     0.05862     0.06298     0.06068     2.34050     1.28820     1.51460     1.29420     2.25100     8.93918	     0.81634     0.00007     0.00776    -0.00090    -0.00650    -0.60180     0.28758    -0.03974    -0.32268     0.60472    -0.07149
     0.84134     0.07940     0.06444     0.07857     0.06772     2.53170     1.54360     1.75160     1.55060     2.42980    10.09743	     0.84134     0.00030     0.00757    -0.00057    -0.00684    -0.63680     0.32969    -0.04327    -0.36130     0.60427    -0.10695
     0.86634     0.07904     0.06374     0.08384     0.06739     2.47260     1.72710     1.78290     1.71600     2.38410    10.37670	     0.86634     0.00014     0.00900     0.00001    -0.00748    -0.62720     0.39353    -0.01751    -0.40600     0.57967    -0.07584
     0.89134     0.07094     0.05793     0.07786     0.06014     2.22820     1.82520     1.58620     1.77880     2.15820     9.84347	     0.89134    -0.00022     0.01004     0.00012    -0.00757    -0.56700     0.39992    -0.00124    -0.40360     0.52462    -0.04493
     0.91634     0.06795     0.05381     0.07214     0.05402     2.05040     1.93000     1.45000     1.86280     1.96650     9.50761	     0.91634    -0.00016     0.00886    -0.00024    -0.00623    -0.51860     0.35996    -0.00876    -0.37340     0.47670    -0.06188
     0.94134     0.06919     0.05212     0.07118     0.05226     2.04360     1.95540     1.42760     1.89770     1.91540     9.48445	     0.94134     0.00076     0.00716    -0.00059    -0.00488    -0.50730     0.33168    -0.01962    -0.36110     0.44661    -0.10729
     0.96634     0.06945     0.05247     0.07526     0.05368     2.15560     1.93880     1.45320     1.88400     1.99120     9.67367	     0.96634     0.00142     0.00769    -0.00046    -0.00616    -0.48850     0.35583    -0.02854    -0.39340     0.39716    -0.15496
     0.99134     0.07238     0.05703     0.08461     0.05888     2.36210     2.18620     1.63120     2.10820     2.20960    10.77020	     0.99134     0.00075     0.01013    -0.00053    -0.00955    -0.44480     0.48450    -0.04391    -0.52080     0.31203    -0.21218
     1.01634     0.07972     0.06452     0.09392     0.06680     2.65740     2.80300     1.97210     2.69460     2.54290    12.97496	     1.01634    -0.00063     0.01232    -0.00215    -0.01261    -0.40790     0.76747    -0.05695    -0.80380     0.21383    -0.29041
     1.04134     0.09079     0.07250     0.10086     0.07506     2.96220     3.53950     2.34720     3.42220     2.86720    15.47751	     1.04134    -0.00230     0.01256    -0.00381    -0.01439    -0.39120     1.13616    -0.05289    -1.18070     0.16440    -0.33217
     1.06634     0.10004     0.07826     0.10220     0.08087     3.08030     3.85130     2.57740     3.74850     2.98940    16.60827	     1.06634    -0.00350     0.01058    -0.00370    -0.01445    -0.39500     1.29012    -0.03991    -1.35150     0.21339    -0.29397
     1.09134     0.09706     0.07714     0.09106     0.07943     2.91380     3.45200     2.49180     3.36500     2.82060    15.38789	     1.09134    -0.00248     0.00809    -0.00279    -0.01129    -0.42670     1.05908    -0.03674    -1.13420     0.31836    -0.22867
     1.11634     0.08630     0.06912     0.07466     0.07069     2.69480     2.82720     2.19140     2.76760     2.56960    13.35137	     1.11634    -0.00033     0.00662    -0.00212    -0.00617    -0.49420     0.73741    -0.03910    -0.81190     0.42092    -0.18886
     1.14134     0.08244     0.06203     0.06746     0.06287     2.71280     2.55090     2.01740     2.53900     2.53950    12.63440	     1.14134    -0.00028     0.00569    -0.00114    -0.00294    -0.60710     0.60942    -0.04096    -0.68500     0.53614    -0.18616
     1.16634     0.08848     0.06167     0.07324     0.06220     2.96530     2.66990     2.14360     2.69800     2.76090    13.52329	     1.16634    -0.00157     0.00508     0.00190    -0.00197    -0.73890     0.61133    -0.04224    -0.69470     0.64949    -0.21158
     1.19134     0.09316     0.06362     0.08468     0.06421     3.10200     2.86280     2.35940     2.88780     2.87540    14.39307	     1.19134    -0.00122     0.00518     0.00536    -0.00129    -0.77440     0.58134    -0.04780    -0.66480     0.64423    -0.25340
     1.21634     0.08729     0.06125     0.08992     0.06203     2.85820     2.87440     2.39830     2.83160     2.63780    13.90080	     1.21634    -0.00027     0.00575     0.00469    -0.00199    -0.65360     0.48851    -0.08180    -0.55500     0.48683    -0.30689
     1.24134     0.07865     0.05692     0.08700     0.05871     2.55500     2.85330     2.37360     2.73450     2.39270    13.19038	     1.24134    -0.00082     0.00677     0.00005    -0.00514    -0.53900     0.41608    -0.14880    -0.47750     0.36816    -0.38020
     1.26634     0.07884     0.05525     0.08620     0.05935     2.61600     3.13050     2.60490     3.04920     2.49740    14.17764	     1.26634    -0.00201     0.00750    -0.00427    -0.00740    -0.60350     0.41971    -0.19890    -0.51260     0.44964    -0.45183
     1.29134     0.08592     0.05600     0.09078     0.06123     2.88720     3.68940     3.11240     3.78280     2.77580    16.54154	     1.29134    -0.00246     0.00619    -0.00471    -0.00603    -0.78280     0.44980    -0.15190    -0.55240     0.65979    -0.38452
     1.31634     0.09032     0.05674     0.09478     0.05985     2.89840     4.04030     3.45890     4.30660     2.86730    17.87319	     1.31634    -0.00086     0.00364    -0.00077    -0.00372    -0.86380     0.43060     0.02570    -0.43760     0.81487    -0.03195
     1.34134     0.08553     0.05260     0.09406     0.05244     2.48430     3.69440     3.15160     4.00360     2.62460    16.24313	     1.34134     0.00187     0.00237     0.00353    -0.00354    -0.73090     0.34360     0.23402    -0.20310     0.77595     0.42380
     1.36634     0.07753     0.04374     0.08900     0.04148     1.95750     2.90100     2.31510     3.14740     2.18480    12.75755	     1.36634     0.00170     0.00276     0.00389    -0.00409    -0.48470     0.21580     0.30480    -0.06890     0.57532     0.54658
     1.39134     0.07908     0.03846     0.08558     0.03533     1.69620     2.48490     1.60280     2.65780     1.84990    10.53004	     1.39134    -0.00140     0.00376     0.00113    -0.00441    -0.29010     0.13490     0.20398    -0.13800     0.40257     0.31243
     1.41634     0.08824     0.04103     0.08776     0.03833     1.75160     2.63350     1.37610     2.76510     1.80800    10.58966	     1.41634    -0.00332     0.00494    -0.00132    -0.00589    -0.22650     0.18486     0.06578    -0.26030     0.37672     0.13497
     1.44134     0.09293     0.04798     0.09208     0.04665     1.95230     2.79400     1.44270     2.90480     1.96950    11.34293	     1.44134    -0.00332     0.00583    -0.00278    -0.00821    -0.28000     0.29012    -0.00214    -0.36720     0.44192     0.07423
     1.46634     0.09223     0.05447     0.09650     0.05445     2.11830     2.84540     1.47990     2.95640     2.11190    11.80955	     1.46634    -0.00278     0.00641    -0.00262    -0.00944    -0.35250     0.35582     0.00567    -0.47010     0.49070     0.02116
     1.49134     0.08890     0.05621     0.09810     0.05717     2.07610     2.86820     1.33220     2.97260     2.04480    11.59428	     1.49134    -0.00166     0.00696    -0.00044    -0.00902    -0.33170     0.40232     0.04453    -0.37990     0.44517     0.17626
     1.51634     0.08284     0.05318     0.09348     0.05491     1.81150     2.57850     1.09030     2.64300     1.78040    10.18811	     1.51634    -0.00050     0.00637     0.00139    -0.00806    -0.21830     0.35968     0.05709    -0.11700     0.30459     0.38526
     1.54134     0.07654     0.05124     0.08689     0.05287     1.56170     2.07610     0.95250     2.10280     1.53670     8.49734	     1.54134     0.00003     0.00438     0.00220    -0.00679    -0.10591     0.19982     0.03551     0.06120     0.15531     0.34574
     1.56634     0.07261     0.05368     0.08241     0.05339     1.46990     1.73850     0.96910     1.72380     1.41530     7.57869	     1.56634    -0.00059     0.00175     0.00264    -0.00501    -0.06659     0.05311     0.00535     0.11200     0.07213     0.17480
     1.59134     0.07310     0.05735     0.08134     0.05417     1.45910     1.56890     1.06230     1.49170     1.34590     7.19386	     1.59134    -0.00261    -0.00135     0.00164    -0.00389    -0.09212    -0.05238    -0.02249     0.10427     0.04250    -0.02643
     1.61634     0.07705     0.05769     0.08599     0.05317     1.43350     1.43070     1.14510     1.34710     1.28650     6.91680	     1.61634    -0.00427    -0.00375    -0.00135    -0.00265    -0.10255    -0.12642    -0.02688     0.09248     0.02682    -0.14857
     1.64134     0.08069     0.05439     0.09288     0.05168     1.36820     1.30060     1.19360     1.30720     1.26330     6.71254	     1.64134    -0.00371    -0.00384    -0.00496     0.00015    -0.05552    -0.11286    -0.00391     0.10772     0.02247    -0.05446
     1.66634     0.08344     0.05188     0.09410     0.05302     1.31320     1.22010     1.26100     1.31060     1.30220     6.68954	     1.66634    -0.00154    -0.00253    -0.00620     0.00241    -0.00534    -0.04714     0.01841     0.12295     0.03803     0.11906
     1.69134     0.08587     0.05315     0.09015     0.05687     1.29860     1.21180     1.35320     1.30460     1.35350     6.80774	     1.69134     0.00053    -0.00148    -0.00321     0.00319     0.00082    -0.02211     0.03680     0.12894     0.07152     0.21501
     1.71634     0.08933     0.05658     0.09037     0.05925     1.29260     1.22600     1.39450     1.28280     1.34480     6.83623	     1.71634     0.00129    -0.00115     0.00122     0.00358    -0.01003    -0.03659     0.04991     0.13022     0.09126     0.22971
     1.74134     0.09372     0.05832     0.09828     0.05810     1.27840     1.19120     1.34270     1.22030     1.27640     6.61742	     1.74134     0.00075    -0.00156     0.00311     0.00308     0.00705    -0.03939     0.04002     0.11442     0.05833     0.18582
     1.76634     0.09385     0.05651     0.10409     0.05543     1.25380     1.10730     1.25260     1.11600     1.21250     6.25208	     1.76634     0.00031    -0.00236     0.00355     0.00213     0.05701    -0.03391     0.02118     0.09866    -0.00255     0.14402
     1.79134     0.08717     0.05260     0.09794     0.05271     1.18860     1.01250     1.14760     1.00650     1.15870     5.80432	     1.79134    -0.00048    -0.00340     0.00373     0.00197     0.09370    -0.05884     0.00774     0.09294    -0.03610     0.10126
     1.81734     0.07851     0.04828     0.08517     0.04899     1.03760     0.94460     0.97730     0.92860     1.02190     5.17096	     1.81734    -0.00274    -0.00526     0.00128     0.00238     0.06697    -0.12623    -0.01347     0.09429    -0.02743    -0.01022
     1.84234     0.07295     0.04406     0.07948     0.04448     0.81300     0.91550     0.77620     0.91150     0.79110     4.44827	     1.84234    -0.00403    -0.00723    -0.00294     0.00314    -0.00019    -0.18384    -0.03537     0.12900     0.00522    -0.09623
     1.86734     0.07274     0.04169     0.08174     0.04153     0.63250     0.86940     0.67290     0.92160     0.60528     3.93938	     1.86734    -0.00289    -0.00769    -0.00357     0.00381    -0.04356    -0.17198    -0.04022     0.17971     0.03044    -0.05596
     1.89234     0.07815     0.04252     0.08163     0.04139     0.57214     0.78357     0.68650     0.87090     0.54287     3.69967	     1.89234    -0.00190    -0.00671    -0.00049     0.00389    -0.05761    -0.10968    -0.03375     0.17062     0.03757     0.00194
     1.91734     0.08724     0.04360     0.08002     0.04275     0.57166     0.71320     0.72820     0.76150     0.54352     3.57170	     1.91734    -0.00179    -0.00533     0.00103     0.00447    -0.06819    -0.04967    -0.01608     0.10348     0.04944     0.01736
     1.94234     0.09484     0.04163     0.08272     0.04342     0.54729     0.66814     0.75390     0.65880     0.54991     3.44065	     1.94234    -0.00049    -0.00393     0.00091     0.00619    -0.06661    -0.01334     0.01825     0.05421     0.08381     0.07900
     1.96734     0.09503     0.03839     0.08712     0.04352     0.49360     0.63340     0.77920     0.60567     0.55811     3.33403	     1.96734     0.00134    -0.00308     0.00127     0.00723    -0.04999    -0.00106     0.03922     0.03320     0.12215     0.15028
     1.99234     0.09193     0.03899     0.08701     0.04530     0.46540     0.64245     0.82190     0.62158     0.56110     3.37565	     1.99234     0.00029    -0.00393     0.00032     0.00561    -0.04528    -0.01955     0.01660     0.00798     0.12756     0.08960
     2.01734     0.09427     0.04513     0.07924     0.04904     0.48075     0.71029     0.86400     0.68940     0.54224     3.55436	     2.01734    -0.00305    -0.00572    -0.00033     0.00288    -0.05799    -0.06828    -0.01916     0.00705     0.09737    -0.04723
     2.04234     0.09561     0.05049     0.06671     0.05067     0.48354     0.76720     0.83300     0.73780     0.49287     3.57789	     2.04234    -0.00398    -0.00642     0.00124     0.00226    -0.06516    -0.11001    -0.02467     0.06729     0.05971    -0.07973
     2.06734     0.08839     0.04771     0.06130     0.04603     0.43705     0.71930     0.69580     0.70950     0.41872     3.22381	     2.06734    -0.00170    -0.00562     0.00041     0.00367    -0.05662    -0.10534    -0.01003     0.13718     0.03438    -0.00367
