     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  	     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  
    -9.59466     2.34000     0.00693     0.00453     0.00658     0.00023     0.00146     0.00015     0.00154     0.00024     2.36167	    -9.59466    -0.00513    -0.00007     0.00006     0.00008     0.00000    -0.00006     0.00000     0.00005    -0.00001    -0.00506
    -9.56966     2.77200     0.00705     0.00401     0.00664     0.00024     0.00185     0.00013     0.00196     0.00025     2.79414	    -9.56966    -0.01871    -0.00003     0.00004     0.00003     0.00000    -0.00006     0.00000     0.00003    -0.00001    -0.01872
    -9.54466     2.83800     0.00657     0.00327     0.00637     0.00025     0.00191     0.00011     0.00203     0.00026     2.85878	    -9.54466     0.00937     0.00018     0.00005    -0.00003     0.00000     0.00002     0.00000    -0.00001    -0.00001     0.00957
    -9.51966     2.42400     0.00572     0.00253     0.00573     0.00025     0.00154     0.00010     0.00165     0.00025     2.44175	    -9.51966     0.03572     0.00029     0.00004    -0.00009     0.00000     0.00015     0.00000    -0.00009     0.00000     0.03601
    -9.49466     1.89530     0.00505     0.00246     0.00506     0.00025     0.00100     0.00011     0.00107     0.00024     1.91054	    -9.49466     0.00929     0.00018    -0.00007    -0.00009    -0.00000     0.00016    -0.00000    -0.00013     0.00000     0.00934
    -9.46966     1.66800     0.00466     0.00333     0.00467     0.00027     0.00064     0.00015     0.00067     0.00025     1.68264	    -9.46966    -0.01709     0.00011    -0.00013    -0.00002    -0.00000     0.00005    -0.00000    -0.00006    -0.00000    -0.01714
    -9.44466     1.70540     0.00407     0.00418     0.00425     0.00029     0.00055     0.00016     0.00058     0.00026     1.71974	    -9.44466     0.00271     0.00015    -0.00002    -0.00001    -0.00000    -0.00000    -0.00000    -0.00000     0.00000     0.00282
    -9.41966     1.57680     0.00329     0.00370     0.00347     0.00026     0.00051     0.00012     0.00055     0.00024     1.58894	    -9.41966     0.02038     0.00008     0.00013    -0.00007    -0.00001     0.00004     0.00000    -0.00002     0.00001     0.02055
    -9.39466     1.15160     0.00285     0.00198     0.00266     0.00020     0.00036     0.00006     0.00039     0.00021     1.16031	    -9.39466     0.00750    -0.00003     0.00014    -0.00006    -0.00002     0.00006     0.00000    -0.00004     0.00001     0.00756
    -9.36966     0.78700     0.00264     0.00053     0.00224     0.00016     0.00021     0.00003     0.00021     0.00020     0.79322	    -9.36966     0.00894     0.00005     0.00004     0.00005    -0.00000     0.00003     0.00000    -0.00002     0.00001     0.00909
    -9.34466     0.76050     0.00232     0.00037     0.00225     0.00018     0.00015     0.00002     0.00016     0.00018     0.76614	    -9.34466     0.01418     0.00014    -0.00005     0.00013     0.00001     0.00000     0.00000     0.00000     0.00001     0.01442
    -9.31966     0.99420     0.00206     0.00133     0.00236     0.00022     0.00016     0.00005     0.00018     0.00018     1.00074	    -9.31966    -0.01209     0.00001    -0.00009     0.00007    -0.00000     0.00000    -0.00000    -0.00000     0.00000    -0.01211
    -9.29466     1.13680     0.00191     0.00230     0.00208     0.00021     0.00015     0.00008     0.00017     0.00018     1.14389	    -9.29466    -0.01813    -0.00004    -0.00003    -0.00004    -0.00001     0.00001    -0.00000    -0.00001     0.00000    -0.01825
    -9.26966     0.92940     0.00156     0.00201     0.00147     0.00016     0.00011     0.00007     0.00011     0.00016     0.93505	    -9.26966     0.00895     0.00005     0.00007    -0.00005    -0.00001     0.00001     0.00000    -0.00001     0.00001     0.00902
    -9.24466     0.62840     0.00121     0.00090     0.00107     0.00011     0.00006     0.00003     0.00006     0.00013     0.63197	    -9.24466     0.01785     0.00005     0.00007     0.00003    -0.00000     0.00001     0.00000    -0.00000     0.00001     0.01801
    -9.21966     0.55940     0.00105     0.00035     0.00102     0.00012     0.00004     0.00001     0.00004     0.00012     0.56214	    -9.21966     0.00681     0.00002     0.00001     0.00007     0.00000     0.00000     0.00000    -0.00000     0.00000     0.00691
    -9.19366     0.64020     0.00092     0.00051     0.00098     0.00012     0.00004     0.00001     0.00004     0.00011     0.64293	    -9.19366    -0.00436     0.00002    -0.00003     0.00004    -0.00000     0.00000    -0.00000    -0.00000     0.00001    -0.00432
    -9.16866     0.65400     0.00072     0.00073     0.00077     0.00010     0.00003     0.00002     0.00003     0.00009     0.65649	    -9.16866    -0.00524     0.00002    -0.00001     0.00000    -0.00001     0.00000    -0.00000    -0.00000     0.00001    -0.00522
    -9.14366     0.55260     0.00053     0.00061     0.00051     0.00007     0.00002     0.00002     0.00002     0.00007     0.55444	    -9.14366     0.00518     0.00002     0.00002     0.00000    -0.00001     0.00000     0.00000    -0.00000     0.00000     0.00522
    -9.11866     0.45000     0.00038     0.00033     0.00035     0.00005     0.00001     0.00001     0.00001     0.00006     0.45119	    -9.11866     0.00768     0.00002     0.00002     0.00002    -0.00000     0.00000     0.00000    -0.00000     0.00000     0.00774
    -9.09366     0.40180     0.00025     0.00017     0.00026     0.00004     0.00000     0.00000     0.00000     0.00004     0.40258	    -9.09366     0.00283     0.00002     0.00001     0.00002    -0.00000     0.00000    -0.00000    -0.00000     0.00000     0.00287
    -9.06866     0.33700     0.00014     0.00012     0.00015     0.00003     0.00000     0.00000     0.00000     0.00002     0.33747	    -9.06866     0.00527     0.00002     0.00000     0.00001    -0.00000     0.00000    -0.00000    -0.00000     0.00000     0.00530
    -9.04366     0.21740     0.00006     0.00006     0.00006     0.00001     0.00000     0.00000     0.00000     0.00001     0.21760	    -9.04366     0.01002     0.00001     0.00001     0.00000    -0.00000     0.00000     0.00000     0.00000     0.00000     0.01004
    -9.01866     0.09062     0.00001     0.00001     0.00001     0.00000    -0.00000     0.00000    -0.00000     0.00000     0.09066	    -9.01866     0.00872     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00873
    -8.99366     0.01295    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000     0.00000    -0.00000    -0.00000     0.01294	    -8.99366     0.00373     0.00000     0.00000     0.00000     0.00000    -0.00000     0.00000     0.00000     0.00000     0.00373
    -8.96866    -0.00852    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00853	    -8.96866     0.00030    -0.00000    -0.00000    -0.00000     0.00000    -0.00000     0.00000    -0.00000    -0.00000     0.00030
    -8.94366    -0.00544    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00544	    -8.94366    -0.00042    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00043
    -8.91866    -0.00140    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00140	    -8.91866    -0.00019    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00019
    -8.89366    -0.00019    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00019	    -8.89366    -0.00004    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00004
    -8.86866    -0.00002    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00002	    -8.86866    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -8.84366    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -8.84366    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -8.81866    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -8.81866    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -8.79366    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -8.79366    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -8.76866    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -8.76866    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -8.74366    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -8.74366    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -8.71866    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -8.71866    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -8.69366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.69366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.66866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.66866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.64366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.64366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.61866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.61866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.59366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.59366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.56866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.56866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.54366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.54366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.51866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.51866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.49366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.49366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.46866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.46866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.44366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.44366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.41866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.41866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.39366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.39366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.36866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.36866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.34366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.34366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.31866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.31866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.29366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.29366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.26866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.26866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.24366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.24366     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.21866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.21866     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.19266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.19266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.16766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.16766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.14266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.14266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.11766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.11766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.09266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.09266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.06766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.06766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.04266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.04266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -8.01766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -8.01766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.99266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.99266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.96766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.96766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.94266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.94266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.91766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.91766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.89266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.89266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.86766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.86766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.84266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.84266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.81766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.81766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.79266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.79266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.76766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.76766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.74266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.74266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.71766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.71766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.69266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.69266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.66766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.66766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.64266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.64266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.61766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.61766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.59266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.59266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.56766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.56766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.54266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.54266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.51766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.51766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.49266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.49266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.46766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.46766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.44266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.44266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.41766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.41766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.39266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.39266     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.36766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.36766     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.34266    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.34266     0.00000     0.00000    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.31766    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.31766     0.00000     0.00000    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.29266    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.29266     0.00000     0.00000    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.26766    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.26766     0.00000     0.00000    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.24266    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.24266     0.00000     0.00000    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.21766    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.21766     0.00000     0.00000    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.19166    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.19166     0.00000     0.00000    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.16666    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.16666     0.00000     0.00000    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.14166    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.14166    -0.00000     0.00000    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.11666    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.11666    -0.00000     0.00000    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.09166    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.09166    -0.00000     0.00000    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.06666    -0.00000    -0.00001    -0.00000    -0.00001    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00001	    -7.06666    -0.00000     0.00000    -0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
    -7.04166    -0.00000    -0.00005    -0.00000    -0.00005    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00010	    -7.04166    -0.00000     0.00001    -0.00000     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000     0.00002
    -7.01666    -0.00000    -0.00019    -0.00000    -0.00019    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00039	    -7.01666     0.00000     0.00002    -0.00000     0.00003     0.00000     0.00000     0.00000     0.00000     0.00000     0.00005
    -6.99166    -0.00001    -0.00028    -0.00000    -0.00028    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00057	    -6.99166     0.00000    -0.00001     0.00000    -0.00000    -0.00000     0.00000     0.00000    -0.00000     0.00000    -0.00001
    -6.96666    -0.00001     0.00054     0.00000     0.00055     0.00000     0.00000     0.00000     0.00000     0.00000     0.00108	    -6.96666     0.00000    -0.00018     0.00000    -0.00019    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00038
    -6.94166     0.00002     0.00315     0.00000     0.00317     0.00002     0.00000     0.00000     0.00000     0.00002     0.00637	    -6.94166    -0.00001    -0.00048     0.00000    -0.00054    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00103
    -6.91666     0.00014     0.00683     0.00000     0.00682     0.00004     0.00000     0.00000     0.00000     0.00003     0.01387	    -6.91666    -0.00004    -0.00058    -0.00000    -0.00072    -0.00000    -0.00000    -0.00000    -0.00000    -0.00001    -0.00134
    -6.89166     0.00038     0.01012     0.00000     0.01003     0.00006     0.00000     0.00000     0.00000     0.00005     0.02065	    -6.89166    -0.00005    -0.00023     0.00000    -0.00045     0.00000    -0.00000    -0.00000    -0.00000    -0.00001    -0.00074
    -6.86666     0.00071     0.01327     0.00001     0.01318     0.00008     0.00001     0.00000     0.00001     0.00008     0.02734	    -6.86666    -0.00002     0.00005     0.00000    -0.00024     0.00001    -0.00000    -0.00000    -0.00000    -0.00001    -0.00020
    -6.84166     0.00109     0.01720     0.00001     0.01725     0.00009     0.00002     0.00000     0.00002     0.00011     0.03580	    -6.84166     0.00001    -0.00023    -0.00000    -0.00061     0.00001    -0.00000    -0.00000    -0.00000    -0.00002    -0.00084
    -6.81666     0.00143     0.02026     0.00002     0.02044     0.00011     0.00004     0.00000     0.00003     0.00013     0.04245	    -6.81666    -0.00002    -0.00036    -0.00000    -0.00086     0.00001    -0.00000    -0.00000     0.00000    -0.00002    -0.00126
    -6.79166     0.00172     0.02100     0.00002     0.02106     0.00013     0.00004     0.00000     0.00004     0.00013     0.04414	    -6.79166    -0.00006     0.00016    -0.00000    -0.00039     0.00001    -0.00000    -0.00000     0.00000    -0.00001    -0.00028
    -6.76666     0.00216     0.02180     0.00003     0.02160     0.00014     0.00004     0.00000     0.00005     0.00013     0.04595	    -6.76666    -0.00007     0.00042     0.00000    -0.00015     0.00001    -0.00000    -0.00000     0.00000    -0.00001     0.00021
    -6.74166     0.00273     0.02330     0.00003     0.02310     0.00016     0.00004     0.00000     0.00004     0.00015     0.04956	    -6.74166    -0.00014     0.00001     0.00000    -0.00062     0.00001    -0.00000    -0.00000     0.00000    -0.00002    -0.00075
    -6.71666     0.00325     0.02278     0.00003     0.02282     0.00017     0.00004     0.00000     0.00004     0.00015     0.04928	    -6.71666    -0.00018    -0.00010    -0.00000    -0.00075     0.00001    -0.00000    -0.00000     0.00000    -0.00002    -0.00104
    -6.69166     0.00403     0.02374     0.00004     0.02374     0.00018     0.00005     0.00000     0.00005     0.00015     0.05198	    -6.69166    -0.00010    -0.00013    -0.00000    -0.00072     0.00001    -0.00001    -0.00000    -0.00000    -0.00001    -0.00097
