     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  	     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  	     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  
    -5.78316     0.02502     0.00429     0.00443     0.00429     0.04116     0.04859     0.00488     0.04859     0.00473     0.18598	    -5.78316    -0.00012    -0.00110     0.00121    -0.00001     0.00336     0.00297     0.00035    -0.00179     0.00014     0.00501	    -5.78316     0.00012     0.00001    -0.00121     0.00110    -0.00336     0.00179    -0.00035    -0.00297    -0.00014    -0.00501
    -5.75816     0.02536     0.00411     0.00400     0.00411     0.04209     0.04596     0.00439     0.04596     0.00462     0.18061	    -5.75816     0.00050    -0.00111     0.00142     0.00000     0.00439     0.00305     0.00046    -0.00303    -0.00001     0.00569	    -5.75816    -0.00050    -0.00000    -0.00142     0.00111    -0.00440     0.00303    -0.00046    -0.00305     0.00001    -0.00568
    -5.73316     0.02709     0.00396     0.00479     0.00396     0.04345     0.04271     0.00530     0.04271     0.00516     0.17912	    -5.73316     0.00024    -0.00114     0.00162    -0.00004     0.00412     0.00039     0.00043    -0.00474    -0.00040     0.00049	    -5.73316    -0.00024     0.00004    -0.00162     0.00114    -0.00412     0.00474    -0.00043    -0.00039     0.00040    -0.00049
    -5.70816     0.02827     0.00396     0.00543     0.00396     0.04264     0.04159     0.00626     0.04159     0.00549     0.17920	    -5.70816    -0.00082    -0.00125     0.00150    -0.00011     0.00367    -0.00148     0.00052    -0.00531    -0.00065    -0.00393	    -5.70816     0.00082     0.00011    -0.00150     0.00125    -0.00367     0.00531    -0.00052     0.00148     0.00065     0.00393
    -5.68316     0.02731     0.00383     0.00481     0.00383     0.04000     0.04328     0.00566     0.04328     0.00483     0.17683	    -5.68316    -0.00181    -0.00130     0.00102    -0.00016     0.00364    -0.00154     0.00049    -0.00534    -0.00057    -0.00556	    -5.68316     0.00181     0.00016    -0.00102     0.00130    -0.00364     0.00535    -0.00049     0.00154     0.00057     0.00556
    -5.65816     0.02512     0.00344     0.00396     0.00344     0.03675     0.04317     0.00424     0.04317     0.00368     0.16696	    -5.65816    -0.00150    -0.00116     0.00079    -0.00012     0.00401    -0.00101     0.00027    -0.00556    -0.00035    -0.00464	    -5.65816     0.00150     0.00012    -0.00079     0.00116    -0.00402     0.00556    -0.00027     0.00101     0.00035     0.00464
    -5.63316     0.02351     0.00315     0.00390     0.00315     0.03581     0.04021     0.00362     0.04020     0.00320     0.15674	    -5.63316     0.00002    -0.00088     0.00099    -0.00005     0.00464     0.00026     0.00012    -0.00514    -0.00018    -0.00024	    -5.63316    -0.00002     0.00005    -0.00099     0.00088    -0.00464     0.00514    -0.00012    -0.00026     0.00018     0.00024
    -5.60816     0.02234     0.00304     0.00402     0.00304     0.03633     0.03948     0.00373     0.03948     0.00342     0.15488	    -5.60816     0.00121    -0.00061     0.00121    -0.00001     0.00493     0.00166     0.00017    -0.00449    -0.00003     0.00403	    -5.60816    -0.00121     0.00001    -0.00121     0.00061    -0.00493     0.00449    -0.00017    -0.00166     0.00003    -0.00403
    -5.58316     0.02148     0.00290     0.00371     0.00290     0.03560     0.04073     0.00387     0.04073     0.00352     0.15543	    -5.58316     0.00085    -0.00057     0.00118     0.00002     0.00496     0.00068     0.00030    -0.00546    -0.00004     0.00192	    -5.58316    -0.00085    -0.00002    -0.00118     0.00057    -0.00496     0.00546    -0.00030    -0.00068     0.00004    -0.00192
    -5.55816     0.02285     0.00283     0.00321     0.00283     0.03699     0.04008     0.00386     0.04008     0.00333     0.15607	    -5.55816    -0.00010    -0.00082     0.00094     0.00001     0.00566    -0.00157     0.00035    -0.00731    -0.00025    -0.00309	    -5.55816     0.00010    -0.00001    -0.00094     0.00082    -0.00566     0.00731    -0.00035     0.00157     0.00025     0.00309
    -5.53316     0.02836     0.00296     0.00294     0.00296     0.04078     0.04013     0.00368     0.04012     0.00328     0.16521	    -5.53316     0.00113    -0.00102     0.00072    -0.00002     0.00728    -0.00135     0.00037    -0.00790    -0.00036    -0.00114	    -5.53316    -0.00113     0.00002    -0.00072     0.00102    -0.00728     0.00790    -0.00037     0.00135     0.00036     0.00114
    -5.50816     0.04115     0.00310     0.00316     0.00310     0.04122     0.04329     0.00380     0.04329     0.00375     0.18585	    -5.50816     0.00626    -0.00091     0.00075    -0.00000     0.00881     0.00163     0.00049    -0.00729    -0.00016     0.00958	    -5.50816    -0.00626     0.00000    -0.00075     0.00091    -0.00882     0.00729    -0.00049    -0.00162     0.00016    -0.00958
    -5.48316     0.07687     0.00327     0.00402     0.00327     0.04166     0.04749     0.00532     0.04749     0.00587     0.23526	    -5.48316     0.01589    -0.00055     0.00101     0.00011     0.00968     0.00476     0.00066    -0.00667     0.00042     0.02531	    -5.48316    -0.01588    -0.00011    -0.00101     0.00055    -0.00968     0.00668    -0.00066    -0.00476    -0.00042    -0.02529
    -5.45816     0.15870     0.00389     0.00499     0.00389     0.04994     0.05384     0.00894     0.05384     0.01149     0.34953	    -5.45816     0.02610    -0.00027     0.00126     0.00023     0.01028     0.00618     0.00063    -0.00628     0.00175     0.03988	    -5.45816    -0.02607    -0.00023    -0.00126     0.00027    -0.01028     0.00628    -0.00063    -0.00617    -0.00175    -0.03983
    -5.43316     0.26800     0.00470     0.00543     0.00470     0.06068     0.06238     0.01425     0.06239     0.01924     0.50178	    -5.43316     0.02499    -0.00026     0.00122     0.00023     0.01036     0.00511    -0.00046    -0.00636     0.00372     0.03856	    -5.43316    -0.02493    -0.00023    -0.00122     0.00026    -0.01036     0.00636     0.00046    -0.00510    -0.00372    -0.03848
    -5.40816     0.34760     0.00497     0.00546     0.00497     0.06424     0.06594     0.01992     0.06594     0.02496     0.60400	    -5.40816     0.01031    -0.00034     0.00091     0.00011     0.00913     0.00177    -0.00279    -0.00711     0.00546     0.01744	    -5.40816    -0.01024    -0.00011    -0.00091     0.00034    -0.00912     0.00712     0.00279    -0.00177    -0.00546    -0.01735
    -5.38316     0.39430     0.00499     0.00529     0.00499     0.06200     0.06241     0.02507     0.06241     0.02808     0.64955	    -5.38316    -0.00507    -0.00047     0.00061    -0.00001     0.00597    -0.00252    -0.00551    -0.00730     0.00663    -0.00767	    -5.38316     0.00515     0.00001    -0.00061     0.00047    -0.00597     0.00730     0.00551     0.00253    -0.00663     0.00776
    -5.35816     0.45790     0.00525     0.00500     0.00525     0.05845     0.05893     0.03084     0.05893     0.03176     0.71231	    -5.35816    -0.01623    -0.00080     0.00057    -0.00012     0.00055    -0.00602    -0.00860    -0.00533     0.00808    -0.02790	    -5.35816     0.01630     0.00012    -0.00056     0.00080    -0.00055     0.00533     0.00860     0.00603    -0.00808     0.02798
    -5.33316     0.57120     0.00558     0.00500     0.00558     0.05573     0.05901     0.03909     0.05901     0.03892     0.83913	    -5.33316    -0.02404    -0.00124     0.00090    -0.00016    -0.00577    -0.00705    -0.01227    -0.00069     0.01077    -0.03956	    -5.33316     0.02411     0.00016    -0.00090     0.00124     0.00577     0.00069     0.01227     0.00705    -0.01076     0.03964
    -5.30716     0.71270     0.00589     0.00570     0.00589     0.05528     0.05963     0.04656     0.05963     0.04564     0.99691	    -5.30716    -0.02535    -0.00164     0.00155    -0.00014    -0.01042    -0.00622    -0.01510     0.00476     0.01301    -0.03955	    -5.30716     0.02544     0.00014    -0.00155     0.00164     0.01042    -0.00476     0.01510     0.00621    -0.01301     0.03964
    -5.28216     0.82000     0.00605     0.00632     0.00605     0.05392     0.05665     0.04442     0.05666     0.04352     1.09359	    -5.28216    -0.01502    -0.00191     0.00199    -0.00013    -0.01221    -0.00512    -0.01412     0.00843     0.01206    -0.02603	    -5.28216     0.01514     0.00013    -0.00199     0.00191     0.01221    -0.00844     0.01413     0.00512    -0.01206     0.02615
    -5.25716     0.99760     0.00602     0.00614     0.00602     0.04928     0.05142     0.03432     0.05142     0.03644     1.23866	    -5.25716     0.00556    -0.00197     0.00190    -0.00009    -0.01144    -0.00352    -0.00968     0.00985     0.00951     0.00012	    -5.25716    -0.00529     0.00009    -0.00190     0.00197     0.01144    -0.00985     0.00968     0.00351    -0.00951     0.00015
    -5.23216     1.42300     0.00613     0.00580     0.00613     0.04446     0.04789     0.02796     0.04789     0.03449     1.64375	    -5.23216     0.01433    -0.00194     0.00171    -0.00001    -0.01006    -0.00195    -0.00602     0.00975     0.00810     0.01390	    -5.23216    -0.01384     0.00001    -0.00171     0.00194     0.01006    -0.00975     0.00603     0.00195    -0.00810    -0.01341
    -5.20716     1.77300     0.00601     0.00563     0.00601     0.04079     0.04375     0.02645     0.04375     0.03454     1.97993	    -5.20716    -0.00388    -0.00187     0.00162     0.00003    -0.00910    -0.00215    -0.00407     0.00814     0.00645    -0.00483	    -5.20716     0.00426    -0.00003    -0.00162     0.00187     0.00910    -0.00814     0.00408     0.00215    -0.00645     0.00521
    -5.18216     1.55100     0.00514     0.00519     0.00514     0.03625     0.03761     0.02304     0.03761     0.02825     1.72924	    -5.18216    -0.02453    -0.00158     0.00138    -0.00003    -0.00751    -0.00320    -0.00176     0.00570     0.00251    -0.02902	    -5.18216     0.02439     0.00003    -0.00138     0.00158     0.00751    -0.00570     0.00176     0.00320    -0.00251     0.02887
    -5.15716     0.99490     0.00420     0.00472     0.00420     0.03151     0.03354     0.01780     0.03354     0.01988     1.14429	    -5.15716    -0.02167    -0.00119     0.00112    -0.00008    -0.00566    -0.00298     0.00119     0.00435    -0.00213    -0.02706	    -5.15716     0.02118     0.00008    -0.00112     0.00119     0.00567    -0.00436    -0.00119     0.00298     0.00212     0.02655
    -5.13216     0.63920     0.00393     0.00449     0.00393     0.02891     0.03121     0.01531     0.03121     0.01731     0.77551	    -5.13216    -0.00729    -0.00091     0.00099    -0.00005    -0.00475    -0.00211     0.00355     0.00401    -0.00499    -0.01155	    -5.13216     0.00686     0.00005    -0.00099     0.00091     0.00476    -0.00401    -0.00356     0.00211     0.00498     0.01111
    -5.10716     0.52530     0.00399     0.00416     0.00399     0.02749     0.02738     0.01551     0.02738     0.01840     0.65361	    -5.10716     0.00112    -0.00082     0.00090     0.00000    -0.00447    -0.00162     0.00473     0.00342    -0.00589    -0.00264	    -5.10716    -0.00136    -0.00000    -0.00090     0.00082     0.00447    -0.00342    -0.00473     0.00161     0.00589     0.00237
    -5.08216     0.47250     0.00402     0.00373     0.00402     0.02556     0.02344     0.01563     0.02344     0.01903     0.59137	    -5.08216     0.00007    -0.00093     0.00080     0.00001    -0.00427    -0.00060     0.00485     0.00320    -0.00601    -0.00286	    -5.08216    -0.00022    -0.00001    -0.00080     0.00093     0.00427    -0.00321    -0.00485     0.00059     0.00600     0.00270
    -5.05716     0.41830     0.00400     0.00348     0.00400     0.02292     0.02071     0.01486     0.02071     0.01872     0.52771	    -5.05716    -0.00591    -0.00110     0.00075    -0.00002    -0.00396     0.00101     0.00445     0.00367    -0.00597    -0.00709	    -5.05716     0.00580     0.00002    -0.00075     0.00110     0.00396    -0.00367    -0.00445    -0.00101     0.00597     0.00697
    -5.03216     0.34610     0.00366     0.00336     0.00366     0.01886     0.01789     0.01323     0.01789     0.01627     0.44092	    -5.03216    -0.00384    -0.00100     0.00071    -0.00001    -0.00307     0.00221     0.00411     0.00390    -0.00526    -0.00225	    -5.03216     0.00376     0.00001    -0.00071     0.00100     0.00307    -0.00390    -0.00412    -0.00221     0.00525     0.00216
    -5.00716     0.25930     0.00293     0.00335     0.00293     0.01371     0.01473     0.01085     0.01473     0.01210     0.33463	    -5.00716     0.00474    -0.00055     0.00067     0.00004    -0.00160     0.00282     0.00372     0.00359    -0.00391     0.00951	    -5.00716    -0.00479    -0.00004    -0.00067     0.00055     0.00160    -0.00359    -0.00372    -0.00282     0.00391    -0.00957
    -4.98216     0.18940     0.00226     0.00319     0.00226     0.00944     0.01133     0.00845     0.01133     0.00893     0.24660	    -4.98216     0.00690    -0.00012     0.00050     0.00006    -0.00053     0.00269     0.00301     0.00281    -0.00290     0.01243	    -4.98216    -0.00694    -0.00006    -0.00050     0.00012     0.00053    -0.00281    -0.00301    -0.00269     0.00290    -0.01247
    -4.95716     0.14690     0.00198     0.00259     0.00198     0.00699     0.00794     0.00673     0.00794     0.00729     0.19033	    -4.95716     0.00476     0.00005     0.00018     0.00006    -0.00018     0.00181     0.00238     0.00167    -0.00241     0.00832	    -4.95716    -0.00479    -0.00006    -0.00018    -0.00005     0.00018    -0.00167    -0.00238    -0.00181     0.00241    -0.00835
    -4.93216     0.11970     0.00202     0.00189     0.00202     0.00570     0.00544     0.00560     0.00544     0.00639     0.15421	    -4.93216     0.00278     0.00002    -0.00006     0.00006    -0.00007     0.00091     0.00195     0.00072    -0.00216     0.00414	    -4.93216    -0.00280    -0.00006     0.00005    -0.00002     0.00007    -0.00072    -0.00195    -0.00091     0.00216    -0.00416
    -4.90716     0.09916     0.00221     0.00147     0.00221     0.00463     0.00394     0.00485     0.00394     0.00579     0.12820	    -4.90716     0.00171    -0.00013    -0.00010     0.00003    -0.00004     0.00050     0.00166     0.00035    -0.00202     0.00196	    -4.90716    -0.00173    -0.00003     0.00010     0.00013     0.00004    -0.00035    -0.00166    -0.00051     0.00202    -0.00198
    -4.88216     0.07941     0.00244     0.00140     0.00244     0.00362     0.00293     0.00434     0.00293     0.00487     0.10438	    -4.88216     0.00391    -0.00035    -0.00000     0.00002    -0.00009     0.00041     0.00160     0.00031    -0.00175     0.00406	    -4.88216    -0.00392    -0.00002     0.00000     0.00035     0.00009    -0.00031    -0.00160    -0.00041     0.00175    -0.00408
    -4.85716     0.05467     0.00231     0.00156     0.00231     0.00270     0.00215     0.00365     0.00215     0.00312     0.07463	    -4.85716     0.00840    -0.00035     0.00023     0.00003    -0.00005     0.00039     0.00164     0.00030    -0.00112     0.00948	    -4.85716    -0.00841    -0.00003    -0.00023     0.00035     0.00005    -0.00030    -0.00164    -0.00039     0.00112    -0.00949
    -4.83216     0.02818     0.00167     0.00147     0.00167     0.00177     0.00144     0.00254     0.00144     0.00109     0.04126	    -4.83216     0.01073    -0.00011     0.00042     0.00004     0.00005     0.00039     0.00145     0.00027    -0.00038     0.01286	    -4.83216    -0.01073    -0.00004    -0.00042     0.00011    -0.00005    -0.00027    -0.00145    -0.00039     0.00038    -0.01286
    -4.80716     0.00938     0.00108     0.00087     0.00108     0.00101     0.00080     0.00122     0.00080    -0.00000     0.01625	    -4.80716     0.00750     0.00009     0.00033     0.00002     0.00009     0.00031     0.00085     0.00019     0.00001     0.00939	    -4.80716    -0.00750    -0.00002    -0.00033    -0.00009    -0.00009    -0.00019    -0.00085    -0.00031    -0.00001    -0.00939
    -4.78216     0.00073     0.00084     0.00023     0.00084     0.00054     0.00037     0.00026     0.00037    -0.00014     0.00403	    -4.78216     0.00221     0.00016     0.00010     0.00001     0.00008     0.00018     0.00022     0.00008     0.00006     0.00310	    -4.78216    -0.00221    -0.00001    -0.00010    -0.00016    -0.00008    -0.00008    -0.00022    -0.00018    -0.00006    -0.00310
    -4.75716    -0.00119     0.00065    -0.00003     0.00065     0.00025     0.00013    -0.00008     0.00013    -0.00005     0.00047	    -4.75716    -0.00027     0.00017    -0.00001     0.00002     0.00005     0.00007    -0.00005     0.00002     0.00002     0.00003	    -4.75716     0.00027    -0.00002     0.00001    -0.00017    -0.00005    -0.00002     0.00005    -0.00007    -0.00002    -0.00003
    -4.73216    -0.00067     0.00035    -0.00003     0.00035     0.00007     0.00003    -0.00007     0.00003    -0.00000     0.00004	    -4.73216    -0.00038     0.00013    -0.00002     0.00002     0.00002     0.00002    -0.00005     0.00000     0.00000    -0.00025	    -4.73216     0.00038    -0.00002     0.00002    -0.00013    -0.00002    -0.00000     0.00005    -0.00002    -0.00000     0.00025
    -4.70716    -0.00017     0.00009    -0.00001     0.00009    -0.00001    -0.00001    -0.00002    -0.00001     0.00000    -0.00004	    -4.70716    -0.00011     0.00005    -0.00000     0.00001     0.00000    -0.00000    -0.00001    -0.00000     0.00000    -0.00007	    -4.70716     0.00011    -0.00001     0.00000    -0.00005    -0.00000     0.00000     0.00001     0.00000    -0.00000     0.00007
    -4.68216    -0.00003    -0.00002    -0.00000    -0.00002    -0.00001    -0.00001    -0.00000    -0.00001    -0.00000    -0.00010	    -4.68216    -0.00002     0.00000    -0.00000     0.00000    -0.00000    -0.00000    -0.00000    -0.00000     0.00000    -0.00002	    -4.68216     0.00002    -0.00000     0.00000    -0.00000     0.00000     0.00000     0.00000     0.00000    -0.00000     0.00002
    -4.65716    -0.00004    -0.00003    -0.00001    -0.00003    -0.00001    -0.00000    -0.00001    -0.00000    -0.00001    -0.00014	    -4.65716    -0.00000     0.00000    -0.00001    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000     0.00000    -0.00001	    -4.65716     0.00000     0.00000     0.00001    -0.00000     0.00000     0.00000     0.00000     0.00000    -0.00000     0.00001
    -4.63216    -0.00013    -0.00005    -0.00004    -0.00005    -0.00000    -0.00000    -0.00002    -0.00000    -0.00002    -0.00030	    -4.63216    -0.00000     0.00003    -0.00002     0.00000     0.00000    -0.00000    -0.00001    -0.00000     0.00001    -0.00000	    -4.63216     0.00000    -0.00000     0.00002    -0.00003    -0.00000     0.00000     0.00001     0.00000    -0.00001     0.00000
    -4.60716    -0.00006    -0.00003    -0.00005    -0.00003    -0.00000    -0.00000    -0.00001    -0.00000    -0.00000    -0.00020	    -4.60716    -0.00003     0.00002    -0.00004     0.00000     0.00000    -0.00000    -0.00001    -0.00000     0.00000    -0.00006	    -4.60716     0.00003    -0.00000     0.00004    -0.00002    -0.00000     0.00000     0.00001     0.00000    -0.00000     0.00006
    -4.58216     0.00075     0.00022     0.00010     0.00022     0.00000    -0.00000     0.00008    -0.00000     0.00010     0.00147	    -4.58216    -0.00003    -0.00016     0.00007    -0.00000    -0.00000    -0.00000     0.00003    -0.00000    -0.00004    -0.00013	    -4.58216     0.00003     0.00000    -0.00007     0.00016     0.00000     0.00000    -0.00003     0.00000     0.00004     0.00013
    -4.55716     0.00242     0.00080     0.00064     0.00080     0.00003     0.00003     0.00030     0.00003     0.00030     0.00533	    -4.55716     0.00010    -0.00057     0.00045    -0.00002    -0.00001     0.00000     0.00012     0.00001    -0.00011    -0.00003	    -4.55716    -0.00010     0.00002    -0.00045     0.00057     0.00001    -0.00001    -0.00012    -0.00000     0.00011     0.00003
    -4.53216     0.00377     0.00144     0.00134     0.00144     0.00008     0.00009     0.00049     0.00009     0.00045     0.00918	    -4.53216     0.00027    -0.00103     0.00094    -0.00003    -0.00004     0.00000     0.00021     0.00004    -0.00017     0.00020	    -4.53216    -0.00027     0.00003    -0.00094     0.00103     0.00004    -0.00004    -0.00021    -0.00000     0.00017    -0.00020
    -4.50716     0.00366     0.00172     0.00172     0.00172     0.00013     0.00014     0.00049     0.00014     0.00044     0.01016	    -4.50716     0.00028    -0.00122     0.00121    -0.00003    -0.00006     0.00001     0.00021     0.00007    -0.00017     0.00029	    -4.50716    -0.00029     0.00003    -0.00121     0.00122     0.00006    -0.00007    -0.00021    -0.00001     0.00017    -0.00029
    -4.48216     0.00270     0.00176     0.00187     0.00176     0.00017     0.00019     0.00037     0.00019     0.00034     0.00936	    -4.48216     0.00018    -0.00125     0.00131    -0.00003    -0.00008     0.00001     0.00015     0.00009    -0.00013     0.00027	    -4.48216    -0.00018     0.00003    -0.00131     0.00125     0.00008    -0.00009    -0.00015    -0.00001     0.00013    -0.00027
    -4.45716     0.00209     0.00200     0.00208     0.00200     0.00023     0.00025     0.00029     0.00025     0.00028     0.00948	    -4.45716     0.00009    -0.00141     0.00145    -0.00003    -0.00010     0.00001     0.00011     0.00011    -0.00010     0.00013	    -4.45716    -0.00009     0.00003    -0.00145     0.00141     0.00010    -0.00011    -0.00011    -0.00001     0.00010    -0.00013
    -4.43216     0.00178     0.00219     0.00209     0.00219     0.00027     0.00028     0.00024     0.00028     0.00026     0.00957	    -4.43216     0.00002    -0.00155     0.00145    -0.00004    -0.00012     0.00000     0.00009     0.00012    -0.00010    -0.00012	    -4.43216    -0.00002     0.00004    -0.00145     0.00155     0.00012    -0.00012    -0.00009    -0.00000     0.00010     0.00012
    -4.40716     0.00135     0.00199     0.00189     0.00199     0.00025     0.00026     0.00018     0.00026     0.00020     0.00837	    -4.40716    -0.00001    -0.00140     0.00131    -0.00004    -0.00012     0.00000     0.00006     0.00012    -0.00008    -0.00014	    -4.40716     0.00001     0.00004    -0.00131     0.00140     0.00012    -0.00012    -0.00006    -0.00000     0.00008     0.00014
    -4.38216     0.00104     0.00193     0.00214     0.00193     0.00026     0.00028     0.00015     0.00028     0.00016     0.00817	    -4.38216     0.00002    -0.00134     0.00147    -0.00003    -0.00011     0.00002     0.00006     0.00013    -0.00006     0.00015	    -4.38216    -0.00002     0.00003    -0.00147     0.00134     0.00011    -0.00013    -0.00006    -0.00002     0.00006    -0.00015
    -4.35716     0.00106     0.00253     0.00271     0.00253     0.00034     0.00037     0.00016     0.00037     0.00016     0.01024	    -4.35716     0.00002    -0.00175     0.00186    -0.00004    -0.00015     0.00001     0.00006     0.00016    -0.00006     0.00013	    -4.35716    -0.00002     0.00004    -0.00186     0.00175     0.00015    -0.00016    -0.00006    -0.00001     0.00006    -0.00013
    -4.33216     0.00090     0.00281     0.00243     0.00281     0.00038     0.00038     0.00012     0.00038     0.00015     0.01036	    -4.33216    -0.00003    -0.00196     0.00169    -0.00005    -0.00017    -0.00001     0.00004     0.00016    -0.00005    -0.00040	    -4.33216     0.00003     0.00005    -0.00169     0.00196     0.00017    -0.00016    -0.00004     0.00001     0.00005     0.00040
    -4.30616     0.00028     0.00199     0.00163     0.00199     0.00028     0.00028     0.00002     0.00028     0.00005     0.00679	    -4.30616    -0.00006    -0.00145     0.00118    -0.00004    -0.00013    -0.00001    -0.00000     0.00012    -0.00002    -0.00042	    -4.30616     0.00006     0.00004    -0.00118     0.00145     0.00013    -0.00012     0.00000     0.00001     0.00002     0.00042
    -4.28116     0.00054     0.00181     0.00223     0.00181     0.00025     0.00029     0.00008     0.00029     0.00009     0.00739	    -4.28116     0.00000    -0.00129     0.00153    -0.00003    -0.00011     0.00002     0.00003     0.00013    -0.00003     0.00025	    -4.28116    -0.00000     0.00003    -0.00153     0.00129     0.00011    -0.00013    -0.00003    -0.00002     0.00003    -0.00025
    -4.25616     0.00383     0.00390     0.00443     0.00390     0.00041     0.00045     0.00071     0.00045     0.00067     0.01877	    -4.25616     0.00018    -0.00235     0.00260    -0.00006    -0.00017     0.00002     0.00028     0.00019    -0.00025     0.00045	    -4.25616    -0.00018     0.00006    -0.00260     0.00235     0.00017    -0.00019    -0.00028    -0.00002     0.00025    -0.00045
    -4.23116     0.00920     0.00648     0.00638     0.00648     0.00053     0.00052     0.00173     0.00052     0.00166     0.03350	    -4.23116     0.00040    -0.00342     0.00327    -0.00009    -0.00021    -0.00001     0.00067     0.00020    -0.00061     0.00019	    -4.23116    -0.00040     0.00009    -0.00327     0.00342     0.00021    -0.00020    -0.00067     0.00001     0.00061    -0.00019
    -4.20616     0.01195     0.00736     0.00724     0.00736     0.00049     0.00048     0.00225     0.00048     0.00220     0.03982	    -4.20616     0.00042    -0.00337     0.00332    -0.00010    -0.00019    -0.00002     0.00085     0.00018    -0.00080     0.00030	    -4.20616    -0.00042     0.00010    -0.00332     0.00337     0.00019    -0.00018    -0.00085     0.00002     0.00080    -0.00030
    -4.18116     0.01054     0.00767     0.00816     0.00767     0.00050     0.00055     0.00198     0.00055     0.00201     0.03963	    -4.18116     0.00021    -0.00288     0.00329    -0.00009    -0.00020     0.00002     0.00071     0.00022    -0.00072     0.00055	    -4.18116    -0.00021     0.00009    -0.00329     0.00288     0.00020    -0.00022    -0.00071    -0.00002     0.00072    -0.00055
    -4.15616     0.00804     0.00863     0.00899     0.00863     0.00065     0.00072     0.00149     0.00072     0.00162     0.03948	    -4.15616    -0.00005    -0.00312     0.00341    -0.00010    -0.00026     0.00002     0.00048     0.00028    -0.00055     0.00011	    -4.15616     0.00005     0.00010    -0.00340     0.00312     0.00026    -0.00028    -0.00048    -0.00002     0.00055    -0.00011
    -4.13116     0.00620     0.00876     0.00843     0.00876     0.00074     0.00077     0.00113     0.00077     0.00129     0.03685	    -4.13116    -0.00015    -0.00361     0.00347    -0.00011    -0.00027     0.00000     0.00034     0.00027    -0.00044    -0.00050	    -4.13116     0.00015     0.00011    -0.00347     0.00361     0.00027    -0.00027    -0.00034    -0.00000     0.00044     0.00050
    -4.10616     0.00516     0.00804     0.00767     0.00804     0.00073     0.00073     0.00095     0.00073     0.00106     0.03310	    -4.10616    -0.00008    -0.00352     0.00340    -0.00009    -0.00025    -0.00001     0.00030     0.00024    -0.00037    -0.00037	    -4.10616     0.00008     0.00009    -0.00340     0.00352     0.00025    -0.00024    -0.00030     0.00001     0.00037     0.00037
    -4.08116     0.00474     0.00825     0.00795     0.00825     0.00075     0.00075     0.00090     0.00075     0.00102     0.03336	    -4.08116    -0.00012    -0.00308     0.00296    -0.00008    -0.00026    -0.00001     0.00024     0.00026    -0.00032    -0.00042	    -4.08116     0.00012     0.00008    -0.00296     0.00308     0.00026    -0.00026    -0.00024     0.00001     0.00032     0.00042
    -4.05616     0.00427     0.00928     0.00910     0.00928     0.00081     0.00084     0.00090     0.00084     0.00102     0.03634	    -4.05616    -0.00018    -0.00239     0.00217    -0.00009    -0.00030    -0.00000     0.00012     0.00029    -0.00023    -0.00060	    -4.05616     0.00018     0.00009    -0.00217     0.00239     0.00030    -0.00029    -0.00012     0.00000     0.00023     0.00060
    -4.03116     0.00388     0.01022     0.01033     0.01022     0.00083     0.00090     0.00096     0.00090     0.00105     0.03930	    -4.03116    -0.00012    -0.00181     0.00165    -0.00010    -0.00029     0.00000     0.00001     0.00028    -0.00009    -0.00045	    -4.03116     0.00012     0.00010    -0.00165     0.00181     0.00029    -0.00028    -0.00001    -0.00000     0.00009     0.00045
    -4.00616     0.00361     0.01044     0.01041     0.01044     0.00081     0.00087     0.00097     0.00087     0.00108     0.03950	    -4.00616    -0.00011    -0.00182     0.00165    -0.00008    -0.00024    -0.00000    -0.00009     0.00023     0.00003    -0.00043	    -4.00616     0.00011     0.00008    -0.00165     0.00182     0.00024    -0.00023     0.00009     0.00000    -0.00003     0.00043
    -3.98116     0.00381     0.01021     0.01008     0.01021     0.00083     0.00084     0.00112     0.00084     0.00110     0.03903	    -3.98116     0.00014    -0.00222     0.00246    -0.00002    -0.00025    -0.00001     0.00004     0.00025     0.00006     0.00045	    -3.98116    -0.00014     0.00002    -0.00246     0.00222     0.00025    -0.00025    -0.00004     0.00001    -0.00006    -0.00045
    -3.95616     0.00792     0.01187     0.01240     0.01187     0.00100     0.00096     0.00244     0.00096     0.00193     0.05134	    -3.95616     0.00095    -0.00287     0.00392    -0.00006    -0.00033    -0.00001     0.00078     0.00033    -0.00033     0.00237	    -3.95616    -0.00095     0.00006    -0.00392     0.00287     0.00033    -0.00032    -0.00078     0.00001     0.00033    -0.00237
    -3.93116     0.01678     0.01610     0.01744     0.01610     0.00116     0.00116     0.00488     0.00116     0.00423     0.07901	    -3.93116     0.00132    -0.00394     0.00515    -0.00022    -0.00036    -0.00001     0.00175     0.00034    -0.00126     0.00277	    -3.93116    -0.00131     0.00022    -0.00515     0.00395     0.00036    -0.00034    -0.00175     0.00001     0.00126    -0.00276
    -3.90616     0.02231     0.01946     0.02049     0.01946     0.00114     0.00124     0.00600     0.00124     0.00610     0.09745	    -3.90616     0.00042    -0.00515     0.00568    -0.00029    -0.00029     0.00000     0.00186     0.00030    -0.00191     0.00060	    -3.90616    -0.00042     0.00029    -0.00568     0.00515     0.00029    -0.00030    -0.00186    -0.00000     0.00191    -0.00059
