     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  	     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  	     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  
    -6.18316     0.10866     0.05465     0.06099     0.05465     0.09036     0.09480     0.09723     0.09480     0.10628     0.76242	    -6.18316    -0.00121    -0.00074     0.00226    -0.00046     0.00624     0.00375    -0.00567    -0.00391     0.00917     0.00944	    -6.18316     0.00121     0.00045    -0.00226     0.00073    -0.00625     0.00390     0.00567    -0.00375    -0.00917    -0.00946
    -6.15816     0.10901     0.05981     0.06071     0.05982     0.09443     0.10059     0.10552     0.10059     0.10580     0.79629	    -6.15816    -0.00019     0.00071     0.00305    -0.00030     0.00669     0.00542    -0.00986    -0.00263     0.01039     0.01330	    -6.15816     0.00019     0.00030    -0.00305    -0.00072    -0.00670     0.00263     0.00987    -0.00542    -0.01039    -0.01331
    -6.13316     0.09430     0.05600     0.05646     0.05600     0.09169     0.09867     0.09840     0.09867     0.09060     0.74078	    -6.13316    -0.00118     0.00020     0.00363    -0.00051     0.00544     0.00641    -0.01352    -0.00081     0.00812     0.00778	    -6.13316     0.00118     0.00051    -0.00363    -0.00020    -0.00545     0.00081     0.01353    -0.00641    -0.00812    -0.00777
    -6.10816     0.07980     0.05118     0.05273     0.05118     0.09083     0.09487     0.08444     0.09487     0.08101     0.68091	    -6.10816    -0.00076    -0.00052     0.00505    -0.00018     0.00441     0.00761    -0.01109     0.00152     0.00945     0.01551	    -6.10816     0.00076     0.00018    -0.00505     0.00052    -0.00441    -0.00152     0.01109    -0.00760    -0.00945    -0.01549
    -6.08316     0.07643     0.05199     0.05285     0.05199     0.09474     0.09566     0.07616     0.09566     0.08444     0.67992	    -6.08316     0.00198    -0.00207     0.00788     0.00082     0.00342     0.00787    -0.00463     0.00325     0.01311     0.03163	    -6.08316    -0.00198    -0.00082    -0.00788     0.00208    -0.00342    -0.00325     0.00463    -0.00787    -0.01310    -0.03161
    -6.05816     0.07975     0.05581     0.05597     0.05581     0.09968     0.09802     0.07779     0.09802     0.09053     0.71138	    -6.05816     0.00300    -0.00510     0.00856     0.00132     0.00114     0.00462    -0.00356     0.00199     0.01272     0.02470	    -6.05816    -0.00300    -0.00132    -0.00856     0.00510    -0.00114    -0.00199     0.00356    -0.00462    -0.01272    -0.02469
    -6.03316     0.08538     0.06032     0.06182     0.06032     0.10540     0.10281     0.08997     0.10281     0.09812     0.76695	    -6.03316     0.00027    -0.00774     0.00548     0.00054    -0.00065    -0.00025    -0.01111    -0.00205     0.01056    -0.00495	    -6.03316    -0.00027    -0.00054    -0.00547     0.00774     0.00065     0.00205     0.01111     0.00024    -0.01056     0.00495
    -6.00816     0.09116     0.06481     0.06772     0.06481     0.11131     0.10948     0.10367     0.10948     0.10856     0.83100	    -6.00816    -0.00272    -0.00789     0.00129    -0.00048     0.00071    -0.00336    -0.01763    -0.00666     0.01151    -0.02523	    -6.00816     0.00272     0.00047    -0.00128     0.00789    -0.00073     0.00666     0.01764     0.00335    -0.01151     0.02521
    -5.98316     0.09128     0.06753     0.06736     0.06753     0.11610     0.11037     0.10650     0.11037     0.11035     0.84738	    -5.98316    -0.00237    -0.00515    -0.00028     0.00030     0.00579    -0.00291    -0.01608    -0.00884     0.01322    -0.01631	    -5.98316     0.00237    -0.00031     0.00028     0.00514    -0.00581     0.00884     0.01608     0.00291    -0.01322     0.01629
    -5.95816     0.08317     0.06691     0.06195     0.06691     0.11776     0.10681     0.10021     0.10681     0.09697     0.80751	    -5.95816    -0.00081    -0.00275     0.00067     0.00168     0.01043    -0.00172    -0.01292    -0.00927     0.01091    -0.00378	    -5.95816     0.00081    -0.00168    -0.00067     0.00274    -0.01043     0.00927     0.01292     0.00172    -0.01091     0.00377
    -5.93316     0.07222     0.06382     0.05811     0.06382     0.11316     0.10463     0.09073     0.10463     0.08147     0.75259	    -5.93316    -0.00070    -0.00343     0.00085     0.00114     0.01021    -0.00396    -0.01196    -0.01111     0.00696    -0.01200	    -5.93316     0.00070    -0.00115    -0.00085     0.00342    -0.01023     0.01111     0.01196     0.00396    -0.00696     0.01198
    -5.90816     0.06686     0.06163     0.05943     0.06163     0.10662     0.10332     0.08212     0.10332     0.07761     0.72255	    -5.90816    -0.00105    -0.00446    -0.00076     0.00003     0.00831    -0.00645    -0.00980    -0.01309     0.00595    -0.02134	    -5.90816     0.00105    -0.00003     0.00076     0.00446    -0.00831     0.01309     0.00980     0.00644    -0.00594     0.02132
    -5.88316     0.06887     0.06258     0.06565     0.06258     0.10574     0.10372     0.07988     0.10372     0.08228     0.73504	    -5.88316    -0.00200    -0.00406    -0.00239    -0.00040     0.00794    -0.00557    -0.00809    -0.01317     0.00529    -0.02244	    -5.88316     0.00200     0.00040     0.00239     0.00406    -0.00795     0.01317     0.00809     0.00557    -0.00529     0.02244
    -5.85816     0.07271     0.06644     0.07293     0.06644     0.10980     0.10813     0.08477     0.10813     0.08634     0.77569	    -5.85816    -0.00389    -0.00325    -0.00419    -0.00140     0.00754    -0.00482    -0.01053    -0.01396     0.00240    -0.03210	    -5.85816     0.00389     0.00140     0.00419     0.00325    -0.00755     0.01396     0.01053     0.00482    -0.00240     0.03209
    -5.83316     0.07464     0.07149     0.07630     0.07149     0.11361     0.11205     0.09080     0.11205     0.08662     0.80906	    -5.83316    -0.00387    -0.00040    -0.00775    -0.00188     0.00868    -0.00619    -0.01321    -0.01719     0.00144    -0.04038	    -5.83316     0.00387     0.00188     0.00775     0.00040    -0.00869     0.01720     0.01321     0.00619    -0.00144     0.04038
    -5.80816     0.07244     0.07356     0.07456     0.07356     0.11489     0.11126     0.08752     0.11126     0.08298     0.80202	    -5.80816    -0.00097     0.00381    -0.00883    -0.00007     0.01286    -0.00481    -0.00967    -0.01837     0.00400    -0.02205	    -5.80816     0.00097     0.00007     0.00883    -0.00382    -0.01286     0.01836     0.00968     0.00481    -0.00400     0.02205
    -5.78316     0.06522     0.07177     0.07047     0.07177     0.11691     0.10995     0.07375     0.10995     0.07595     0.76574	    -5.78316     0.00141     0.00508    -0.00496     0.00199     0.01714    -0.00014    -0.00295    -0.01678     0.00489     0.00568	    -5.78316    -0.00141    -0.00199     0.00496    -0.00508    -0.01715     0.01677     0.00295     0.00014    -0.00489    -0.00568
    -5.75816     0.05904     0.07159     0.06745     0.07159     0.12182     0.11036     0.06562     0.11036     0.07138     0.74922	    -5.75816     0.00173     0.00357    -0.00233     0.00255     0.02008     0.00149    -0.00024    -0.01763     0.00230     0.01153	    -5.75816    -0.00173    -0.00255     0.00233    -0.00357    -0.02008     0.01763     0.00024    -0.00149    -0.00230    -0.01153
    -5.73316     0.05952     0.07426     0.06671     0.07426     0.12228     0.10728     0.07239     0.10729     0.07395     0.75796	    -5.73316     0.00121     0.00230    -0.00260     0.00187     0.02119    -0.00047    -0.00116    -0.01970    -0.00042     0.00222	    -5.73316    -0.00121    -0.00187     0.00260    -0.00230    -0.02119     0.01970     0.00115     0.00047     0.00043    -0.00223
    -5.70816     0.06155     0.07697     0.06823     0.07697     0.11858     0.10391     0.08144     0.10391     0.07877     0.77032	    -5.70816    -0.00000     0.00213    -0.00301     0.00020     0.02070    -0.00250    -0.00253    -0.02072    -0.00091    -0.00665	    -5.70816     0.00000    -0.00020     0.00301    -0.00213    -0.02070     0.02072     0.00253     0.00251     0.00091     0.00664
    -5.68316     0.05738     0.07683     0.06973     0.07683     0.11595     0.10498     0.07908     0.10498     0.07740     0.76318	    -5.68316    -0.00151     0.00336    -0.00511    -0.00118     0.02116    -0.00393    -0.00405    -0.02280     0.00040    -0.01365	    -5.68316     0.00150     0.00118     0.00512    -0.00336    -0.02117     0.02280     0.00404     0.00392    -0.00040     0.01364
    -5.65816     0.04956     0.07238     0.06782     0.07238     0.10999     0.10221     0.07065     0.10221     0.07011     0.71732	    -5.65816    -0.00161     0.00529    -0.00759    -0.00112     0.02230    -0.00365    -0.00504    -0.02373     0.00185    -0.01331	    -5.65816     0.00161     0.00111     0.00759    -0.00529    -0.02231     0.02374     0.00504     0.00365    -0.00185     0.01331
    -5.63316     0.04529     0.06928     0.06575     0.06928     0.10464     0.09505     0.06706     0.09505     0.06551     0.67690	    -5.63316     0.00010     0.00715    -0.00713    -0.00001     0.02284    -0.00045    -0.00422    -0.02149     0.00368     0.00047	    -5.63316    -0.00010     0.00001     0.00713    -0.00714    -0.02284     0.02148     0.00422     0.00045    -0.00368    -0.00046
    -5.60816     0.04400     0.07113     0.06766     0.07113     0.10518     0.09362     0.06653     0.09362     0.06497     0.67783	    -5.60816     0.00200     0.00916    -0.00609     0.00128     0.02401     0.00237    -0.00232    -0.02058     0.00596     0.01580	    -5.60816    -0.00199    -0.00128     0.00609    -0.00916    -0.02401     0.02058     0.00232    -0.00237    -0.00596    -0.01579
    -5.58316     0.04159     0.07143     0.06925     0.07142     0.10278     0.09397     0.06431     0.09397     0.06310     0.67181	    -5.58316     0.00211     0.00864    -0.00609     0.00137     0.02410     0.00059    -0.00163    -0.02239     0.00628     0.01296	    -5.58316    -0.00211    -0.00137     0.00609    -0.00864    -0.02410     0.02239     0.00163    -0.00058    -0.00628    -0.01296
    -5.55816     0.03843     0.06840     0.06740     0.06840     0.09892     0.08928     0.06327     0.08928     0.06171     0.64510	    -5.55816     0.00017     0.00540    -0.00586    -0.00017     0.02280    -0.00262    -0.00350    -0.02336     0.00454    -0.00261	    -5.55816    -0.00017     0.00017     0.00586    -0.00540    -0.02280     0.02336     0.00350     0.00262    -0.00454     0.00261
    -5.53316     0.03683     0.06826     0.06701     0.06826     0.10148     0.08759     0.06754     0.08758     0.06821     0.65277	    -5.53316    -0.00137     0.00564    -0.00641    -0.00105     0.02461    -0.00139    -0.00542    -0.02316     0.00597    -0.00258	    -5.53316     0.00137     0.00105     0.00641    -0.00564    -0.02461     0.02316     0.00542     0.00139    -0.00597     0.00258
    -5.50816     0.03696     0.07073     0.07025     0.07073     0.10288     0.09289     0.07977     0.09289     0.08602     0.70311	    -5.50816    -0.00052     0.00976    -0.00685    -0.00011     0.02865     0.00396    -0.00409    -0.02266     0.01426     0.02240	    -5.50816     0.00052     0.00011     0.00686    -0.00976    -0.02867     0.02266     0.00410    -0.00395    -0.01426    -0.02240
    -5.48316     0.03884     0.07540     0.07716     0.07540     0.10714     0.10359     0.11178     0.10359     0.12492     0.81782	    -5.48316     0.00169     0.01179    -0.00318     0.00111     0.03185     0.01062    -0.00115    -0.02105     0.02933     0.06102	    -5.48316    -0.00169    -0.00111     0.00319    -0.01179    -0.03185     0.02105     0.00118    -0.01062    -0.02931    -0.06096
    -5.45816     0.04326     0.08897     0.09042     0.08897     0.13587     0.12780     0.17864     0.12780     0.20078     1.08252	    -5.45816     0.00317     0.01072     0.00266     0.00254     0.03687     0.01553    -0.00411    -0.02069     0.04904     0.09573	    -5.45816    -0.00317    -0.00254    -0.00265    -0.01072    -0.03687     0.02070     0.00414    -0.01552    -0.04901    -0.09563
    -5.43316     0.04725     0.10735     0.10640     0.10735     0.17844     0.16165     0.26198     0.16165     0.28663     1.41871	    -5.43316     0.00297     0.00828     0.00367     0.00460     0.04255     0.01351    -0.02138    -0.02561     0.06322     0.09180	    -5.43316    -0.00297    -0.00459    -0.00365    -0.00828    -0.04254     0.02563     0.02143    -0.01348    -0.06316    -0.09163
    -5.40816     0.04756     0.11757     0.11445     0.11757     0.19970     0.18028     0.31602     0.18029     0.32729     1.60073	    -5.40816     0.00172     0.00386     0.00028     0.00464     0.04159     0.00398    -0.04753    -0.03273     0.06303     0.03883	    -5.40816    -0.00172    -0.00463    -0.00027    -0.00385    -0.04157     0.03277     0.04757    -0.00397    -0.06298    -0.03864
    -5.38316     0.04663     0.12079     0.11092     0.12079     0.19796     0.17913     0.33480     0.17913     0.32915     1.61930	    -5.38316     0.00028    -0.00151    -0.00207     0.00020     0.03256    -0.00717    -0.06861    -0.03604     0.05561    -0.02675	    -5.38316    -0.00028    -0.00020     0.00208     0.00152    -0.03255     0.03606     0.06866     0.00719    -0.05557     0.02691
    -5.35816     0.04773     0.12368     0.10567     0.12368     0.19305     0.17840     0.35846     0.17842     0.34304     1.65213	    -5.35816    -0.00099    -0.00335    -0.00482    -0.00545     0.02042    -0.01501    -0.08435    -0.03449     0.05142    -0.07662	    -5.35816     0.00099     0.00546     0.00483     0.00335    -0.02041     0.03451     0.08436     0.01501    -0.05139     0.07672
    -5.33316     0.05083     0.12737     0.11040     0.12737     0.19695     0.18907     0.41288     0.18907     0.39179     1.79573	    -5.33316    -0.00130    -0.00039    -0.00904    -0.00693     0.00944    -0.01702    -0.09912    -0.02784     0.05674    -0.09546	    -5.33316     0.00130     0.00694     0.00904     0.00040    -0.00944     0.02784     0.09912     0.01703    -0.05672     0.09552
    -5.30716     0.05491     0.13279     0.12426     0.13279     0.21097     0.20681     0.47598     0.20681     0.44676     1.99208	    -5.30716    -0.00062     0.00201    -0.01074    -0.00607     0.00038    -0.01461    -0.10749    -0.01665     0.06721    -0.08657	    -5.30716     0.00062     0.00607     0.01074    -0.00200    -0.00037     0.01666     0.10750     0.01463    -0.06719     0.08665
    -5.28216     0.05610     0.13724     0.13412     0.13724     0.22861     0.22735     0.48110     0.22735     0.44672     2.07583	    -5.28216    -0.00005     0.00179    -0.00960    -0.00568    -0.01038    -0.01096    -0.09565     0.00114     0.06630    -0.06308	    -5.28216     0.00005     0.00568     0.00960    -0.00178     0.01040    -0.00113     0.09566     0.01097    -0.06628     0.06316
    -5.25716     0.05245     0.14667     0.14342     0.14667     0.29240     0.29771     0.42084     0.29771     0.39664     2.19451	    -5.25716     0.00007     0.00108    -0.00538    -0.00244    -0.04172    -0.00676    -0.06480     0.04374     0.05238    -0.02382	    -5.25716    -0.00007     0.00245     0.00539    -0.00106     0.04179    -0.04367     0.06480     0.00683    -0.05236     0.02409
    -5.23216     0.04860     0.16959     0.16565     0.16959     0.45932     0.46609     0.36578     0.46609     0.35905     2.66976	    -5.23216     0.00009    -0.00291     0.00322     0.00242    -0.11791    -0.00473    -0.03670     0.12151     0.03441    -0.00060	    -5.23216    -0.00009    -0.00240    -0.00320     0.00293     0.11811    -0.12131     0.03670     0.00489    -0.03440     0.00122
    -5.20716     0.04414     0.18355     0.17940     0.18355     0.61668     0.60185     0.32296     0.60185     0.32660     3.06058	    -5.20716     0.00000    -0.00999     0.00784     0.00119    -0.19534    -0.00578    -0.02065     0.17945     0.01504    -0.02824	    -5.20716    -0.00000    -0.00117    -0.00783     0.01001     0.19554    -0.17925     0.02063     0.00590    -0.01504     0.02876
    -5.18216     0.03515     0.16466     0.16033     0.16466     0.57670     0.53309     0.25616     0.53310     0.26049     2.68434	    -5.18216    -0.00016    -0.01032     0.00053    -0.00523    -0.18602    -0.00389    -0.00932     0.15279     0.00051    -0.06111	    -5.18216     0.00015     0.00523    -0.00055     0.01032     0.18601    -0.15290     0.00927     0.00383    -0.00055     0.06083
    -5.15716     0.02607     0.13351     0.13219     0.13350     0.39116     0.35008     0.19214     0.35008     0.19321     1.90194	    -5.15716     0.00002    -0.00019    -0.01052    -0.00712    -0.10363     0.00128     0.00050     0.07972    -0.00484    -0.04479	    -5.15716    -0.00003     0.00710     0.01049     0.00017     0.10343    -0.07988    -0.00056    -0.00143     0.00479     0.04407
    -5.13216     0.02217     0.11776     0.11915     0.11776     0.24528     0.22673     0.16516     0.22673     0.16546     1.40619	    -5.13216     0.00042     0.01066    -0.01576    -0.00417    -0.03634     0.00280     0.00619     0.03153    -0.00622    -0.01089	    -5.13216    -0.00043     0.00415     0.01574    -0.01068     0.03623    -0.03166    -0.00624    -0.00292     0.00617     0.01036
    -5.10716     0.02064     0.11350     0.11010     0.11350     0.18402     0.17470     0.15530     0.17470     0.15845     1.20491	    -5.10716     0.00055     0.01424    -0.01594    -0.00260    -0.01243     0.00061     0.00884     0.01557    -0.00779     0.00106	    -5.10716    -0.00055     0.00258     0.01591    -0.01426     0.01238    -0.01563    -0.00889    -0.00067     0.00775    -0.00137
    -5.08216     0.01863     0.11089     0.09788     0.11089     0.15739     0.14633     0.14245     0.14633     0.14955     1.08034	    -5.08216     0.00018     0.01364    -0.01433    -0.00242    -0.00828     0.00002     0.01001     0.01109    -0.01050    -0.00059	    -5.08216    -0.00018     0.00241     0.01431    -0.01364     0.00825    -0.01113    -0.01004    -0.00005     0.01048     0.00040
    -5.05716     0.01677     0.10655     0.08660     0.10655     0.13530     0.12334     0.12846     0.12334     0.13800     0.96491	    -5.05716    -0.00036     0.01370    -0.01289    -0.00152    -0.00635     0.00175     0.00915     0.00828    -0.01318    -0.00141	    -5.05716     0.00035     0.00151     0.01288    -0.01369     0.00633    -0.00830    -0.00917    -0.00178     0.01316     0.00130
    -5.03216     0.01417     0.09728     0.07510     0.09728     0.11004     0.09907     0.10840     0.09907     0.11615     0.81656	    -5.03216    -0.00020     0.01434    -0.01209     0.00090    -0.00185     0.00353     0.00977     0.00554    -0.01050     0.00942	    -5.03216     0.00020    -0.00090     0.01208    -0.01435     0.00184    -0.00556    -0.00978    -0.00354     0.01048    -0.00952
    -5.00716     0.01028     0.08536     0.06520     0.08536     0.08291     0.07552     0.08111     0.07552     0.08349     0.64475	    -5.00716     0.00064     0.01455    -0.01100     0.00364     0.00342     0.00469     0.01277     0.00327    -0.00312     0.02887	    -5.00716    -0.00064    -0.00364     0.01099    -0.01456    -0.00343    -0.00328    -0.01279    -0.00470     0.00311    -0.02893
    -4.98216     0.00676     0.07314     0.05863     0.07314     0.06026     0.05669     0.05658     0.05669     0.05589     0.49778	    -4.98216     0.00102     0.01392    -0.00969     0.00439     0.00596     0.00474     0.01245     0.00129     0.00047     0.03455	    -4.98216    -0.00102    -0.00439     0.00969    -0.01392    -0.00597    -0.00129    -0.01246    -0.00475    -0.00047    -0.03459
    -4.95716     0.00441     0.06282     0.05118     0.06282     0.04587     0.04202     0.03980     0.04202     0.04064     0.39158	    -4.95716     0.00067     0.01214    -0.00859     0.00341     0.00635     0.00333     0.00823    -0.00062    -0.00143     0.02349	    -4.95716    -0.00067    -0.00341     0.00858    -0.01214    -0.00635     0.00061    -0.00824    -0.00333     0.00142    -0.02352
    -4.93216     0.00328     0.05653     0.04202     0.05654     0.03680     0.03119     0.03078     0.03119     0.03461     0.32294	    -4.93216     0.00016     0.00998    -0.00729     0.00205     0.00618     0.00165     0.00467    -0.00206    -0.00438     0.01098	    -4.93216    -0.00016    -0.00205     0.00728    -0.00999    -0.00619     0.00206    -0.00468    -0.00165     0.00437    -0.01101
    -4.90716     0.00341     0.05101     0.03354     0.05101     0.02870     0.02304     0.02892     0.02304     0.03465     0.27731	    -4.90716    -0.00028     0.00873    -0.00602     0.00117     0.00553     0.00099     0.00338    -0.00211    -0.00681     0.00459	    -4.90716     0.00028    -0.00117     0.00601    -0.00874    -0.00553     0.00211    -0.00338    -0.00099     0.00680    -0.00461
    -4.88216     0.00429     0.04561     0.02661     0.04561     0.02164     0.01594     0.03017     0.01594     0.03549     0.24129	    -4.88216    -0.00049     0.00798    -0.00528     0.00127     0.00487     0.00101     0.00374    -0.00106    -0.00773     0.00430	    -4.88216     0.00049    -0.00127     0.00527    -0.00798    -0.00487     0.00106    -0.00374    -0.00101     0.00773    -0.00432
    -4.85716     0.00447     0.04004     0.02004     0.04004     0.01560     0.00996     0.02822     0.00995     0.02894     0.19726	    -4.85716    -0.00004     0.00684    -0.00462     0.00195     0.00423     0.00105     0.00618    -0.00004    -0.00471     0.01084	    -4.85716     0.00004    -0.00195     0.00461    -0.00684    -0.00423     0.00004    -0.00618    -0.00105     0.00471    -0.01085
    -4.83216     0.00317     0.03167     0.01227     0.03167     0.00979     0.00545     0.02019     0.00545     0.01529     0.13494	    -4.83216     0.00068     0.00549    -0.00339     0.00199     0.00316     0.00102     0.00824     0.00048     0.00022     0.01790	    -4.83216    -0.00068    -0.00199     0.00338    -0.00549    -0.00316    -0.00048    -0.00825    -0.00102    -0.00022    -0.01791
    -4.80716     0.00138     0.02357     0.00487     0.02357     0.00519     0.00256     0.00943     0.00256     0.00437     0.07749	    -4.80716     0.00072     0.00422    -0.00171     0.00114     0.00182     0.00075     0.00595     0.00040     0.00205     0.01533	    -4.80716    -0.00072    -0.00114     0.00171    -0.00421    -0.00182    -0.00040    -0.00595    -0.00075    -0.00205    -0.01533
    -4.78216     0.00028     0.01857     0.00074     0.01857     0.00239     0.00108     0.00187     0.00108     0.00024     0.04481	    -4.78216     0.00026     0.00377    -0.00038     0.00051     0.00075     0.00035     0.00176     0.00008     0.00104     0.00815	    -4.78216    -0.00026    -0.00051     0.00038    -0.00376    -0.00075    -0.00008    -0.00176    -0.00035    -0.00104    -0.00815
    -4.75716    -0.00003     0.01354    -0.00021     0.01354     0.00089     0.00040    -0.00056     0.00040    -0.00028     0.02769	    -4.75716    -0.00000     0.00374     0.00009     0.00047     0.00024     0.00012    -0.00020    -0.00005     0.00014     0.00454	    -4.75716     0.00000    -0.00046    -0.00009    -0.00373    -0.00024     0.00005     0.00020    -0.00012    -0.00014    -0.00453
    -4.73216    -0.00003     0.00697    -0.00009     0.00697     0.00017     0.00008    -0.00044     0.00008    -0.00009     0.01364	    -4.73216    -0.00003     0.00269     0.00008     0.00043     0.00005     0.00003    -0.00028    -0.00003    -0.00003     0.00293	    -4.73216     0.00003    -0.00043    -0.00008    -0.00269    -0.00005     0.00003     0.00028    -0.00003     0.00003    -0.00292
    -4.70716    -0.00001     0.00174    -0.00001     0.00174    -0.00006    -0.00003    -0.00012    -0.00003    -0.00002     0.00320	    -4.70716    -0.00001     0.00100     0.00003     0.00020    -0.00001    -0.00000    -0.00008    -0.00001    -0.00001     0.00112	    -4.70716     0.00001    -0.00020    -0.00003    -0.00100     0.00001     0.00001     0.00008     0.00000     0.00001    -0.00111
    -4.68216    -0.00001    -0.00031    -0.00001    -0.00031    -0.00006    -0.00003    -0.00004    -0.00003    -0.00003    -0.00085	    -4.68216    -0.00000     0.00002     0.00001     0.00001    -0.00002    -0.00001    -0.00001    -0.00000    -0.00000    -0.00000	    -4.68216     0.00000    -0.00001    -0.00001    -0.00002     0.00002     0.00000     0.00001     0.00001     0.00000     0.00000
    -4.65716    -0.00006    -0.00039    -0.00001    -0.00039    -0.00002    -0.00001    -0.00012    -0.00001    -0.00011    -0.00113	    -4.65716     0.00001    -0.00013     0.00000    -0.00003    -0.00001    -0.00000     0.00001     0.00000     0.00000    -0.00015	    -4.65716    -0.00001     0.00003    -0.00000     0.00013     0.00001    -0.00000    -0.00001     0.00000    -0.00000     0.00015
    -4.63216    -0.00017    -0.00014    -0.00001    -0.00014    -0.00001    -0.00001    -0.00037    -0.00001    -0.00034    -0.00118	    -4.63216     0.00001    -0.00005    -0.00000    -0.00001    -0.00000    -0.00000     0.00002    -0.00000    -0.00001    -0.00005	    -4.63216    -0.00001     0.00001     0.00000     0.00005     0.00000     0.00000    -0.00002     0.00000     0.00001     0.00005
    -4.60716    -0.00015    -0.00003    -0.00001    -0.00003    -0.00001    -0.00001    -0.00027    -0.00001    -0.00031    -0.00083	    -4.60716    -0.00003    -0.00001    -0.00000    -0.00000     0.00000    -0.00000    -0.00001    -0.00000    -0.00011    -0.00017	    -4.60716     0.00003     0.00000     0.00000     0.00001    -0.00000     0.00000     0.00001     0.00000     0.00011     0.00017
    -4.58216     0.00077     0.00003     0.00002     0.00003     0.00000     0.00000     0.00180     0.00000     0.00149     0.00416	    -4.58216    -0.00012    -0.00003     0.00002    -0.00000    -0.00000    -0.00000    -0.00014     0.00000    -0.00023    -0.00050	    -4.58216     0.00012     0.00000    -0.00002     0.00003     0.00000    -0.00000     0.00014     0.00000     0.00023     0.00050
    -4.55716     0.00317     0.00015     0.00014     0.00015     0.00007     0.00007     0.00678     0.00007     0.00618     0.01677	    -4.55716    -0.00016    -0.00006     0.00006    -0.00000    -0.00003     0.00001    -0.00038     0.00003     0.00010    -0.00044	    -4.55716     0.00016     0.00000    -0.00006     0.00006     0.00003    -0.00003     0.00038    -0.00001    -0.00010     0.00044
    -4.53216     0.00592     0.00029     0.00029     0.00029     0.00019     0.00021     0.01206     0.00021     0.01149     0.03095	    -4.53216    -0.00010    -0.00006     0.00008     0.00001    -0.00007     0.00002    -0.00083     0.00009     0.00097     0.00010	    -4.53216     0.00010    -0.00001    -0.00008     0.00006     0.00007    -0.00009     0.00083    -0.00002    -0.00097    -0.00009
    -4.50716     0.00715     0.00038     0.00036     0.00038     0.00031     0.00033     0.01388     0.00033     0.01386     0.03698	    -4.50716     0.00000    -0.00004     0.00007     0.00002    -0.00010     0.00003    -0.00137     0.00013     0.00184     0.00058	    -4.50716    -0.00000    -0.00002    -0.00007     0.00004     0.00010    -0.00013     0.00137    -0.00003    -0.00184    -0.00058
    -4.48216     0.00734     0.00041     0.00038     0.00041     0.00038     0.00041     0.01361     0.00041     0.01440     0.03776	    -4.48216     0.00011     0.00001     0.00003     0.00003    -0.00011     0.00004    -0.00197     0.00015     0.00264     0.00093	    -4.48216    -0.00011    -0.00003    -0.00003    -0.00001     0.00011    -0.00015     0.00197    -0.00004    -0.00264    -0.00093
    -4.45716     0.00813     0.00047     0.00042     0.00047     0.00048     0.00049     0.01495     0.00049     0.01594     0.04184	    -4.45716     0.00009     0.00004    -0.00001     0.00003    -0.00012     0.00003    -0.00281     0.00016     0.00324     0.00066	    -4.45716    -0.00009    -0.00003     0.00001    -0.00004     0.00012    -0.00016     0.00281    -0.00003    -0.00324    -0.00065
    -4.43216     0.00851     0.00050     0.00046     0.00050     0.00056     0.00055     0.01608     0.00055     0.01648     0.04419	    -4.43216    -0.00009     0.00004    -0.00003     0.00002    -0.00011     0.00002    -0.00343     0.00014     0.00316    -0.00029	    -4.43216     0.00009    -0.00002     0.00003    -0.00004     0.00011    -0.00014     0.00343    -0.00002    -0.00316     0.00029
    -4.40716     0.00761     0.00045     0.00042     0.00045     0.00054     0.00052     0.01450     0.00052     0.01495     0.03997	    -4.40716    -0.00010     0.00005    -0.00004     0.00001    -0.00008     0.00001    -0.00327     0.00010     0.00298    -0.00035	    -4.40716     0.00010    -0.00001     0.00004    -0.00005     0.00008    -0.00010     0.00327    -0.00001    -0.00297     0.00036
    -4.38216     0.00764     0.00045     0.00041     0.00045     0.00051     0.00050     0.01422     0.00050     0.01606     0.04072	    -4.38216     0.00020     0.00008    -0.00005     0.00002    -0.00006     0.00002    -0.00322     0.00010     0.00402     0.00111	    -4.38216    -0.00020    -0.00002     0.00005    -0.00008     0.00006    -0.00010     0.00322    -0.00002    -0.00401    -0.00110
    -4.35716     0.00975     0.00057     0.00052     0.00057     0.00065     0.00061     0.01875     0.00061     0.02061     0.05263	    -4.35716     0.00020     0.00012    -0.00008     0.00003    -0.00005     0.00002    -0.00442     0.00011     0.00511     0.00103	    -4.35716    -0.00020    -0.00003     0.00008    -0.00012     0.00005    -0.00011     0.00442    -0.00002    -0.00511    -0.00103
    -4.33216     0.01000     0.00059     0.00057     0.00059     0.00071     0.00066     0.02058     0.00066     0.02000     0.05436	    -4.33216    -0.00030     0.00010    -0.00012    -0.00000    -0.00006    -0.00001    -0.00524     0.00006     0.00397    -0.00160	    -4.33216     0.00030     0.00000     0.00012    -0.00010     0.00006    -0.00006     0.00524     0.00001    -0.00397     0.00160
    -4.30616     0.00688     0.00042     0.00041     0.00042     0.00052     0.00048     0.01440     0.00048     0.01369     0.03769	    -4.30616    -0.00032     0.00008    -0.00011    -0.00001    -0.00002    -0.00003    -0.00409    -0.00000     0.00279    -0.00170	    -4.30616     0.00032     0.00001     0.00011    -0.00008     0.00002     0.00000     0.00409     0.00003    -0.00279     0.00170
