     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  	     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  	     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  
    -7.09498     0.11974     0.02597     0.03270     0.02597     0.04929     0.05596     0.06636     0.05596     0.07375     0.50569	    -7.09498     0.01275    -0.00153     0.00885     0.00305    -0.00281     0.01338     0.00771     0.01567     0.01008     0.06716	    -7.09498    -0.01274    -0.00306    -0.00884     0.00153     0.00281    -0.01566    -0.00770    -0.01337    -0.01008    -0.06711
    -7.06998     0.12661     0.03127     0.03233     0.03127     0.06621     0.06212     0.07330     0.06212     0.08117     0.56641	    -7.06998     0.00841    -0.00409     0.00588     0.00392    -0.00020     0.00339     0.00020     0.00639     0.01143     0.03532	    -7.06998    -0.00839    -0.00391    -0.00586     0.00409     0.00020    -0.00637    -0.00018    -0.00338    -0.01142    -0.03523
    -7.04498     0.12375     0.03296     0.03292     0.03296     0.07419     0.06883     0.08013     0.06883     0.07946     0.59403	    -7.04498    -0.00146    -0.00549    -0.00024     0.00294     0.00274    -0.00756    -0.01196    -0.00746     0.00899    -0.01949	    -7.04498     0.00148    -0.00294     0.00025     0.00550    -0.00273     0.00747     0.01197     0.00757    -0.00899     0.01957
    -7.01998     0.12049     0.03365     0.03515     0.03365     0.07613     0.07461     0.08480     0.07460     0.07832     0.61139	    -7.01998    -0.00890    -0.00298    -0.00530     0.00061     0.00778    -0.01095    -0.01956    -0.01786     0.00652    -0.05064	    -7.01998     0.00891    -0.00061     0.00530     0.00298    -0.00778     0.01786     0.01957     0.01095    -0.00652     0.05066
    -6.99498     0.12292     0.03692     0.03559     0.03692     0.07936     0.07654     0.08475     0.07654     0.08305     0.63258	    -6.99498    -0.00931     0.00144    -0.00619    -0.00101     0.01268    -0.00749    -0.01771    -0.01852     0.00535    -0.04076	    -6.99498     0.00931     0.00101     0.00618    -0.00144    -0.01268     0.01851     0.01771     0.00749    -0.00536     0.04074
    -6.96998     0.12783     0.03990     0.03729     0.03989     0.07805     0.07583     0.08288     0.07583     0.08762     0.64512	    -6.96998    -0.00692     0.00320    -0.00360    -0.00137     0.01190    -0.00246    -0.01129    -0.01053     0.00389    -0.01719	    -6.96998     0.00692     0.00137     0.00359    -0.00320    -0.01191     0.01052     0.01129     0.00245    -0.00390     0.01713
    -6.94498     0.13443     0.04219     0.04282     0.04219     0.07520     0.07841     0.08422     0.07841     0.09371     0.67157	    -6.94498    -0.00229     0.00279     0.00152    -0.00030     0.00759     0.00506    -0.00351     0.00352     0.00519     0.01957	    -6.94498     0.00227     0.00030    -0.00152    -0.00279    -0.00760    -0.00352     0.00351    -0.00506    -0.00520    -0.01962
    -6.91998     0.14025     0.04586     0.04870     0.04586     0.08506     0.09332     0.08936     0.09332     0.10454     0.74626	    -6.91998     0.00569     0.00252     0.00764     0.00107     0.00240     0.01559     0.00493     0.02022     0.01138     0.07142	    -6.91998    -0.00569    -0.00107    -0.00764    -0.00252    -0.00240    -0.02022    -0.00493    -0.01558    -0.01140    -0.07144
    -6.89498     0.13946     0.05196     0.05533     0.05196     0.13053     0.14145     0.10002     0.14145     0.11526     0.92742	    -6.89498     0.00917     0.00055     0.00976    -0.00007    -0.01228     0.01867     0.00683     0.03304     0.01632     0.08199	    -6.89498    -0.00917     0.00006    -0.00975    -0.00055     0.01227    -0.03305    -0.00683    -0.01867    -0.01633    -0.08202
    -6.86998     0.13135     0.06237     0.06486     0.06237     0.21974     0.22522     0.12040     0.22522     0.12609     1.23762	    -6.86998     0.00462    -0.00335     0.00564    -0.00323    -0.03807     0.00787    -0.00243     0.03703     0.01545     0.02353	    -6.86998    -0.00462     0.00323    -0.00563     0.00335     0.03805    -0.03704     0.00244    -0.00787    -0.01545    -0.02354
    -6.84498     0.11952     0.07218     0.07087     0.07218     0.28574     0.27832     0.14419     0.27832     0.13963     1.46095	    -6.84498    -0.00107    -0.00492    -0.00003    -0.00407    -0.05152    -0.00465    -0.01541     0.03143     0.01279    -0.03745	    -6.84498     0.00107     0.00407     0.00004     0.00492     0.05151    -0.03141     0.01542     0.00466    -0.01280     0.03747
    -6.81898     0.11084     0.07392     0.06917     0.07392     0.26599     0.25127     0.16174     0.25128     0.15593     1.41406	    -6.81898    -0.00377    -0.00280    -0.00263    -0.00100    -0.03703    -0.00651    -0.02268     0.02130     0.01373    -0.04139	    -6.81898     0.00377     0.00100     0.00263     0.00280     0.03705    -0.02129     0.02268     0.00652    -0.01373     0.04145
    -6.79398     0.11145     0.07014     0.06606     0.07014     0.20802     0.19548     0.17468     0.19548     0.17825     1.26970	    -6.79398    -0.00431    -0.00062    -0.00295     0.00208    -0.01529    -0.00327    -0.02289     0.01158     0.01844    -0.01722	    -6.79398     0.00431    -0.00208     0.00295     0.00062     0.01530    -0.01157     0.02290     0.00327    -0.01845     0.01725
    -6.76898     0.11974     0.06674     0.06617     0.06674     0.17334     0.16514     0.18852     0.16514     0.20520     1.21673	    -6.76898    -0.00237     0.00064    -0.00277     0.00296    -0.00366    -0.00141    -0.01979     0.00418     0.02540     0.00317	    -6.76898     0.00236    -0.00296     0.00277    -0.00064     0.00366    -0.00418     0.01979     0.00141    -0.02540    -0.00317
    -6.74398     0.13074     0.06581     0.06878     0.06581     0.16252     0.15888     0.20628     0.15889     0.22930     1.24701	    -6.74398     0.00069     0.00299    -0.00207     0.00257     0.00303     0.00188    -0.01826     0.00026     0.03240     0.02350	    -6.74398    -0.00069    -0.00257     0.00207    -0.00299    -0.00303    -0.00026     0.01826    -0.00188    -0.03240    -0.02349
    -6.71898     0.14086     0.06764     0.07135     0.06764     0.16065     0.16002     0.22704     0.16002     0.24591     1.30113	    -6.71898     0.00127     0.00561    -0.00152     0.00120     0.00809     0.00613    -0.02163    -0.00151     0.03530     0.03294	    -6.71898    -0.00126    -0.00120     0.00153    -0.00561    -0.00809     0.00151     0.02164    -0.00612    -0.03530    -0.03290
    -6.69398     0.14248     0.06872     0.06928     0.06872     0.15962     0.15692     0.24182     0.15692     0.25096     1.31544	    -6.69398    -0.00028     0.00584    -0.00118    -0.00047     0.00871     0.00739    -0.02660    -0.00239     0.03374     0.02475	    -6.69398     0.00028     0.00048     0.00119    -0.00583    -0.00871     0.00239     0.02661    -0.00739    -0.03374    -0.02473
    -6.66898     0.13221     0.06566     0.06240     0.06566     0.15444     0.14704     0.24292     0.14704     0.24697     1.26434	    -6.66898    -0.00035     0.00362    -0.00031    -0.00077     0.00656     0.00536    -0.02659    -0.00256     0.03331     0.01827	    -6.66898     0.00035     0.00077     0.00032    -0.00362    -0.00656     0.00256     0.02660    -0.00535    -0.03331    -0.01824
    -6.64398     0.12211     0.06215     0.05720     0.06215     0.14811     0.13828     0.23750     0.13828     0.24881     1.21459	    -6.64398     0.00116     0.00113     0.00037     0.00011     0.00481     0.00159    -0.02224    -0.00259     0.03695     0.02128	    -6.64398    -0.00116    -0.00011    -0.00037    -0.00113    -0.00481     0.00259     0.02225    -0.00159    -0.03695    -0.02128
    -6.61898     0.12252     0.06266     0.05704     0.06266     0.14639     0.13621     0.23978     0.13621     0.26300     1.22647	    -6.61898     0.00104    -0.00037     0.00061     0.00029     0.00264    -0.00142    -0.02147    -0.00166     0.04000     0.01967	    -6.61898    -0.00105    -0.00030    -0.00061     0.00037    -0.00264     0.00166     0.02146     0.00141    -0.04000    -0.01969
    -6.59398     0.12868     0.06537     0.05949     0.06537     0.14573     0.13735     0.25320     0.13735     0.27802     1.27056	    -6.59398    -0.00107    -0.00087     0.00136    -0.00046    -0.00033    -0.00046    -0.02693     0.00103     0.03735     0.00961	    -6.59398     0.00106     0.00046    -0.00136     0.00087     0.00033    -0.00104     0.02692     0.00046    -0.03735    -0.00964
    -6.56898     0.13228     0.06515     0.06292     0.06516     0.13785     0.13615     0.26658     0.13615     0.27952     1.28176	    -6.56898    -0.00290    -0.00072     0.00180    -0.00078    -0.00170     0.00269    -0.03325     0.00328     0.03232     0.00074	    -6.56898     0.00290     0.00078    -0.00180     0.00072     0.00170    -0.00327     0.03326    -0.00269    -0.03233    -0.00074
    -6.54398     0.12947     0.06081     0.06746     0.06081     0.12612     0.13274     0.26989     0.13274     0.27037     1.25041	    -6.54398    -0.00420    -0.00041    -0.00027    -0.00034    -0.00120     0.00329    -0.03655     0.00175     0.03023    -0.00770	    -6.54398     0.00420     0.00034     0.00027     0.00041     0.00120    -0.00174     0.03655    -0.00329    -0.03023     0.00772
    -6.51898     0.12227     0.05806     0.07052     0.05806     0.12316     0.13238     0.26520     0.13238     0.26138     1.22341	    -6.51898    -0.00425     0.00009    -0.00246    -0.00003    -0.00053     0.00267    -0.03592    -0.00139     0.02970    -0.01212	    -6.51898     0.00425     0.00003     0.00247    -0.00009     0.00053     0.00139     0.03593    -0.00268    -0.02970     0.01213
    -6.49398     0.11403     0.05989     0.06813     0.05989     0.12899     0.13386     0.25622     0.13386     0.24822     1.20310	    -6.49398    -0.00181     0.00037    -0.00094     0.00043     0.00039     0.00344    -0.03367    -0.00125     0.02687    -0.00616	    -6.49398     0.00181    -0.00043     0.00095    -0.00037    -0.00039     0.00125     0.03368    -0.00344    -0.02686     0.00618
    -6.46898     0.10742     0.06315     0.06468     0.06315     0.13417     0.13529     0.24628     0.13529     0.23179     1.18122	    -6.46898     0.00017    -0.00051     0.00238     0.00121     0.00192     0.00432    -0.03320     0.00047     0.02063    -0.00262	    -6.46898    -0.00018    -0.00121    -0.00237     0.00051    -0.00192    -0.00047     0.03320    -0.00432    -0.02063     0.00262
    -6.44398     0.10700     0.06702     0.06775     0.06702     0.13965     0.14104     0.24082     0.14104     0.23023     1.20158	    -6.44398    -0.00137    -0.00236     0.00483     0.00101     0.00267     0.00561    -0.03114     0.00093     0.01345    -0.00638	    -6.44398     0.00136    -0.00101    -0.00482     0.00236    -0.00267    -0.00092     0.03113    -0.00561    -0.01345     0.00636
    -6.41898     0.11094     0.07061     0.07401     0.07061     0.14337     0.14685     0.23708     0.14685     0.23653     1.23686	    -6.41898    -0.00314    -0.00302     0.00753     0.00004     0.00282     0.00943    -0.02346     0.00310     0.00922     0.00252	    -6.41898     0.00314    -0.00004    -0.00752     0.00302    -0.00282    -0.00310     0.02345    -0.00943    -0.00923    -0.00252
    -6.39398     0.11003     0.07019     0.07613     0.07019     0.13873     0.14441     0.22856     0.14441     0.22473     1.20738	    -6.39398    -0.00204    -0.00218     0.01050    -0.00007     0.00418     0.01373    -0.01761     0.00670     0.00788     0.02109	    -6.39398     0.00204     0.00007    -0.01049     0.00218    -0.00418    -0.00669     0.01761    -0.01372    -0.00788    -0.02107
    -6.36898     0.10098     0.06677     0.07481     0.06677     0.13263     0.13881     0.21210     0.13881     0.19647     1.12814	    -6.36898    -0.00124    -0.00278     0.01029     0.00061     0.00503     0.01296    -0.02023     0.00572     0.00365     0.01402	    -6.36898     0.00124    -0.00061    -0.01028     0.00278    -0.00503    -0.00572     0.02022    -0.01296    -0.00365    -0.01401
    -6.34398     0.09301     0.06663     0.07570     0.06663     0.13602     0.14030     0.19680     0.14030     0.17775     1.09314	    -6.34398    -0.00206    -0.00528     0.00728     0.00114     0.00403     0.00758    -0.02220     0.00091    -0.00379    -0.01238	    -6.34398     0.00206    -0.00114    -0.00727     0.00528    -0.00403    -0.00091     0.02220    -0.00758     0.00379     0.01240
    -6.31898     0.09357     0.07177     0.08067     0.07177     0.14523     0.14851     0.19230     0.14851     0.17662     1.12896	    -6.31898    -0.00171    -0.00774     0.00613     0.00104     0.00233     0.00270    -0.01396    -0.00174    -0.00703    -0.01997	    -6.31898     0.00171    -0.00104    -0.00613     0.00774    -0.00233     0.00174     0.01395    -0.00270     0.00703     0.01997
    -6.29398     0.09558     0.07705     0.08517     0.07705     0.14928     0.15407     0.18814     0.15407     0.17507     1.15549	    -6.29398    -0.00063    -0.00995     0.00635     0.00035    -0.00005    -0.00158    -0.00257    -0.00289    -0.00520    -0.01616	    -6.29398     0.00062    -0.00035    -0.00635     0.00995     0.00005     0.00288     0.00255     0.00158     0.00520     0.01613
    -6.26898     0.09260     0.08031     0.08592     0.08031     0.15120     0.15323     0.17492     0.15323     0.16753     1.13925	    -6.26898    -0.00048    -0.01044     0.00705     0.00011     0.00013    -0.00253     0.00183    -0.00341    -0.00349    -0.01123	    -6.26898     0.00047    -0.00011    -0.00705     0.01044    -0.00013     0.00341    -0.00185     0.00253     0.00350     0.01120
    -6.24398     0.08687     0.08409     0.08337     0.08409     0.15953     0.15101     0.16014     0.15101     0.16248     1.12258	    -6.24398    -0.00011    -0.00805     0.00904     0.00071     0.00447     0.00188     0.00169    -0.00204    -0.00265     0.00495	    -6.24398     0.00010    -0.00071    -0.00904     0.00805    -0.00447     0.00204    -0.00171    -0.00188     0.00265    -0.00498
    -6.21898     0.07949     0.08602     0.08057     0.08602     0.16466     0.15058     0.15142     0.15058     0.15696     1.10629	    -6.21898     0.00117    -0.00628     0.00879     0.00074     0.00617     0.00305     0.00076    -0.00315    -0.00212     0.00913	    -6.21898    -0.00118    -0.00074    -0.00878     0.00628    -0.00617     0.00315    -0.00077    -0.00305     0.00212    -0.00913
    -6.19398     0.07189     0.08360     0.08343     0.08360     0.15790     0.15156     0.14731     0.15156     0.14559     1.07644	    -6.19398     0.00207    -0.00650     0.00576     0.00004     0.00444     0.00026    -0.00037    -0.00752    -0.00145    -0.00327	    -6.19398    -0.00207    -0.00004    -0.00576     0.00650    -0.00444     0.00752     0.00037    -0.00026     0.00145     0.00328
    -6.16898     0.06761     0.08227     0.09001     0.08227     0.15234     0.15232     0.14248     0.15232     0.13521     1.05684	    -6.16898     0.00134    -0.00663     0.00351     0.00014     0.00555    -0.00032     0.00019    -0.01007     0.00019    -0.00611	    -6.16898    -0.00134    -0.00014    -0.00350     0.00663    -0.00555     0.01007    -0.00019     0.00032    -0.00018     0.00612
    -6.14398     0.06485     0.08388     0.09248     0.08388     0.15326     0.15078     0.13317     0.15077     0.12964     1.04271	    -6.14398    -0.00002    -0.00662     0.00217     0.00115     0.00849    -0.00119     0.00058    -0.01145     0.00053    -0.00637	    -6.14398     0.00002    -0.00115    -0.00216     0.00662    -0.00849     0.01145    -0.00058     0.00119    -0.00053     0.00638
    -6.11898     0.06058     0.08593     0.09262     0.08593     0.15552     0.15146     0.12321     0.15146     0.12519     1.03190	    -6.11898    -0.00041    -0.00690     0.00046     0.00186     0.01061    -0.00437    -0.00081    -0.01572    -0.00153    -0.01681	    -6.11898     0.00041    -0.00186    -0.00046     0.00690    -0.01061     0.01572     0.00081     0.00437     0.00153     0.01680
    -6.09398     0.05743     0.08954     0.09493     0.08954     0.15983     0.15657     0.11869     0.15657     0.12371     1.04680	    -6.09398    -0.00057    -0.00698    -0.00041     0.00131     0.01310    -0.00624    -0.00119    -0.02019    -0.00382    -0.02499	    -6.09398     0.00056    -0.00131     0.00040     0.00698    -0.01310     0.02019     0.00118     0.00623     0.00382     0.02495
    -6.06898     0.05681     0.09318     0.09714     0.09318     0.16166     0.15718     0.11730     0.15718     0.12330     1.05694	    -6.06898    -0.00108    -0.00600    -0.00076     0.00019     0.01574    -0.00550     0.00043    -0.02119    -0.00415    -0.02233	    -6.06898     0.00107    -0.00019     0.00076     0.00600    -0.01575     0.02118    -0.00044     0.00550     0.00416     0.02229
    -6.04398     0.05501     0.09500     0.09778     0.09500     0.15913     0.15323     0.11495     0.15323     0.11578     1.03912	    -6.04398    -0.00070    -0.00310    -0.00169    -0.00014     0.01851    -0.00301     0.00229    -0.02120    -0.00155    -0.01059	    -6.04398     0.00070     0.00014     0.00169     0.00310    -0.01851     0.02119    -0.00230     0.00300     0.00155     0.01057
    -6.01898     0.04992     0.09702     0.09879     0.09702     0.15937     0.15461     0.11079     0.15461     0.10439     1.02653	    -6.01898     0.00009     0.00024    -0.00214    -0.00082     0.02103    -0.00046     0.00216    -0.02287     0.00110    -0.00167	    -6.01898    -0.00009     0.00082     0.00214    -0.00024    -0.02103     0.02287    -0.00216     0.00045    -0.00110     0.00166
    -5.99398     0.04481     0.09972     0.10122     0.09972     0.16493     0.15796     0.10390     0.15796     0.09920     1.02941	    -5.99398    -0.00022     0.00261    -0.00271    -0.00163     0.02264     0.00074    -0.00095    -0.02441     0.00084    -0.00308	    -5.99398     0.00022     0.00163     0.00271    -0.00261    -0.02264     0.02440     0.00095    -0.00074    -0.00084     0.00309
    -5.96898     0.04280     0.10038     0.10340     0.10039     0.16486     0.15354     0.09637     0.15354     0.09840     1.01368	    -5.96898    -0.00040     0.00509    -0.00337    -0.00030     0.02462     0.00227    -0.00348    -0.02341     0.00084     0.00186	    -5.96898     0.00040     0.00031     0.00337    -0.00508    -0.02462     0.02341     0.00348    -0.00228    -0.00084    -0.00186
    -5.94398     0.04296     0.10245     0.10410     0.10245     0.16096     0.14826     0.09250     0.14826     0.09596     0.99791	    -5.94398    -0.00002     0.00567    -0.00310     0.00125     0.02644     0.00274    -0.00328    -0.02281     0.00186     0.00874	    -5.94398     0.00002    -0.00124     0.00310    -0.00567    -0.02644     0.02280     0.00328    -0.00274    -0.00185    -0.00874
    -5.91898     0.04170     0.10738     0.10296     0.10738     0.16423     0.14847     0.08916     0.14847     0.09015     0.99990	    -5.91898     0.00017     0.00331    -0.00212     0.00135     0.02705     0.00033    -0.00156    -0.02453     0.00174     0.00574	    -5.91898    -0.00017    -0.00135     0.00213    -0.00331    -0.02705     0.02452     0.00155    -0.00034    -0.00174    -0.00575
    -5.89398     0.03748     0.10648     0.10126     0.10648     0.16294     0.14576     0.08110     0.14576     0.07993     0.96719	    -5.89398     0.00035     0.00155     0.00020     0.00101     0.02654     0.00003     0.00111    -0.02444     0.00167     0.00802	    -5.89398    -0.00035    -0.00101    -0.00020    -0.00155    -0.02654     0.02444    -0.00112    -0.00003    -0.00167    -0.00805
    -5.86898     0.03303     0.10225     0.10024     0.10225     0.15417     0.14012     0.07346     0.14012     0.07011     0.91576	    -5.86898    -0.00002     0.00037     0.00113    -0.00055     0.02514     0.00048     0.00212    -0.02395     0.00147     0.00620	    -5.86898     0.00001     0.00054    -0.00113    -0.00037    -0.02515     0.02394    -0.00213    -0.00048    -0.00147    -0.00624
    -5.84398     0.03012     0.10324     0.09785     0.10324     0.15074     0.13680     0.07043     0.13680     0.06576     0.89498	    -5.84398    -0.00067    -0.00108    -0.00166    -0.00209     0.02458    -0.00300     0.00039    -0.02607     0.00113    -0.00848	    -5.84398     0.00067     0.00209     0.00166     0.00108    -0.02458     0.02606    -0.00040     0.00300    -0.00113     0.00846
    -5.81798     0.02770     0.10415     0.09435     0.10415     0.14871     0.13050     0.06617     0.13049     0.06293     0.86913	    -5.81798    -0.00078     0.00004    -0.00494    -0.00093     0.02574    -0.00529    -0.00207    -0.02631     0.00166    -0.01287	    -5.81798     0.00078     0.00093     0.00495    -0.00004    -0.02575     0.02631     0.00207     0.00528    -0.00166     0.01288
    -5.79298     0.02593     0.10303     0.09195     0.10303     0.14294     0.12156     0.05948     0.12156     0.05945     0.82893	    -5.79298    -0.00055     0.00291    -0.00732     0.00067     0.02649    -0.00580    -0.00390    -0.02473     0.00253    -0.00970	    -5.79298     0.00055    -0.00067     0.00733    -0.00291    -0.02649     0.02473     0.00390     0.00580    -0.00253     0.00970
    -5.76798     0.02487     0.10369     0.09099     0.10369     0.13575     0.11765     0.05506     0.11765     0.05700     0.80635	    -5.76798    -0.00014     0.00368    -0.00885    -0.00090     0.02441    -0.00910    -0.00453    -0.02578     0.00299    -0.01822	    -5.76798     0.00015     0.00090     0.00885    -0.00367    -0.02442     0.02577     0.00453     0.00909    -0.00299     0.01820
    -5.74298     0.02334     0.10196     0.09086     0.10196     0.12544     0.11496     0.05271     0.11496     0.05348     0.77966	    -5.74298    -0.00005     0.00297    -0.01016    -0.00313     0.02128    -0.01198    -0.00427    -0.02668     0.00269    -0.02932	    -5.74298     0.00005     0.00313     0.01016    -0.00297    -0.02128     0.02667     0.00426     0.01197    -0.00270     0.02929
    -5.71798     0.02176     0.09800     0.08942     0.09800     0.11527     0.10783     0.05037     0.10783     0.04959     0.73808	    -5.71798    -0.00044     0.00359    -0.01167    -0.00343     0.01956    -0.01093    -0.00361    -0.02429     0.00240    -0.02882	    -5.71798     0.00043     0.00343     0.01167    -0.00359    -0.01956     0.02428     0.00361     0.01092    -0.00240     0.02879
    -5.69298     0.02050     0.09564     0.08567     0.09564     0.10877     0.09919     0.04758     0.09919     0.04791     0.70009	    -5.69298    -0.00036     0.00572    -0.01174    -0.00359     0.01766    -0.00853    -0.00295    -0.02104     0.00263    -0.02221	    -5.69298     0.00036     0.00359     0.01173    -0.00572    -0.01766     0.02102     0.00295     0.00853    -0.00263     0.02217
    -5.66798     0.01890     0.09313     0.08257     0.09313     0.10229     0.09236     0.04409     0.09236     0.04606     0.66490	    -5.66798     0.00041     0.00818    -0.01054    -0.00362     0.01523    -0.00687    -0.00237    -0.01844     0.00280    -0.01522	    -5.66798    -0.00041     0.00362     0.01053    -0.00818    -0.01523     0.01844     0.00237     0.00686    -0.00280     0.01519
    -5.64298     0.01692     0.09025     0.08036     0.09025     0.09637     0.08677     0.03946     0.08677     0.04195     0.62909	    -5.64298     0.00106     0.00932    -0.00961    -0.00234     0.01418    -0.00555    -0.00140    -0.01590     0.00291    -0.00732	    -5.64298    -0.00107     0.00234     0.00960    -0.00932    -0.01418     0.01589     0.00139     0.00554    -0.00291     0.00729
    -5.61798     0.01500     0.08738     0.07926     0.08738     0.09127     0.08105     0.03546     0.08105     0.03778     0.59563	    -5.61798     0.00074     0.00825    -0.01080    -0.00178     0.01316    -0.00508    -0.00112    -0.01410     0.00255    -0.00818	    -5.61798    -0.00074     0.00178     0.01079    -0.00825    -0.01316     0.01409     0.00111     0.00508    -0.00255     0.00814
    -5.59298     0.01364     0.08531     0.08056     0.08531     0.08504     0.07657     0.03356     0.07657     0.03523     0.57180	    -5.59298    -0.00015     0.00741    -0.01331    -0.00271     0.01133    -0.00540    -0.00207    -0.01327     0.00158    -0.01660	    -5.59298     0.00015     0.00271     0.01330    -0.00741    -0.01133     0.01326     0.00206     0.00540    -0.00158     0.01657
    -5.56798     0.01255     0.08430     0.08088     0.08430     0.08001     0.07260     0.03100     0.07260     0.03217     0.55043	    -5.56798    -0.00033     0.00859    -0.01437    -0.00200     0.01016    -0.00541    -0.00232    -0.01158     0.00132    -0.01593	    -5.56798     0.00033     0.00200     0.01436    -0.00859    -0.01016     0.01157     0.00232     0.00540    -0.00133     0.01590
    -5.54298     0.01073     0.08219     0.07713     0.08219     0.07662     0.06709     0.02657     0.06709     0.02793     0.51756	    -5.54298     0.00006     0.01028    -0.01469    -0.00039     0.00931    -0.00474    -0.00171    -0.00936     0.00176    -0.00947	    -5.54298    -0.00007     0.00039     0.01468    -0.01028    -0.00932     0.00935     0.00170     0.00473    -0.00176     0.00942
    -5.51798     0.00880     0.07978     0.07220     0.07978     0.07268     0.06168     0.02353     0.06168     0.02502     0.48516	    -5.51798     0.00016     0.01121    -0.01481    -0.00154     0.00761    -0.00346    -0.00156    -0.00795     0.00200    -0.00834	    -5.51798    -0.00016     0.00154     0.01480    -0.01121    -0.00761     0.00794     0.00155     0.00345    -0.00201     0.00830
    -5.49298     0.00798     0.07789     0.06980     0.07789     0.06786     0.05638     0.02249     0.05638     0.02325     0.45992	    -5.49298     0.00018     0.01187    -0.01342    -0.00317     0.00547    -0.00171    -0.00169    -0.00629     0.00224    -0.00651	    -5.49298    -0.00018     0.00317     0.01342    -0.01187    -0.00547     0.00628     0.00169     0.00171    -0.00225     0.00649
    -5.46798     0.00770     0.07685     0.06744     0.07684     0.06312     0.05038     0.02076     0.05038     0.02092     0.43437	    -5.46798     0.00045     0.01342    -0.01124    -0.00185     0.00466     0.00019    -0.00144    -0.00432     0.00240     0.00228	    -5.46798    -0.00045     0.00185     0.01124    -0.01342    -0.00466     0.00431     0.00144    -0.00020    -0.00240    -0.00229
    -5.44298     0.00712     0.07669     0.06170     0.07669     0.05700     0.04514     0.01802     0.04514     0.01908     0.40658	    -5.44298     0.00060     0.01463    -0.00926     0.00053     0.00485     0.00166    -0.00091    -0.00291     0.00233     0.01150	    -5.44298    -0.00060    -0.00052     0.00925    -0.01463    -0.00485     0.00291     0.00091    -0.00167    -0.00233    -0.01152
    -5.41798     0.00624     0.07455     0.05445     0.07455     0.04840     0.04060     0.01527     0.04060     0.01782     0.37249	    -5.41798     0.00041     0.01378    -0.00791     0.00159     0.00453     0.00220    -0.00049    -0.00200     0.00218     0.01428	    -5.41798    -0.00041    -0.00159     0.00789    -0.01378    -0.00453     0.00200     0.00048    -0.00220    -0.00218    -0.01432
    -5.39298     0.00521     0.06934     0.04761     0.06934     0.04085     0.03527     0.01273     0.03527     0.01585     0.33148	    -5.39298     0.00010     0.01208    -0.00736     0.00158     0.00390     0.00213    -0.00051    -0.00152     0.00171     0.01213	    -5.39298    -0.00010    -0.00158     0.00734    -0.01208    -0.00390     0.00151     0.00050    -0.00213    -0.00171    -0.01216
    -5.36798     0.00466     0.06213     0.04207     0.06213     0.03547     0.02934     0.01132     0.02934     0.01363     0.29009	    -5.36798    -0.00019     0.01016    -0.00697     0.00168     0.00358     0.00179    -0.00093    -0.00141     0.00115     0.00887	    -5.36798     0.00019    -0.00168     0.00697    -0.01017    -0.00358     0.00141     0.00093    -0.00180    -0.00115    -0.00889
    -5.34298     0.00493     0.05600     0.04021     0.05600     0.03091     0.02482     0.01138     0.02482     0.01246     0.26153	    -5.34298    -0.00035     0.00824    -0.00651     0.00148     0.00350     0.00112    -0.00137    -0.00170     0.00113     0.00553	    -5.34298     0.00035    -0.00148     0.00651    -0.00824    -0.00350     0.00170     0.00137    -0.00112    -0.00113    -0.00555
    -5.31798     0.00473     0.05072     0.04071     0.05072     0.02605     0.02122     0.01049     0.02122     0.01114     0.23700	    -5.31798    -0.00022     0.00731    -0.00621     0.00074     0.00308     0.00071    -0.00137    -0.00177     0.00141     0.00369	    -5.31798     0.00022    -0.00075     0.00621    -0.00731    -0.00308     0.00176     0.00137    -0.00071    -0.00141    -0.00370
    -5.29298     0.00386     0.04510     0.03916     0.04510     0.02132     0.01708     0.00863     0.01708     0.00892     0.20625	    -5.29298    -0.00010     0.00717    -0.00618     0.00049     0.00242     0.00074    -0.00129    -0.00138     0.00126     0.00312	    -5.29298     0.00010    -0.00049     0.00617    -0.00717    -0.00242     0.00137     0.00129    -0.00074    -0.00126    -0.00314
    -5.26798     0.00461     0.04300     0.03457     0.04300     0.01860     0.01379     0.00949     0.01379     0.00929     0.19012	    -5.26798    -0.00024     0.00680    -0.00598     0.00069     0.00222     0.00054    -0.00186    -0.00119     0.00126     0.00223	    -5.26798     0.00024    -0.00069     0.00597    -0.00680    -0.00222     0.00119     0.00186    -0.00054    -0.00126    -0.00226
    -5.24298     0.00600     0.04209     0.02846     0.04209     0.01611     0.01146     0.01087     0.01146     0.01138     0.17991	    -5.24298    -0.00020     0.00643    -0.00515     0.00065     0.00206     0.00026    -0.00225    -0.00109     0.00200     0.00272	    -5.24298     0.00020    -0.00065     0.00514    -0.00643    -0.00206     0.00109     0.00225    -0.00027    -0.00200    -0.00275
    -5.21798     0.00525     0.03858     0.02273     0.03858     0.01249     0.00881     0.00887     0.00881     0.01048     0.15459	    -5.21798     0.00005     0.00644    -0.00426     0.00028     0.00157     0.00034    -0.00169    -0.00077     0.00229     0.00425	    -5.21798    -0.00005    -0.00028     0.00425    -0.00644    -0.00157     0.00077     0.00169    -0.00034    -0.00229    -0.00427
