     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  	     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  
   -10.11864     0.30480     0.00182     0.00212     0.00237     0.00005     0.00002     0.00002     0.00003     0.00005     0.31129	   -10.11864     0.00073     0.00007    -0.00004    -0.00005     0.00000    -0.00000    -0.00000     0.00000    -0.00000     0.00069
   -10.09364     0.33530     0.00201     0.00267     0.00250     0.00006     0.00002     0.00003     0.00003     0.00006     0.34269	   -10.09364    -0.00618     0.00002    -0.00006    -0.00012     0.00000    -0.00000    -0.00000    -0.00000    -0.00001    -0.00635
   -10.06864     0.33660     0.00226     0.00274     0.00240     0.00007     0.00003     0.00003     0.00003     0.00007     0.34422	   -10.06864    -0.00504     0.00005    -0.00001    -0.00017     0.00000    -0.00000    -0.00000    -0.00000    -0.00001    -0.00518
   -10.04364     0.30280     0.00228     0.00247     0.00208     0.00006     0.00003     0.00003     0.00002     0.00006     0.30984	   -10.04364    -0.00188     0.00009     0.00001    -0.00016     0.00000    -0.00000    -0.00000    -0.00000    -0.00001    -0.00195
   -10.01864     0.28880     0.00232     0.00248     0.00193     0.00006     0.00003     0.00003     0.00003     0.00007     0.29576	   -10.01864    -0.00277     0.00003    -0.00001    -0.00010     0.00000    -0.00000     0.00000     0.00000    -0.00001    -0.00285
    -9.99364     0.32210     0.00259     0.00286     0.00230     0.00007     0.00004     0.00003     0.00004     0.00008     0.33011	    -9.99364     0.00132     0.00002     0.00002    -0.00002     0.00000    -0.00000     0.00000     0.00000    -0.00001     0.00134
    -9.96864     0.34820     0.00276     0.00293     0.00287     0.00008     0.00004     0.00003     0.00005     0.00009     0.35704	    -9.96864     0.00809     0.00011     0.00004     0.00002     0.00001     0.00000     0.00000     0.00000    -0.00000     0.00827
    -9.94364     0.34390     0.00275     0.00264     0.00322     0.00010     0.00004     0.00003     0.00005     0.00010     0.35281	    -9.94364     0.00451     0.00011    -0.00001    -0.00003     0.00001    -0.00000     0.00000    -0.00000    -0.00001     0.00458
    -9.91864     0.34840     0.00292     0.00259     0.00340     0.00010     0.00004     0.00003     0.00005     0.00011     0.35764	    -9.91864    -0.00456     0.00002    -0.00006    -0.00012     0.00001    -0.00000     0.00000    -0.00000    -0.00001    -0.00472
    -9.89364     0.36420     0.00320     0.00280     0.00350     0.00011     0.00005     0.00003     0.00005     0.00012     0.37406	    -9.89364    -0.00470     0.00006    -0.00004    -0.00017     0.00001    -0.00000    -0.00000     0.00000    -0.00001    -0.00485
    -9.86864     0.36420     0.00329     0.00299     0.00338     0.00012     0.00005     0.00004     0.00005     0.00012     0.37424	    -9.86864    -0.00252     0.00015    -0.00003    -0.00022     0.00001    -0.00000    -0.00000     0.00000    -0.00001    -0.00262
    -9.84364     0.36660     0.00329     0.00347     0.00318     0.00012     0.00005     0.00006     0.00005     0.00012     0.37694	    -9.84364    -0.00561     0.00010    -0.00004    -0.00023     0.00000    -0.00000    -0.00000     0.00000    -0.00001    -0.00580
    -9.81864     0.39440     0.00347     0.00421     0.00326     0.00013     0.00006     0.00007     0.00006     0.00013     0.40578	    -9.81864    -0.00438     0.00001    -0.00001    -0.00013     0.00001    -0.00000    -0.00000     0.00000    -0.00002    -0.00452
    -9.79364     0.42910     0.00372     0.00471     0.00366     0.00014     0.00007     0.00007     0.00008     0.00015     0.44170	    -9.79364     0.00196     0.00005     0.00006    -0.00007     0.00001    -0.00000     0.00000     0.00000    -0.00002     0.00199
    -9.76864     0.44960     0.00388     0.00488     0.00409     0.00015     0.00007     0.00007     0.00009     0.00016     0.46301	    -9.76864     0.00402     0.00014     0.00003    -0.00010     0.00001    -0.00000     0.00000     0.00000    -0.00001     0.00410
    -9.74364     0.45600     0.00400     0.00488     0.00430     0.00017     0.00008     0.00008     0.00009     0.00018     0.46978	    -9.74364    -0.00054     0.00013    -0.00009    -0.00010     0.00001    -0.00000     0.00000    -0.00000    -0.00001    -0.00061
    -9.71864     0.45520     0.00423     0.00461     0.00442     0.00018     0.00009     0.00008     0.00008     0.00019     0.46908	    -9.71864    -0.00233     0.00010    -0.00012    -0.00008     0.00001    -0.00000    -0.00000    -0.00000    -0.00002    -0.00245
    -9.69364     0.45120     0.00447     0.00414     0.00456     0.00020     0.00009     0.00007     0.00008     0.00021     0.46503	    -9.69364    -0.00021     0.00009    -0.00000    -0.00010     0.00002    -0.00000    -0.00000    -0.00000    -0.00002    -0.00023
    -9.66864     0.45360     0.00459     0.00395     0.00475     0.00022     0.00009     0.00007     0.00008     0.00023     0.46758	    -9.66864    -0.00104     0.00006     0.00007    -0.00015     0.00002    -0.00000    -0.00000     0.00000    -0.00003    -0.00107
    -9.64364     0.48020     0.00477     0.00442     0.00499     0.00023     0.00010     0.00008     0.00010     0.00026     0.49515	    -9.64364    -0.00625    -0.00000     0.00005    -0.00023     0.00002    -0.00001    -0.00000     0.00001    -0.00004    -0.00646
    -9.61864     0.52170     0.00516     0.00503     0.00533     0.00026     0.00012     0.00008     0.00013     0.00029     0.53809	    -9.61864    -0.00807    -0.00000     0.00007    -0.00027     0.00002    -0.00000    -0.00000     0.00001    -0.00004    -0.00830
    -9.59364     0.53660     0.00542     0.00497     0.00556     0.00028     0.00012     0.00008     0.00015     0.00031     0.55349	    -9.59364    -0.00803     0.00000     0.00005    -0.00025     0.00002     0.00000    -0.00000     0.00000    -0.00005    -0.00826
    -9.56864     0.53690     0.00547     0.00480     0.00563     0.00031     0.00012     0.00008     0.00014     0.00033     0.55379	    -9.56864    -0.00888     0.00001    -0.00014    -0.00018     0.00003    -0.00001    -0.00000    -0.00000    -0.00005    -0.00921
    -9.54364     0.57700     0.00572     0.00563     0.00584     0.00035     0.00014     0.00012     0.00014     0.00036     0.59529	    -9.54364     0.00170     0.00019    -0.00025    -0.00005     0.00004    -0.00001     0.00000    -0.00000    -0.00002     0.00159
    -9.51864     0.63150     0.00605     0.00682     0.00615     0.00038     0.00015     0.00016     0.00014     0.00038     0.65174	    -9.51864     0.02178     0.00048    -0.00009     0.00004     0.00004    -0.00001     0.00001    -0.00000     0.00001     0.02227
    -9.49364     0.64460     0.00609     0.00703     0.00637     0.00040     0.00015     0.00017     0.00015     0.00039     0.66535	    -9.49364     0.02131     0.00057     0.00004    -0.00012     0.00003    -0.00000     0.00000    -0.00000     0.00001     0.02184
    -9.46864     0.63780     0.00601     0.00683     0.00651     0.00040     0.00016     0.00017     0.00015     0.00039     0.65843	    -9.46864     0.00124     0.00041    -0.00002    -0.00040     0.00000    -0.00001    -0.00000     0.00001    -0.00001     0.00123
    -9.44364     0.64210     0.00598     0.00713     0.00660     0.00040     0.00019     0.00016     0.00018     0.00039     0.66311	    -9.44364    -0.01087     0.00028     0.00003    -0.00060    -0.00001    -0.00001    -0.00001     0.00001    -0.00002    -0.01119
    -9.41864     0.63350     0.00580     0.00726     0.00662     0.00039     0.00020     0.00014     0.00021     0.00038     0.65449	    -9.41864    -0.00822     0.00032     0.00014    -0.00071    -0.00001    -0.00000    -0.00001     0.00001    -0.00002    -0.00849
    -9.39364     0.60970     0.00556     0.00708     0.00647     0.00038     0.00020     0.00013     0.00023     0.00036     0.63011	    -9.39364     0.00873     0.00048     0.00015    -0.00048     0.00001     0.00000    -0.00000     0.00001     0.00001     0.00891
    -9.36864     0.60580     0.00556     0.00739     0.00625     0.00036     0.00022     0.00013     0.00025     0.00035     0.62631	    -9.36864     0.01872     0.00053     0.00006    -0.00017     0.00002    -0.00000     0.00001     0.00000     0.00002     0.01918
    -9.34364     0.60480     0.00556     0.00770     0.00606     0.00035     0.00023     0.00013     0.00026     0.00035     0.62544	    -9.34364    -0.00400     0.00040    -0.00019    -0.00042     0.00001    -0.00001     0.00000    -0.00001    -0.00001    -0.00422
    -9.31864     0.56630     0.00529     0.00717     0.00562     0.00034     0.00023     0.00013     0.00024     0.00032     0.58564	    -9.31864    -0.02552     0.00032    -0.00036    -0.00075    -0.00001    -0.00001    -0.00000    -0.00002    -0.00003    -0.02639
    -9.29264     0.51460     0.00511     0.00628     0.00501     0.00032     0.00024     0.00011     0.00020     0.00031     0.53217	    -9.29264    -0.01526     0.00032    -0.00021    -0.00061    -0.00001    -0.00001    -0.00000    -0.00001    -0.00001    -0.01580
    -9.26764     0.50010     0.00511     0.00601     0.00487     0.00031     0.00025     0.00010     0.00021     0.00031     0.51726	    -9.26764     0.01180     0.00029     0.00019    -0.00015     0.00001    -0.00000    -0.00000     0.00002    -0.00000     0.01216
    -9.24264     0.53250     0.00499     0.00686     0.00536     0.00032     0.00026     0.00011     0.00027     0.00031     0.55098	    -9.24264     0.03600     0.00038     0.00049     0.00021     0.00003     0.00001    -0.00000     0.00004     0.00001     0.03718
    -9.21764     0.58030     0.00472     0.00850     0.00581     0.00031     0.00027     0.00015     0.00034     0.00031     0.60071	    -9.21764     0.02882     0.00054     0.00029     0.00000     0.00002     0.00001    -0.00000     0.00003     0.00002     0.02972
    -9.19264     0.60570     0.00448     0.00984     0.00574     0.00030     0.00029     0.00019     0.00036     0.00029     0.62721	    -9.19264    -0.00979     0.00046    -0.00024    -0.00061    -0.00001    -0.00000    -0.00000    -0.00001     0.00000    -0.01020
    -9.16764     0.58130     0.00429     0.00994     0.00511     0.00028     0.00030     0.00020     0.00034     0.00027     0.60203	    -9.16764    -0.03480     0.00024    -0.00048    -0.00088    -0.00002    -0.00001    -0.00000    -0.00004    -0.00002    -0.03602
    -9.14264     0.52610     0.00410     0.00918     0.00421     0.00025     0.00031     0.00019     0.00030     0.00025     0.54488	    -9.14264    -0.03226     0.00009    -0.00037    -0.00073    -0.00001    -0.00002     0.00000    -0.00003    -0.00004    -0.03337
    -9.11764     0.49270     0.00390     0.00887     0.00357     0.00023     0.00032     0.00018     0.00029     0.00023     0.51028	    -9.11764    -0.01483     0.00010    -0.00015    -0.00044     0.00001    -0.00002    -0.00000    -0.00000    -0.00003    -0.01538
    -9.09264     0.49020     0.00371     0.00901     0.00347     0.00022     0.00033     0.00017     0.00032     0.00022     0.50765	    -9.09264     0.01937     0.00032     0.00027    -0.00006     0.00002     0.00000     0.00000     0.00002    -0.00000     0.01995
    -9.06764     0.50180     0.00364     0.00901     0.00378     0.00023     0.00034     0.00016     0.00036     0.00022     0.51955	    -9.06764     0.04782     0.00054     0.00056     0.00028     0.00003     0.00003     0.00000     0.00004     0.00003     0.04934
    -9.04264     0.52270     0.00364     0.00916     0.00419     0.00024     0.00036     0.00016     0.00041     0.00023     0.54108	    -9.04264     0.03306     0.00047     0.00030     0.00019     0.00002     0.00001    -0.00000     0.00003     0.00003     0.03410
    -9.01764     0.53230     0.00355     0.00926     0.00441     0.00024     0.00038     0.00016     0.00044     0.00023     0.55095	    -9.01764    -0.01136     0.00025    -0.00017    -0.00043    -0.00001    -0.00000    -0.00000    -0.00001    -0.00000    -0.01175
    -8.99264     0.49940     0.00336     0.00857     0.00412     0.00022     0.00037     0.00015     0.00042     0.00021     0.51681	    -8.99264    -0.03577     0.00015    -0.00035    -0.00085    -0.00002    -0.00001    -0.00000    -0.00005    -0.00003    -0.03693
    -8.96764     0.45660     0.00327     0.00775     0.00349     0.00019     0.00038     0.00013     0.00038     0.00020     0.47240	    -8.96764    -0.02306     0.00020    -0.00027    -0.00055    -0.00000    -0.00003     0.00000    -0.00003    -0.00003    -0.02377
    -8.94264     0.45960     0.00339     0.00781     0.00333     0.00019     0.00040     0.00014     0.00039     0.00020     0.47544	    -8.94264     0.00212     0.00028     0.00002    -0.00017     0.00002    -0.00003     0.00001     0.00001    -0.00002     0.00223
    -8.91764     0.49780     0.00367     0.00828     0.00384     0.00021     0.00041     0.00016     0.00044     0.00021     0.51502	    -8.91764     0.00759     0.00027     0.00017    -0.00033     0.00001    -0.00000    -0.00000     0.00002    -0.00001     0.00773
    -8.89264     0.54720     0.00414     0.00871     0.00461     0.00024     0.00043     0.00019     0.00046     0.00023     0.56622	    -8.89264    -0.00342     0.00020    -0.00004    -0.00061     0.00001     0.00001    -0.00002     0.00001    -0.00000    -0.00386
    -8.86764     0.60680     0.00475     0.00941     0.00548     0.00027     0.00045     0.00025     0.00047     0.00025     0.62813	    -8.86764     0.00319     0.00034    -0.00006    -0.00057     0.00001     0.00001    -0.00002     0.00001     0.00001     0.00295
    -8.84264     0.66470     0.00553     0.01015     0.00650     0.00028     0.00047     0.00030     0.00048     0.00026     0.68867	    -8.84264     0.01752     0.00083     0.00016    -0.00065     0.00001     0.00002    -0.00000     0.00001     0.00001     0.01792
    -8.81764     0.71780     0.00660     0.01066     0.00771     0.00027     0.00048     0.00034     0.00052     0.00026     0.74464	    -8.81764     0.00677     0.00131     0.00011    -0.00118    -0.00000     0.00001     0.00001    -0.00002     0.00000     0.00702
    -8.79264     0.77320     0.00799     0.01085     0.00917     0.00026     0.00050     0.00037     0.00058     0.00026     0.80318	    -8.79264    -0.01209     0.00142    -0.00007    -0.00162    -0.00002    -0.00001     0.00001    -0.00003    -0.00000    -0.01241
    -8.76764     0.81760     0.00964     0.01041     0.01057     0.00027     0.00052     0.00037     0.00060     0.00027     0.85025	    -8.76764    -0.01207     0.00128    -0.00019    -0.00133    -0.00001    -0.00001    -0.00000    -0.00002    -0.00001    -0.01237
    -8.74264     0.84980     0.01108     0.00973     0.01145     0.00028     0.00057     0.00037     0.00059     0.00028     0.88414	    -8.74264    -0.00384     0.00095    -0.00022    -0.00054    -0.00000    -0.00001    -0.00001    -0.00001    -0.00001    -0.00369
    -8.71764     0.88620     0.01192     0.00946     0.01199     0.00031     0.00062     0.00037     0.00061     0.00029     0.92175	    -8.71764    -0.00241     0.00034    -0.00009    -0.00008    -0.00000    -0.00002    -0.00000     0.00000    -0.00001    -0.00227
    -8.69264     0.93660     0.01238     0.00947     0.01257     0.00034     0.00068     0.00037     0.00069     0.00030     0.97339	    -8.69264     0.00042    -0.00009     0.00012    -0.00017    -0.00001    -0.00001    -0.00000     0.00002    -0.00000     0.00028
    -8.66764     0.98400     0.01239     0.00950     0.01289     0.00036     0.00075     0.00035     0.00081     0.00032     1.02138	    -8.66764     0.01409    -0.00010     0.00033    -0.00018     0.00000     0.00001     0.00001     0.00003     0.00001     0.01420
    -8.64264     0.99400     0.01193     0.00941     0.01250     0.00036     0.00079     0.00034     0.00089     0.00033     1.03053	    -8.64264     0.02520     0.00012     0.00032     0.00014     0.00001     0.00003     0.00001     0.00001     0.00002     0.02587
    -8.61764     0.96520     0.01164     0.00893     0.01160     0.00033     0.00079     0.00032     0.00089     0.00032     1.00002	    -8.61764     0.01059     0.00051    -0.00007     0.00018    -0.00000     0.00003     0.00000    -0.00004     0.00002     0.01121
    -8.59264     0.94260     0.01179     0.00813     0.01116     0.00031     0.00082     0.00030     0.00087     0.00032     0.97630	    -8.59264    -0.01456     0.00047    -0.00037    -0.00015    -0.00001     0.00001    -0.00001    -0.00007     0.00001    -0.01468
    -8.56764     0.96690     0.01171     0.00796     0.01149     0.00031     0.00088     0.00031     0.00091     0.00032     1.00080	    -8.56764    -0.01663    -0.00012    -0.00012    -0.00035    -0.00001    -0.00002    -0.00001    -0.00001    -0.00001    -0.01726
    -8.54264     1.05410     0.01122     0.00920     0.01189     0.00033     0.00098     0.00038     0.00104     0.00032     1.08947	    -8.54264    -0.01110    -0.00034     0.00011    -0.00032    -0.00001    -0.00005    -0.00000     0.00005    -0.00002    -0.01168
    -8.51764     1.17120     0.01138     0.01079     0.01195     0.00037     0.00109     0.00047     0.00117     0.00034     1.20876	    -8.51764    -0.01464     0.00014    -0.00012    -0.00023    -0.00001    -0.00006    -0.00001     0.00003    -0.00001    -0.01490
    -8.49264     1.24480     0.01202     0.01111     0.01181     0.00041     0.00116     0.00051     0.00123     0.00037     1.28342	    -8.49264    -0.00533     0.00036    -0.00024    -0.00003     0.00000    -0.00004    -0.00001     0.00000     0.00000    -0.00527
    -8.46764     1.25990     0.01171     0.01048     0.01157     0.00041     0.00121     0.00049     0.00129     0.00038     1.29743	    -8.46764     0.02393     0.00005     0.00014     0.00008     0.00001     0.00003     0.00000     0.00004     0.00000     0.02429
    -8.44264     1.28270     0.01088     0.00994     0.01132     0.00037     0.00135     0.00045     0.00144     0.00036     1.31882	    -8.44264     0.02535    -0.00008     0.00036    -0.00003     0.00000     0.00005     0.00001     0.00002     0.00000     0.02570
    -8.41764     1.35800     0.01087     0.00957     0.01124     0.00037     0.00154     0.00043     0.00164     0.00035     1.39401	    -8.41764    -0.01773     0.00009    -0.00000    -0.00016    -0.00001    -0.00001    -0.00000    -0.00006     0.00000    -0.01789
    -8.39264     1.43140     0.01105     0.00892     0.01094     0.00039     0.00168     0.00042     0.00178     0.00038     1.46698	    -8.39264    -0.02620     0.00021    -0.00022    -0.00006    -0.00001    -0.00009    -0.00001    -0.00002    -0.00000    -0.02639
    -8.36764     1.48700     0.01063     0.00805     0.01020     0.00038     0.00182     0.00042     0.00194     0.00040     1.52086	    -8.36764     0.00435     0.00008     0.00002     0.00011     0.00001    -0.00012     0.00000     0.00012    -0.00001     0.00456
    -8.34264     1.67370     0.01067     0.00727     0.01017     0.00039     0.00222     0.00043     0.00235     0.00041     1.70761	    -8.34264     0.00192    -0.00021     0.00012     0.00010     0.00001    -0.00013     0.00000     0.00014    -0.00001     0.00193
    -8.31764     2.04000     0.01112     0.00655     0.01092     0.00044     0.00294     0.00045     0.00308     0.00043     2.07593	    -8.31764    -0.01391    -0.00021     0.00005     0.00001     0.00000    -0.00015    -0.00000     0.00011    -0.00001    -0.01411
    -8.29164     2.31600     0.01069     0.00572     0.01112     0.00049     0.00345     0.00047     0.00365     0.00044     2.35204	    -8.29164    -0.00774     0.00002     0.00003    -0.00002     0.00000    -0.00010    -0.00000     0.00007    -0.00001    -0.00776
    -8.26664     2.24500     0.00984     0.00510     0.01053     0.00051     0.00324     0.00046     0.00349     0.00044     2.27860	    -8.26664     0.01132     0.00018    -0.00000    -0.00009     0.00000     0.00010    -0.00000    -0.00006    -0.00001     0.01144
    -8.24164     1.90560     0.00927     0.00525     0.00934     0.00047     0.00249     0.00045     0.00268     0.00044     1.93598	    -8.24164     0.01934     0.00031    -0.00006    -0.00016    -0.00000     0.00032    -0.00000    -0.00024     0.00000     0.01951
    -8.21664     1.53530     0.00839     0.00592     0.00780     0.00042     0.00170     0.00044     0.00180     0.00043     1.56221	    -8.21664     0.00006     0.00032    -0.00012    -0.00012    -0.00001     0.00026    -0.00001    -0.00024     0.00001     0.00016
    -8.19164     1.33910     0.00717     0.00651     0.00668     0.00040     0.00124     0.00045     0.00130     0.00043     1.36327	    -8.19164    -0.01303     0.00021    -0.00010    -0.00001    -0.00000     0.00003    -0.00001    -0.00007    -0.00000    -0.01298
    -8.16664     1.31970     0.00624     0.00655     0.00620     0.00042     0.00113     0.00043     0.00119     0.00043     1.34229	    -8.16664     0.00413     0.00012     0.00007     0.00003    -0.00000    -0.00003     0.00000     0.00003    -0.00000     0.00434
    -8.14164     1.22180     0.00567     0.00525     0.00574     0.00042     0.00103     0.00034     0.00110     0.00041     1.24177	    -8.14164     0.01883     0.00006     0.00023    -0.00001    -0.00002     0.00009     0.00001    -0.00005     0.00001     0.01915
    -8.11664     0.95690     0.00544     0.00282     0.00538     0.00039     0.00075     0.00020     0.00079     0.00038     0.97305	    -8.11664     0.01560     0.00002     0.00019     0.00003    -0.00002     0.00014     0.00001    -0.00011     0.00002     0.01587
    -8.09164     0.72550     0.00531     0.00078     0.00541     0.00039     0.00046     0.00009     0.00048     0.00036     0.73878	    -8.09164     0.01072     0.00005     0.00004     0.00010    -0.00001     0.00007     0.00000    -0.00005     0.00001     0.01093
    -8.06664     0.64920     0.00472     0.00022     0.00516     0.00039     0.00036     0.00005     0.00038     0.00033     0.66082	    -8.06664     0.00139     0.00009    -0.00006     0.00004    -0.00001     0.00000    -0.00000     0.00000     0.00001     0.00146
    -8.04164     0.71180     0.00392     0.00143     0.00427     0.00036     0.00037     0.00011     0.00041     0.00031     0.72298	    -8.04164    -0.02100     0.00000    -0.00017    -0.00007    -0.00002    -0.00001    -0.00001    -0.00000     0.00000    -0.02128
    -8.01664     0.86660     0.00366     0.00388     0.00335     0.00031     0.00040     0.00024     0.00042     0.00034     0.87919	    -8.01664    -0.02856    -0.00011    -0.00017    -0.00006    -0.00002     0.00001    -0.00001    -0.00002    -0.00000    -0.02895
    -7.99164     0.91300     0.00358     0.00509     0.00289     0.00028     0.00036     0.00030     0.00036     0.00035     0.92621	    -7.99164     0.00840     0.00006     0.00004     0.00009    -0.00001     0.00003     0.00000    -0.00002     0.00002     0.00860
    -7.96664     0.72360     0.00304     0.00338     0.00288     0.00028     0.00024     0.00020     0.00025     0.00029     0.73416	    -7.96664     0.03870     0.00022     0.00020     0.00020     0.00000     0.00004     0.00001    -0.00001     0.00003     0.03938
    -7.94164     0.52730     0.00257     0.00104     0.00307     0.00029     0.00015     0.00007     0.00017     0.00023     0.53489	    -7.94164     0.01451     0.00001     0.00011     0.00013    -0.00000     0.00002     0.00001    -0.00001     0.00001     0.01478
    -7.91664     0.48020     0.00253     0.00027     0.00294     0.00029     0.00012     0.00002     0.00013     0.00023     0.48673	    -7.91664    -0.01441    -0.00012    -0.00001    -0.00003    -0.00002     0.00000    -0.00000    -0.00001     0.00000    -0.01460
    -7.89164     0.48640     0.00230     0.00067     0.00224     0.00023     0.00011     0.00004     0.00012     0.00023     0.49234	    -7.89164    -0.01417     0.00002    -0.00005    -0.00009    -0.00002     0.00000    -0.00000    -0.00001     0.00001    -0.01431
    -7.86664     0.51280     0.00185     0.00136     0.00159     0.00018     0.00010     0.00007     0.00010     0.00021     0.51827	    -7.86664    -0.00501     0.00007    -0.00005     0.00001    -0.00001     0.00001    -0.00000    -0.00001     0.00001    -0.00498
    -7.84164     0.54360     0.00158     0.00176     0.00143     0.00017     0.00008     0.00009     0.00009     0.00019     0.54899	    -7.84164     0.00692     0.00002    -0.00001     0.00011    -0.00000     0.00001    -0.00000    -0.00000     0.00001     0.00706
    -7.81664     0.49580     0.00140     0.00140     0.00146     0.00018     0.00005     0.00007     0.00006     0.00016     0.50059	    -7.81664     0.01303     0.00003     0.00005     0.00010    -0.00000     0.00001     0.00000    -0.00000     0.00001     0.01321
    -7.79164     0.39620     0.00117     0.00069     0.00132     0.00016     0.00003     0.00003     0.00004     0.00014     0.39978	    -7.79164     0.00277     0.00002     0.00004     0.00002    -0.00001     0.00000     0.00000    -0.00000     0.00001     0.00286
    -7.76664     0.34180     0.00095     0.00039     0.00098     0.00012     0.00002     0.00001     0.00003     0.00012     0.34442	    -7.76664    -0.00630     0.00001     0.00000    -0.00001    -0.00001     0.00000    -0.00000    -0.00000     0.00001    -0.00630
    -7.74164     0.34200     0.00076     0.00046     0.00068     0.00009     0.00002     0.00002     0.00002     0.00010     0.34415	    -7.74164    -0.00151     0.00003    -0.00001     0.00001    -0.00001     0.00000    -0.00000    -0.00000     0.00001    -0.00148
    -7.71664     0.33600     0.00057     0.00049     0.00054     0.00008     0.00001     0.00002     0.00001     0.00008     0.33780	    -7.71664     0.00478     0.00003     0.00000     0.00004    -0.00000     0.00000    -0.00000    -0.00000     0.00001     0.00486
    -7.69164     0.28940     0.00040     0.00033     0.00043     0.00006     0.00001     0.00001     0.00001     0.00006     0.29071	    -7.69164     0.00369     0.00002     0.00001     0.00003    -0.00000     0.00000     0.00000    -0.00000     0.00000     0.00376
    -7.66664     0.23340     0.00026     0.00017     0.00027     0.00004     0.00000     0.00001     0.00000     0.00004     0.23419	    -7.66664     0.00174     0.00002     0.00001     0.00001    -0.00000     0.00000     0.00000    -0.00000     0.00000     0.00178
    -7.64164     0.18206     0.00014     0.00009     0.00013     0.00002     0.00000     0.00000     0.00000     0.00002     0.18247	    -7.64164     0.00388     0.00002     0.00000     0.00001    -0.00000     0.00000    -0.00000     0.00000     0.00000     0.00392
    -7.61664     0.11321     0.00006     0.00004     0.00005     0.00001     0.00000     0.00000     0.00000     0.00001     0.11337	    -7.61664     0.00590     0.00001     0.00000     0.00001    -0.00000     0.00000    -0.00000     0.00000     0.00000     0.00593
    -7.59164     0.04200     0.00001     0.00001     0.00001     0.00000    -0.00000     0.00000    -0.00000     0.00000     0.04203	    -7.59164     0.00445     0.00001     0.00000     0.00000     0.00000    -0.00000     0.00000     0.00000     0.00000     0.00446
    -7.56664     0.00264    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000     0.00262	    -7.56664     0.00158     0.00000     0.00000    -0.00000     0.00000    -0.00000     0.00000     0.00000    -0.00000     0.00158
    -7.54164    -0.00526    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00527	    -7.54164    -0.00002    -0.00000    -0.00000    -0.00000     0.00000    -0.00000     0.00000    -0.00000    -0.00000    -0.00002
    -7.51664    -0.00258    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00258	    -7.51664    -0.00023    -0.00000    -0.00000    -0.00000     0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00023
    -7.49164    -0.00058    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00058	    -7.49164    -0.00008    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00008
    -7.46664    -0.00007    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00007	    -7.46664    -0.00001    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00001
    -7.44164    -0.00001    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00001	    -7.44164    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.41664    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.41664    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.39164    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.39164    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.36664    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.36664    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.34164    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.34164    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.31664    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.31664    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.29064    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000	    -7.29064    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000    -0.00000
    -7.26564     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000	    -7.26564     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
