     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  	     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  
    -1.20964     0.04490     0.09866     0.18728     0.10369     0.01253     0.01009     0.01073     0.01062     0.01161     0.49012	    -1.20964     0.00012    -0.02792     0.00379     0.03139     0.00886    -0.00383    -0.00009     0.00424    -0.00790     0.00866
    -1.18464     0.04414     0.09238     0.17676     0.09622     0.01444     0.00992     0.00990     0.01036     0.01360     0.46771	    -1.18464     0.00078    -0.02908    -0.00146     0.03184     0.01042    -0.00361     0.00002     0.00400    -0.00955     0.00337
    -1.15964     0.03804     0.07768     0.14226     0.07870     0.01338     0.00881     0.00770     0.00874     0.01289     0.38821	    -1.15964     0.00195    -0.02526    -0.00326     0.02744     0.00935    -0.00352     0.00016     0.00343    -0.00872     0.00157
    -1.13464     0.03462     0.06110     0.11330     0.05990     0.01173     0.00727     0.00592     0.00678     0.01109     0.31171	    -1.13464     0.00381    -0.01694     0.00089     0.01817     0.00759    -0.00328     0.00032     0.00272    -0.00675     0.00653
    -1.10964     0.04152     0.05180     0.10878     0.04998     0.01291     0.00657     0.00594     0.00598     0.01186     0.29534	    -1.10964     0.00542    -0.00948     0.00677     0.00950     0.00808    -0.00305     0.00046     0.00245    -0.00682     0.01333
    -1.08464     0.05446     0.05362     0.12224     0.05182     0.01634     0.00686     0.00767     0.00650     0.01553     0.33504	    -1.08464     0.00511    -0.00648     0.00864     0.00642     0.01041    -0.00307     0.00055     0.00281    -0.00932     0.01506
    -1.05964     0.06473     0.06266     0.14138     0.06106     0.01968     0.00753     0.01046     0.00757     0.01928     0.39436	    -1.05964     0.00497    -0.00662     0.00507     0.00888     0.01238    -0.00328     0.00067     0.00348    -0.01158     0.01398
    -1.03464     0.07274     0.07214     0.15542     0.07166     0.02252     0.00853     0.01367     0.00893     0.02212     0.44773	    -1.03464     0.00796    -0.00823    -0.00000     0.01358     0.01344    -0.00379     0.00088     0.00435    -0.01250     0.01568
    -1.00964     0.08390     0.07438     0.15338     0.07518     0.02444     0.00917     0.01584     0.00972     0.02468     0.47069	    -1.00964     0.01000    -0.00908    -0.00281     0.01470     0.01362    -0.00430     0.00071     0.00496    -0.01337     0.01444
    -0.98464     0.09918     0.06828     0.13539     0.06866     0.02486     0.00851     0.01582     0.00895     0.02613     0.45578	    -0.98464     0.00614    -0.00602    -0.00243     0.00962     0.01308    -0.00423    -0.00005     0.00470    -0.01408     0.00675
    -0.95964     0.11300     0.06502     0.11281     0.06386     0.02506     0.00746     0.01490     0.00774     0.02623     0.43608	    -0.95964     0.00080    -0.00076    -0.00031     0.00346     0.01249    -0.00386    -0.00069     0.00426    -0.01369     0.00169
    -0.93464     0.11628     0.07086     0.09485     0.06990     0.02550     0.00717     0.01475     0.00742     0.02588     0.43261	    -0.93464    -0.00018     0.00286     0.00109     0.00010     0.01197    -0.00385    -0.00064     0.00436    -0.01253     0.00319
    -0.90964     0.10883     0.08162     0.08634     0.08178     0.02572     0.00808     0.01520     0.00823     0.02562     0.44141	    -0.90964     0.00077     0.00311     0.00226     0.00080     0.01169    -0.00449    -0.00035     0.00489    -0.01156     0.00713
    -0.88464     0.10154     0.09188     0.08570     0.09268     0.02550     0.01010     0.01584     0.01008     0.02640     0.45972	    -0.88464    -0.00283    -0.00047     0.00362     0.00453     0.01178    -0.00569    -0.00055     0.00573    -0.01235     0.00377
    -0.85964     0.09954     0.09650     0.08813     0.09964     0.02478     0.01166     0.01683     0.01176     0.02760     0.47644	    -0.85964    -0.00922    -0.00257     0.00281     0.00470     0.01185    -0.00643    -0.00107     0.00655    -0.01421    -0.00759
    -0.83464     0.09770     0.09632     0.09538     0.10220     0.02428     0.01189     0.01795     0.01254     0.02716     0.48541	    -0.83464    -0.00951     0.00178     0.00029    -0.00102     0.01171    -0.00624    -0.00102     0.00716    -0.01412    -0.01098
    -0.80964     0.09264     0.09672     0.10951     0.10142     0.02436     0.01242     0.01833     0.01350     0.02574     0.49463	    -0.80964    -0.00395     0.00707    -0.00028    -0.00534     0.01130    -0.00637    -0.00040     0.00793    -0.01229    -0.00234
    -0.78464     0.08462     0.09812     0.12442     0.09868     0.02390     0.01387     0.01707     0.01489     0.02478     0.50036	    -0.78464     0.00003     0.00694     0.00210    -0.00298     0.01034    -0.00741     0.00006     0.00882    -0.01086     0.00704
    -0.75964     0.07455     0.09910     0.13608     0.09784     0.02218     0.01486     0.01482     0.01570     0.02355     0.49868	    -0.75964     0.00039     0.00359     0.00469     0.00182     0.00890    -0.00837     0.00010     0.00937    -0.00984     0.01066
    -0.73464     0.06526     0.10212     0.14756     0.10358     0.02014     0.01490     0.01324     0.01568     0.02136     0.50384	    -0.73464    -0.00112     0.00099     0.00495     0.00343     0.00765    -0.00869    -0.00008     0.00960    -0.00849     0.00824
    -0.70964     0.05908     0.10436     0.15354     0.10926     0.01884     0.01425     0.01245     0.01487     0.01942     0.50606	    -0.70964    -0.00308     0.00027     0.00253     0.00116     0.00697    -0.00837    -0.00035     0.00920    -0.00736     0.00098
    -0.68464     0.05482     0.09712     0.14394     0.10259     0.01816     0.01296     0.01131     0.01313     0.01881     0.47284	    -0.68464    -0.00383     0.00110    -0.00092    -0.00348     0.00674    -0.00739    -0.00057     0.00771    -0.00742    -0.00806
    -0.65964     0.05062     0.08392     0.12872     0.08880     0.01780     0.01157     0.00985     0.01145     0.01907     0.42180	    -0.65964    -0.00342     0.00330    -0.00199    -0.00812     0.00697    -0.00621    -0.00061     0.00609    -0.00834    -0.01235
    -0.63464     0.04564     0.07684     0.12636     0.08146     0.01760     0.01073     0.00889     0.01062     0.01861     0.39675	    -0.63464    -0.00263     0.00653    -0.00045    -0.00959     0.00724    -0.00549    -0.00042     0.00527    -0.00825    -0.00780
    -0.60964     0.04004     0.07574     0.13030     0.08026     0.01696     0.01011     0.00859     0.00977     0.01681     0.38857	    -0.60964    -0.00086     0.00734    -0.00008    -0.00634     0.00688    -0.00516    -0.00017     0.00475    -0.00663    -0.00027
    -0.58464     0.03708     0.07461     0.12418     0.07790     0.01644     0.00913     0.00883     0.00845     0.01514     0.37175	    -0.58464     0.00172     0.00299    -0.00092     0.00193     0.00626    -0.00473    -0.00002     0.00412    -0.00507     0.00626
    -0.55964     0.03882     0.07489     0.11250     0.07450     0.01715     0.00841     0.00969     0.00767     0.01534     0.35896	    -0.55964     0.00279    -0.00364    -0.00082     0.01063     0.00620    -0.00435     0.00003     0.00385    -0.00462     0.01006
    -0.53464     0.04072     0.07462     0.10096     0.07118     0.01838     0.00845     0.01060     0.00791     0.01719     0.35001	    -0.53464     0.00031    -0.00809    -0.00046     0.01187     0.00679    -0.00440    -0.00015     0.00421    -0.00547     0.00462
    -0.50964     0.03860     0.06814     0.08800     0.06596     0.01913     0.00894     0.01098     0.00859     0.01922     0.32755	    -0.50964    -0.00326    -0.00786    -0.00019     0.00624     0.00727    -0.00487    -0.00045     0.00480    -0.00709    -0.00541
    -0.48464     0.03578     0.06024     0.07806     0.06156     0.02008     0.01005     0.01143     0.00953     0.02100     0.30773	    -0.48464    -0.00360    -0.00358     0.00095     0.00146     0.00719    -0.00565    -0.00050     0.00535    -0.00823    -0.00662
    -0.45964     0.03820     0.05998     0.07509     0.06316     0.02182     0.01229     0.01261     0.01125     0.02254     0.31693	    -0.45964     0.00028     0.00037     0.00379     0.00170     0.00692    -0.00675    -0.00027     0.00605    -0.00796     0.00412
    -0.43464     0.04662     0.06766     0.07968     0.06976     0.02354     0.01560     0.01381     0.01368     0.02340     0.35374	    -0.43464     0.00613     0.00046     0.00995     0.00687     0.00665    -0.00839     0.00001     0.00683    -0.00655     0.02195
    -0.40964     0.05599     0.07752     0.09697     0.07639     0.02528     0.01967     0.01462     0.01662     0.02478     0.40784	    -0.40964     0.00837    -0.00205     0.01720     0.01285     0.00681    -0.01071     0.00024     0.00778    -0.00589     0.03461
    -0.38464     0.06088     0.08556     0.12590     0.08036     0.02826     0.02342     0.01622     0.02050     0.02808     0.46919	    -0.38464     0.00354    -0.00422     0.01568     0.01293     0.00827    -0.01286     0.00043     0.00986    -0.00734     0.02628
    -0.35964     0.05974     0.08850     0.14826     0.08194     0.03194     0.02460     0.01934     0.02405     0.03180     0.51017	    -0.35964    -0.00289    -0.00382     0.00239     0.00610     0.01049    -0.01313     0.00044     0.01254    -0.00951     0.00261
    -0.33464     0.05546     0.08427     0.14861     0.08264     0.03360     0.02248     0.02278     0.02418     0.03310     0.50712	    -0.33464    -0.00475    -0.00027    -0.01010    -0.00122     0.01133    -0.01106    -0.00002     0.01284    -0.01034    -0.01358
    -0.30964     0.05380     0.07882     0.13174     0.08486     0.03246     0.01981     0.02592     0.02118     0.03198     0.48057	    -0.30964    -0.00279     0.00301    -0.01296    -0.00208     0.00959    -0.00861    -0.00075     0.00999    -0.00946    -0.01404
    -0.28364     0.05834     0.08082     0.10869     0.09031     0.03116     0.01938     0.03009     0.01897     0.03086     0.46863	    -0.28364    -0.00005     0.00212    -0.01250     0.00446     0.00672    -0.00769    -0.00120     0.00717    -0.00764    -0.00861
    -0.25864     0.06494     0.08962     0.08380     0.09631     0.03092     0.02014     0.03546     0.01887     0.03062     0.47068	    -0.25864     0.00083    -0.00109    -0.01264     0.01070     0.00485    -0.00789    -0.00113     0.00664    -0.00552    -0.00524
    -0.23364     0.06670     0.09854     0.06042     0.09996     0.02992     0.01893     0.04038     0.01828     0.03050     0.46363	    -0.23364    -0.00120    -0.00134    -0.00955     0.00840     0.00418    -0.00733    -0.00058     0.00700    -0.00390    -0.00433
    -0.20864     0.06364     0.10290     0.04300     0.10192     0.02740     0.01533     0.04418     0.01561     0.02984     0.44383	    -0.20864    -0.00363     0.00113    -0.00444    -0.00054     0.00383    -0.00564    -0.00006     0.00637    -0.00386    -0.00684
    -0.18364     0.05834     0.09879     0.03194     0.09895     0.02420     0.01164     0.04544     0.01223     0.02772     0.40925	    -0.18364    -0.00443     0.00027    -0.00184    -0.00785     0.00415    -0.00422    -0.00028     0.00537    -0.00529    -0.01412
    -0.15864     0.04804     0.08251     0.02424     0.08341     0.01985     0.00927     0.03944     0.00975     0.02302     0.33954	    -0.15864    -0.00399    -0.00569    -0.00159    -0.00807     0.00491    -0.00408    -0.00107     0.00530    -0.00649    -0.02076
    -0.13364     0.03226     0.05780     0.01773     0.05736     0.01408     0.00809     0.02520     0.00832     0.01621     0.23705	    -0.13364    -0.00242    -0.01160    -0.00134    -0.00113     0.00470    -0.00479    -0.00130     0.00571    -0.00591    -0.01808
    -0.10864     0.01937     0.03782     0.01321     0.03624     0.00939     0.00743     0.01224     0.00744     0.01070     0.15385	    -0.10864    -0.00068    -0.01237    -0.00051     0.00624     0.00361    -0.00508    -0.00062     0.00545    -0.00432    -0.00826
    -0.08364     0.01520     0.03076     0.01206     0.02960     0.00785     0.00708     0.00823     0.00694     0.00912     0.12685	    -0.08364    -0.00024    -0.00943     0.00005     0.00793     0.00285    -0.00460     0.00006     0.00462    -0.00356    -0.00232
    -0.05864     0.01581     0.03224     0.01293     0.03182     0.00835     0.00726     0.00977     0.00702     0.00978     0.13499	    -0.05864    -0.00056    -0.00776     0.00002     0.00723     0.00286    -0.00436     0.00023     0.00425    -0.00369    -0.00178
    -0.03364     0.01631     0.03500     0.01349     0.03454     0.00874     0.00742     0.01099     0.00715     0.01001     0.14365	    -0.03364    -0.00034    -0.00822    -0.00004     0.00840     0.00295    -0.00433     0.00020     0.00420    -0.00362    -0.00079
    -0.00864     0.01674     0.03676     0.01386     0.03574     0.00829     0.00697     0.01034     0.00662     0.00926     0.14459	    -0.00864     0.00028    -0.00930     0.00012     0.01041     0.00260    -0.00363     0.00017     0.00350    -0.00299     0.00117
     0.01636     0.01878     0.03956     0.01639     0.03854     0.00788     0.00703     0.00987     0.00650     0.00866     0.15321	     0.01636     0.00057    -0.01105     0.00052     0.01282     0.00222    -0.00288     0.00010     0.00268    -0.00239     0.00257
     0.04136     0.02294     0.04544     0.02214     0.04508     0.00825     0.00875     0.01120     0.00813     0.00890     0.18084	     0.04136     0.00042    -0.01435     0.00062     0.01731     0.00215    -0.00314    -0.00008     0.00288    -0.00215     0.00367
     0.06636     0.02870     0.05364     0.02794     0.05356     0.00884     0.01163     0.01342     0.01109     0.00932     0.21814	     0.06636     0.00001    -0.02004    -0.00033     0.02384     0.00229    -0.00450    -0.00047     0.00425    -0.00205     0.00300
     0.09136     0.03384     0.06152     0.03008     0.06098     0.00890     0.01429     0.01490     0.01376     0.00915     0.24742	     0.09136    -0.00034    -0.02640    -0.00147     0.03006     0.00240    -0.00630    -0.00086     0.00596    -0.00190     0.00114
     0.11636     0.03536     0.06700     0.02998     0.06622     0.00844     0.01556     0.01554     0.01496     0.00861     0.26167	     0.11636    -0.00040    -0.02902    -0.00144     0.03304     0.00223    -0.00726    -0.00085     0.00681    -0.00162     0.00149
     0.14136     0.03362     0.07008     0.03126     0.06930     0.00779     0.01536     0.01642     0.01484     0.00815     0.26681	     0.14136    -0.00052    -0.02680    -0.00109     0.03166     0.00181    -0.00676    -0.00057     0.00646    -0.00134     0.00285
     0.16636     0.03250     0.07094     0.03422     0.07008     0.00711     0.01487     0.01744     0.01453     0.00774     0.26943	     0.16636    -0.00072    -0.02276    -0.00193     0.02794     0.00145    -0.00589    -0.00044     0.00587    -0.00113     0.00239
     0.19136     0.03472     0.07163     0.03780     0.07066     0.00673     0.01527     0.01805     0.01504     0.00739     0.27729	     0.19136    -0.00069    -0.01969    -0.00329     0.02456     0.00129    -0.00549    -0.00047     0.00560    -0.00089     0.00094
     0.21636     0.03682     0.07436     0.04072     0.07192     0.00676     0.01600     0.01812     0.01587     0.00720     0.28777	     0.21636    -0.00068    -0.01914    -0.00354     0.02216     0.00122    -0.00487    -0.00041     0.00502    -0.00063    -0.00087
     0.24136     0.03364     0.07576     0.04090     0.07110     0.00658     0.01591     0.01697     0.01590     0.00680     0.28355	     0.24136    -0.00047    -0.01960    -0.00222     0.02014     0.00110    -0.00370    -0.00016     0.00389    -0.00042    -0.00144
     0.26636     0.02690     0.07490     0.04024     0.06986     0.00614     0.01600     0.01535     0.01594     0.00631     0.27164	     0.26636    -0.00004    -0.01911    -0.00085     0.01882     0.00096    -0.00308     0.00003     0.00336    -0.00040    -0.00030
     0.29136     0.02220     0.07472     0.04364     0.07100     0.00631     0.01769     0.01521     0.01744     0.00665     0.27486	     0.29136    -0.00021    -0.01819    -0.00199     0.01919     0.00091    -0.00393    -0.00005     0.00436    -0.00050    -0.00042
     0.31636     0.02182     0.07490     0.05138     0.07238     0.00750     0.02026     0.01671     0.01972     0.00807     0.29275	     0.31636    -0.00059    -0.01629    -0.00376     0.01901     0.00095    -0.00531    -0.00011     0.00575    -0.00060    -0.00095
     0.34136     0.02412     0.07536     0.05906     0.07324     0.00957     0.02196     0.01976     0.02102     0.01027     0.31437	     0.34136    -0.00026    -0.01151    -0.00132     0.01433     0.00072    -0.00512     0.00033     0.00539    -0.00049     0.00205
     0.36636     0.02674     0.07848     0.06586     0.07570     0.01220     0.02254     0.02614     0.02142     0.01302     0.34210	     0.36636     0.00025    -0.00472     0.00289     0.00655    -0.00028    -0.00320     0.00127     0.00355     0.00035     0.00666
     0.39136     0.02882     0.08258     0.07440     0.07902     0.01443     0.02308     0.03537     0.02210     0.01550     0.37530	     0.39136    -0.00021     0.00069     0.00241    -0.00025    -0.00182    -0.00180     0.00178     0.00250     0.00192     0.00520
     0.41636     0.02962     0.08120     0.08147     0.07927     0.01462     0.02347     0.04013     0.02266     0.01618     0.38862	     0.41636    -0.00161     0.00339    -0.00189    -0.00603    -0.00253    -0.00187     0.00082     0.00275     0.00294    -0.00404
     0.44136     0.02868     0.07424     0.08420     0.07580     0.01292     0.02372     0.03561     0.02300     0.01483     0.37300	     0.44136    -0.00243     0.00604    -0.00336    -0.01177    -0.00177    -0.00186    -0.00042     0.00303     0.00235    -0.01018
     0.46636     0.02722     0.06938     0.08888     0.07300     0.01181     0.02510     0.02868     0.02450     0.01356     0.36213	     0.46636    -0.00207     0.00957    -0.00072    -0.01623    -0.00063    -0.00100    -0.00041     0.00269     0.00099    -0.00782
     0.49136     0.02534     0.06724     0.09362     0.06986     0.01183     0.02626     0.02503     0.02586     0.01309     0.35813	     0.49136    -0.00169     0.01126     0.00028    -0.01745    -0.00019    -0.00022     0.00019     0.00210     0.00028    -0.00545
     0.51636     0.02100     0.06144     0.08626     0.06140     0.01111     0.02408     0.02176     0.02390     0.01185     0.32280	     0.51636    -0.00157     0.01020    -0.00191    -0.01437    -0.00036    -0.00003     0.00039     0.00153     0.00035    -0.00577
     0.54136     0.01518     0.05378     0.07148     0.05238     0.00956     0.01991     0.01805     0.01981     0.01006     0.27020	     0.54136    -0.00116     0.00825    -0.00292    -0.00947    -0.00067    -0.00009     0.00019     0.00112     0.00067    -0.00407
     0.56636     0.01291     0.05320     0.06839     0.05210     0.00936     0.01915     0.01725     0.01878     0.00992     0.26105	     0.56636    -0.00071     0.00709    -0.00142    -0.00633    -0.00147    -0.00020     0.00002     0.00108     0.00146    -0.00048
     0.59136     0.01654     0.06062     0.08216     0.06026     0.01160     0.02346     0.01988     0.02258     0.01231     0.30940	     0.59136    -0.00058     0.00600    -0.00044    -0.00465    -0.00311    -0.00048     0.00005     0.00137     0.00310     0.00126
     0.61636     0.02164     0.06714     0.09568     0.06800     0.01464     0.02758     0.02274     0.02650     0.01536     0.35928	     0.61636    -0.00053     0.00311    -0.00068    -0.00242    -0.00448    -0.00072     0.00005     0.00144     0.00462     0.00038
     0.64136     0.02332     0.06752     0.09453     0.06954     0.01657     0.02691     0.02395     0.02634     0.01706     0.36575	     0.64136    -0.00042    -0.00201    -0.00025     0.00083    -0.00444    -0.00050    -0.00016     0.00096     0.00485    -0.00113
     0.66636     0.02258     0.06438     0.08706     0.06664     0.01742     0.02382     0.02428     0.02394     0.01743     0.34756	     0.66636    -0.00055    -0.00742     0.00052     0.00489    -0.00344    -0.00015    -0.00033     0.00050     0.00415    -0.00182
     0.69136     0.02264     0.06122     0.08426     0.06308     0.01775     0.02154     0.02444     0.02192     0.01745     0.33430	     0.69136    -0.00087    -0.00991     0.00014     0.00875    -0.00269    -0.00010    -0.00015     0.00048     0.00371    -0.00062
     0.71736     0.02418     0.05938     0.08439     0.06002     0.01820     0.02020     0.02496     0.02044     0.01804     0.32981	     0.71736    -0.00093    -0.00927    -0.00088     0.01044    -0.00293    -0.00014     0.00032     0.00059     0.00419     0.00139
     0.74236     0.02594     0.05944     0.08386     0.05812     0.01962     0.01951     0.02596     0.01940     0.01973     0.33157	     0.74236    -0.00060    -0.00860    -0.00106     0.00943    -0.00404    -0.00005     0.00065     0.00051     0.00531     0.00153
     0.76736     0.02632     0.06082     0.08047     0.05788     0.02168     0.01898     0.02674     0.01855     0.02184     0.33328	     0.76736    -0.00016    -0.00915    -0.00038     0.00779    -0.00542     0.00017     0.00069     0.00018     0.00645     0.00017
     0.79236     0.02506     0.06070     0.07408     0.05686     0.02340     0.01834     0.02698     0.01773     0.02334     0.32649	     0.79236     0.00007    -0.00880     0.00012     0.00672    -0.00677     0.00041     0.00062    -0.00037     0.00741    -0.00060
     0.81736     0.02378     0.05746     0.07092     0.05334     0.02492     0.01841     0.02722     0.01760     0.02478     0.31843	     0.81736     0.00015    -0.00617     0.00057     0.00522    -0.00832     0.00066     0.00057    -0.00094     0.00869     0.00042
     0.84236     0.02328     0.05356     0.07294     0.05021     0.02718     0.01915     0.02772     0.01816     0.02738     0.31958	     0.84236     0.00023    -0.00338     0.00094     0.00390    -0.01041     0.00104     0.00077    -0.00129     0.01106     0.00286
     0.86736     0.02318     0.05202     0.07594     0.05014     0.03070     0.02040     0.02798     0.01939     0.03160     0.33135	     0.86736     0.00014    -0.00219     0.00050     0.00354    -0.01331     0.00162     0.00091    -0.00149     0.01475     0.00447
     0.89236     0.02340     0.05224     0.08042     0.05144     0.03438     0.02304     0.02754     0.02174     0.03630     0.35050	     0.89236    -0.00013    -0.00139    -0.00021     0.00248    -0.01646     0.00245     0.00055    -0.00181     0.01877     0.00424
     0.91736     0.02400     0.05176     0.08582     0.05118     0.03572     0.02598     0.02738     0.02400     0.03848     0.36432	     0.91736    -0.00024     0.00019    -0.00068    -0.00002    -0.01796     0.00327     0.00027    -0.00226     0.02068     0.00325
     0.94236     0.02390     0.04914     0.08389     0.04843     0.03362     0.02598     0.02842     0.02392     0.03654     0.35384	     0.94236     0.00001     0.00159    -0.00041    -0.00221    -0.01656     0.00385     0.00071    -0.00283     0.01938     0.00352
     0.96736     0.02170     0.04484     0.07049     0.04448     0.02976     0.02232     0.02968     0.02072     0.03242     0.31641	     0.96736     0.00032     0.00151     0.00101    -0.00238    -0.01356     0.00421     0.00130    -0.00354     0.01650     0.00537
     0.99236     0.01882     0.04308     0.05480     0.04350     0.02700     0.01831     0.03006     0.01696     0.02918     0.28171	     0.99236     0.00025     0.00219     0.00176    -0.00259    -0.01135     0.00444     0.00119    -0.00423     0.01381     0.00547
     1.01736     0.01856     0.05145     0.04776     0.05298     0.02578     0.01691     0.03006     0.01584     0.02744     0.28678	     1.01736    -0.00006     0.00928     0.00095    -0.00957    -0.01014     0.00468     0.00061    -0.00483     0.01168     0.00259
     1.04236     0.02186     0.07282     0.05004     0.07583     0.02494     0.01837     0.03194     0.01788     0.02642     0.34010	     1.04236    -0.00031     0.02554     0.00013    -0.02780    -0.00839     0.00552     0.00050    -0.00578     0.00976    -0.00083
     1.06736     0.02648     0.09586     0.05538     0.09994     0.02502     0.02180     0.03718     0.02170     0.02642     0.40978	     1.06736    -0.00052     0.04338    -0.00022    -0.04868    -0.00632     0.00781     0.00080    -0.00779     0.00817    -0.00336
     1.09236     0.02906     0.10310     0.05606     0.10616     0.02570     0.02434     0.04190     0.02416     0.02643     0.43691	     1.09236    -0.00087     0.04826    -0.00059    -0.05552    -0.00521     0.01034     0.00053    -0.01008     0.00679    -0.00636
     1.11736     0.02814     0.09078     0.04994     0.09088     0.02518     0.02332     0.04131     0.02274     0.02504     0.39733	     1.11736    -0.00127     0.03572    -0.00086    -0.04310    -0.00526     0.01062    -0.00032    -0.01045     0.00580    -0.00912
     1.14236     0.02562     0.07124     0.04260     0.06890     0.02356     0.01987     0.03770     0.01898     0.02306     0.33153	     1.14236    -0.00143     0.01720    -0.00072    -0.02319    -0.00566     0.00923    -0.00075    -0.00909     0.00542    -0.00900
     1.16736     0.02498     0.05894     0.03984     0.05586     0.02240     0.01732     0.03564     0.01651     0.02210     0.29359	     1.16736    -0.00145     0.00511    -0.00032    -0.00994    -0.00579     0.00890    -0.00060    -0.00853     0.00521    -0.00740
     1.19236     0.02882     0.05982     0.04410     0.05698     0.02290     0.01801     0.03446     0.01760     0.02318     0.30587	     1.19236    -0.00175     0.00231    -0.00034    -0.00684    -0.00616     0.01064    -0.00033    -0.00996     0.00570    -0.00673
     1.21736     0.03608     0.06925     0.05248     0.06694     0.02530     0.02172     0.03264     0.02155     0.02580     0.35176	     1.21736    -0.00243     0.00616    -0.00089    -0.01076    -0.00748     0.01347     0.00019    -0.01257     0.00728    -0.00703
     1.24236     0.04150     0.07628     0.05682     0.07540     0.02823     0.02534     0.03188     0.02500     0.02834     0.38879	     1.24236    -0.00276     0.01241    -0.00097    -0.01640    -0.00910     0.01568     0.00072    -0.01485     0.00901    -0.00626
     1.26736     0.04000     0.07316     0.05226     0.07430     0.02870     0.02570     0.03211     0.02512     0.02888     0.38023	     1.26736    -0.00200     0.01515    -0.00057    -0.01702    -0.00966     0.01600     0.00080    -0.01544     0.00999    -0.00275
     1.29236     0.03278     0.06362     0.04374     0.06520     0.02626     0.02356     0.03134     0.02302     0.02708     0.33660	     1.29236    -0.00066     0.01160    -0.00035    -0.01209    -0.00942     0.01497     0.00080    -0.01463     0.01043     0.00065
     1.31736     0.02584     0.05808     0.03982     0.05746     0.02428     0.02228     0.02926     0.02208     0.02526     0.30436	     1.31736     0.00021     0.00500    -0.00009    -0.00707    -0.01018     0.01447     0.00089    -0.01413     0.01120     0.00031
     1.34236     0.02178     0.05946     0.04298     0.05594     0.02334     0.02308     0.02664     0.02340     0.02402     0.30064	     1.34236     0.00032    -0.00012     0.00025    -0.00433    -0.01127     0.01522     0.00076    -0.01486     0.01169    -0.00234
     1.36736     0.01930     0.06178     0.04878     0.05812     0.02156     0.02484     0.02426     0.02550     0.02206     0.30620	     1.36736     0.00003    -0.00166     0.00049    -0.00233    -0.01082     0.01631     0.00046    -0.01643     0.01081    -0.00314
     1.39236     0.01856     0.06122     0.05246     0.06104     0.02016     0.02710     0.02448     0.02772     0.02082     0.31356	     1.39236    -0.00030    -0.00122     0.00072     0.00098    -0.00971     0.01747     0.00032    -0.01832     0.00989    -0.00016
     1.41736     0.02136     0.06044     0.05382     0.06438     0.02098     0.02970     0.02916     0.02996     0.02180     0.33160	     1.41736    -0.00046    -0.00330     0.00070     0.00744    -0.00944     0.01894     0.00034    -0.01984     0.01012     0.00450
     1.44236     0.02576     0.06105     0.05328     0.06760     0.02282     0.03080     0.03346     0.03084     0.02324     0.34885	     1.44236    -0.00054    -0.00957     0.00015     0.01620    -0.01037     0.01925     0.00038    -0.01974     0.01116     0.00691
     1.46736     0.02734     0.06058     0.05036     0.06772     0.02356     0.02928     0.03090     0.02932     0.02336     0.34242	     1.46736    -0.00061    -0.01590    -0.00033     0.02229    -0.01202     0.01743     0.00028    -0.01758     0.01246     0.00603
     1.49236     0.02578     0.05748     0.04629     0.06312     0.02238     0.02608     0.02432     0.02580     0.02206     0.31331	     1.49236    -0.00059    -0.01821    -0.00019     0.02286    -0.01275     0.01489     0.00009    -0.01436     0.01297     0.00471
     1.51736     0.02364     0.05316     0.04380     0.05622     0.01962     0.02216     0.01965     0.02116     0.01932     0.27874	     1.51736    -0.00051    -0.01745    -0.00057     0.02028    -0.01135     0.01259     0.00007    -0.01137     0.01147     0.00315
     1.54236     0.02250     0.04830     0.04624     0.04930     0.01615     0.01834     0.01745     0.01726     0.01565     0.25120	     1.54236    -0.00084    -0.01503    -0.00221     0.01593    -0.00840     0.01004     0.00008    -0.00921     0.00831    -0.00133
     1.56736     0.02338     0.04320     0.05650     0.04370     0.01328     0.01559     0.01657     0.01531     0.01275     0.24028	     1.56736    -0.00142    -0.01078    -0.00305     0.01044    -0.00549     0.00766    -0.00010    -0.00782     0.00524    -0.00533
     1.59236     0.02612     0.03980     0.07396     0.04100     0.01159     0.01416     0.01641     0.01426     0.01129     0.24858	     1.59236    -0.00152    -0.00665    -0.00181     0.00703    -0.00363     0.00613    -0.00019    -0.00669     0.00335    -0.00399
     1.61736     0.02848     0.03802     0.08728     0.03970     0.01046     0.01374     0.01629     0.01342     0.01030     0.25769	     1.61736    -0.00137    -0.00451     0.00016     0.00648    -0.00265     0.00531    -0.00028    -0.00554     0.00236    -0.00003
     1.64236     0.02876     0.03586     0.08056     0.03741     0.00947     0.01427     0.01611     0.01373     0.00944     0.24560	     1.64236    -0.00144    -0.00313     0.00157     0.00567    -0.00195     0.00523    -0.00055    -0.00480     0.00182     0.00242
     1.66736     0.02808     0.03366     0.06076     0.03554     0.00929     0.01570     0.01620     0.01540     0.00946     0.22409	     1.66736    -0.00149    -0.00165     0.00138     0.00432    -0.00153     0.00586    -0.00052    -0.00494     0.00170     0.00314
     1.69236     0.02964     0.03318     0.05172     0.03592     0.01065     0.01648     0.01670     0.01638     0.01091     0.22157	     1.69236    -0.00145    -0.00165    -0.00078     0.00484    -0.00187     0.00623    -0.00009    -0.00544     0.00221     0.00199
